#Mapping quality	mapping quality
0.0	26955.0
1.0	585.0
2.0	476.0
3.0	3651.0
4.0	727.0
5.0	1272.0
6.0	702.0
7.0	220.0
8.0	332.0
9.0	639.0
10.0	269.0
11.0	381.0
12.0	639.0
13.0	189.0
14.0	152.0
15.0	210.0
16.0	331.0
17.0	817.0
18.0	397.0
19.0	168.0
20.0	70.0
21.0	195.0
22.0	70.0
23.0	153.0
24.0	110.0
25.0	412.0
26.0	336.0
27.0	335.0
28.0	43.0
29.0	173.0
30.0	87.0
31.0	211.0
33.0	143.0
34.0	213.0
35.0	310.0
37.0	102.0
38.0	167.0
39.0	43.0
40.0	344.0
41.0	255.0
42.0	463.0
43.0	355.0
44.0	896.0
45.0	2019.0
46.0	173.0
47.0	79.0
48.0	432.0
49.0	111.0
50.0	209.0
51.0	400.0
52.0	332.0
53.0	81.0
54.0	81.0
55.0	300.0
56.0	449.0
57.0	1314.0
58.0	1730.0
59.0	29004.0
60.0	175952.0
