#Insert size (bp)	insert size
1.0	87.0
2.0	9.0
3.0	19.0
4.0	3.0
5.0	203.0
6.0	5.0
7.0	20.0
9.0	2.0
10.0	4.0
12.0	1.0
13.0	3.0
14.0	2.0
15.0	2.0
17.0	3.0
18.0	2.0
19.0	4.0
21.0	1.0
22.0	1.0
24.0	1.0
27.0	1.0
29.0	2.0
33.0	2.0
34.0	2.0
35.0	2.0
36.0	1.0
38.0	1.0
41.0	4.0
42.0	1.0
43.0	3.0
44.0	3.0
45.0	5.0
46.0	3.0
47.0	6.0
48.0	11.0
49.0	3.0
50.0	4.0
51.0	4.0
52.0	3.0
53.0	3.0
54.0	8.0
55.0	1.0
56.0	5.0
57.0	4.0
58.0	5.0
59.0	3.0
60.0	1.0
63.0	3.0
64.0	8.0
65.0	4.0
66.0	6.0
67.0	1.0
68.0	5.0
69.0	3.0
70.0	3.0
71.0	1.0
72.0	5.0
73.0	2.0
74.0	2.0
75.0	2.0
76.0	3.0
77.0	2.0
78.0	2.0
80.0	6.0
81.0	2.0
82.0	3.0
83.0	3.0
84.0	2.0
85.0	4.0
86.0	2.0
87.0	2.0
88.0	2.0
89.0	2.0
90.0	7.0
91.0	3.0
92.0	2.0
93.0	4.0
94.0	4.0
95.0	1.0
96.0	5.0
97.0	8.0
98.0	1.0
99.0	22.0
100.0	20.0
101.0	2.0
102.0	2.0
103.0	21.0
104.0	27.0
105.0	10.0
106.0	12.0
107.0	4.0
108.0	8.0
109.0	5.0
110.0	4.0
111.0	1.0
112.0	5.0
113.0	6.0
114.0	3.0
115.0	4.0
116.0	17.0
117.0	13.0
118.0	8.0
119.0	6.0
120.0	10.0
121.0	7.0
122.0	3.0
123.0	3.0
124.0	2.0
125.0	2.0
126.0	13.0
127.0	3.0
128.0	15.0
129.0	6.0
130.0	10.0
131.0	9.0
132.0	10.0
133.0	2.0
134.0	3.0
135.0	7.0
136.0	21.0
137.0	5.0
138.0	10.0
139.0	2.0
140.0	6.0
141.0	7.0
142.0	9.0
143.0	6.0
144.0	3.0
145.0	5.0
146.0	2.0
147.0	8.0
148.0	8.0
149.0	8.0
150.0	10.0
151.0	12.0
152.0	19.0
153.0	11.0
154.0	4.0
155.0	35.0
156.0	10.0
157.0	1.0
158.0	8.0
159.0	8.0
160.0	4.0
161.0	4.0
162.0	5.0
163.0	17.0
164.0	5.0
165.0	4.0
166.0	7.0
167.0	3.0
168.0	1.0
169.0	13.0
170.0	3.0
171.0	3.0
172.0	5.0
173.0	18.0
174.0	18.0
175.0	4.0
176.0	4.0
