#Mapping quality	mapping quality
0.0	67221.0
1.0	2566.0
2.0	1552.0
3.0	4835.0
4.0	1300.0
5.0	2884.0
6.0	1596.0
7.0	827.0
8.0	1278.0
9.0	992.0
10.0	921.0
11.0	376.0
12.0	947.0
13.0	1303.0
14.0	556.0
15.0	809.0
16.0	954.0
17.0	1066.0
18.0	696.0
19.0	233.0
20.0	342.0
21.0	160.0
22.0	179.0
23.0	241.0
24.0	703.0
25.0	764.0
26.0	463.0
27.0	349.0
28.0	233.0
29.0	381.0
30.0	372.0
31.0	365.0
32.0	202.0
33.0	293.0
34.0	284.0
35.0	218.0
36.0	102.0
37.0	304.0
38.0	82.0
39.0	247.0
40.0	999.0
41.0	557.0
42.0	766.0
43.0	302.0
44.0	521.0
45.0	1967.0
46.0	23.0
47.0	255.0
48.0	391.0
49.0	126.0
50.0	410.0
51.0	357.0
52.0	134.0
53.0	184.0
54.0	837.0
55.0	298.0
56.0	647.0
57.0	1108.0
58.0	1572.0
59.0	79246.0
60.0	198099.0
