#Mapping quality	mapping quality
0.0	127715.0
1.0	4059.0
2.0	3798.0
3.0	6121.0
4.0	2734.0
5.0	3570.0
6.0	2698.0
7.0	1955.0
8.0	1762.0
9.0	1551.0
10.0	1166.0
11.0	1113.0
12.0	1019.0
13.0	1412.0
14.0	1096.0
15.0	501.0
16.0	893.0
17.0	1192.0
18.0	819.0
19.0	613.0
20.0	435.0
21.0	571.0
22.0	476.0
23.0	479.0
24.0	1412.0
25.0	1194.0
26.0	1363.0
27.0	247.0
28.0	347.0
29.0	195.0
30.0	869.0
31.0	245.0
32.0	253.0
33.0	340.0
34.0	287.0
35.0	62.0
36.0	652.0
37.0	441.0
38.0	195.0
39.0	943.0
40.0	1323.0
41.0	324.0
42.0	359.0
43.0	393.0
44.0	847.0
45.0	2232.0
46.0	375.0
47.0	148.0
48.0	299.0
49.0	713.0
50.0	455.0
51.0	291.0
52.0	134.0
53.0	818.0
54.0	847.0
55.0	1109.0
56.0	974.0
57.0	1356.0
58.0	2127.0
59.0	104627.0
60.0	250860.0
