#Coverage	Number of genomic locations
0.0	3.209276828E9
1.0	12809.0
2.0	11161.0
3.0	1861.0
4.0	3517.0
5.0	1414.0
6.0	3078.0
7.0	456.0
8.0	1317.0
9.0	776.0
10.0	2033.0
11.0	1139.0
12.0	1218.0
13.0	627.0
14.0	1445.0
15.0	847.0
16.0	2126.0
17.0	903.0
18.0	2047.0
19.0	856.0
20.0	2056.0
21.0	1365.0
22.0	2075.0
23.0	971.0
24.0	1697.0
25.0	1315.0
26.0	1677.0
27.0	1302.0
28.0	1856.0
29.0	760.0
30.0	1401.0
31.0	1511.0
32.0	3179.0
33.0	653.0
34.0	1422.0
35.0	936.0
36.0	1206.0
37.0	554.0
38.0	1356.0
39.0	1104.0
40.0	1430.0
41.0	1469.0
42.0	2095.0
43.0	1108.0
44.0	2003.0
45.0	648.0
46.0	1994.0
47.0	889.0
48.0	1134.0
49.0	610.0
50.0	1097.0
51.0	741.0
52.0	2378.0
53.0	880.0
54.0	1836.0
55.0	1345.0
56.0	1055.0
57.0	919.0
58.0	1422.0
59.0	1053.0
60.0	1645.0
61.0	990.0
62.0	1713.0
63.0	818.0
64.0	1507.0
65.0	780.0
66.0	890.0
67.0	503.0
68.0	1596.0
69.0	1167.0
70.0	1524.0
71.0	743.0
72.0	684.0
73.0	895.0
74.0	1518.0
75.0	509.0
76.0	433.0
77.0	460.0
78.0	1034.0
79.0	716.0
80.0	740.0
81.0	635.0
82.0	852.0
83.0	1050.0
84.0	1240.0
85.0	525.0
86.0	415.0
87.0	355.0
88.0	779.0
89.0	435.0
90.0	1001.0
91.0	372.0
92.0	971.0
93.0	904.0
94.0	695.0
95.0	411.0
96.0	747.0
97.0	484.0
98.0	338.0
99.0	324.0
100.0	542.0
101.0	427.0
102.0	405.0
103.0	489.0
104.0	842.0
105.0	389.0
106.0	408.0
107.0	301.0
108.0	787.0
109.0	585.0
110.0	692.0
111.0	243.0
112.0	702.0
113.0	728.0
114.0	519.0
115.0	864.0
116.0	375.0
117.0	597.0
118.0	361.0
119.0	407.0
120.0	690.0
121.0	120.0
122.0	194.0
123.0	216.0
124.0	246.0
125.0	187.0
126.0	247.0
127.0	71.0
128.0	335.0
129.0	203.0
130.0	490.0
131.0	145.0
132.0	39.0
133.0	269.0
134.0	394.0
135.0	95.0
136.0	321.0
137.0	382.0
138.0	189.0
139.0	167.0
140.0	93.0
141.0	218.0
142.0	119.0
143.0	83.0
144.0	280.0
145.0	230.0
146.0	166.0
147.0	363.0
148.0	9.0
149.0	219.0
150.0	143.0
151.0	294.0
152.0	511.0
153.0	312.0
154.0	234.0
155.0	76.0
156.0	277.0
157.0	294.0
158.0	407.0
159.0	203.0
160.0	264.0
161.0	183.0
162.0	284.0
163.0	9.0
164.0	76.0
165.0	60.0
166.0	24.0
167.0	49.0
168.0	99.0
169.0	113.0
170.0	150.0
171.0	390.0
172.0	316.0
173.0	253.0
174.0	224.0
175.0	222.0
176.0	247.0
177.0	361.0
178.0	153.0
179.0	173.0
180.0	139.0
181.0	316.0
182.0	83.0
183.0	141.0
184.0	117.0
185.0	116.0
186.0	37.0
187.0	149.0
188.0	249.0
189.0	22.0
190.0	233.0
191.0	93.0
192.0	79.0
193.0	383.0
194.0	230.0
195.0	199.0
196.0	178.0
197.0	146.0
198.0	293.0
199.0	64.0
200.0	288.0
201.0	92.0
202.0	103.0
203.0	76.0
204.0	140.0
205.0	92.0
206.0	133.0
207.0	62.0
208.0	139.0
209.0	211.0
210.0	207.0
211.0	74.0
212.0	98.0
213.0	62.0
214.0	145.0
215.0	5.0
216.0	15.0
217.0	36.0
218.0	256.0
219.0	33.0
220.0	38.0
221.0	219.0
222.0	48.0
223.0	216.0
224.0	137.0
225.0	3.0
226.0	8.0
227.0	31.0
228.0	82.0
229.0	141.0
230.0	183.0
231.0	178.0
232.0	12.0
233.0	114.0
234.0	44.0
235.0	11.0
236.0	9.0
237.0	36.0
238.0	12.0
239.0	47.0
240.0	13.0
241.0	7.0
242.0	58.0
243.0	23.0
244.0	52.0
245.0	160.0
246.0	80.0
247.0	124.0
248.0	112.0
249.0	143.0
250.0	36.0
251.0	20.0
252.0	26.0
253.0	205.0
254.0	51.0
255.0	65.0
256.0	95.0
257.0	228.0
258.0	167.0
259.0	101.0
260.0	291.0
261.0	170.0
262.0	65.0
263.0	89.0
264.0	119.0
265.0	47.0
266.0	28.0
267.0	111.0
268.0	50.0
269.0	151.0
270.0	240.0
271.0	46.0
272.0	7.0
273.0	20.0
274.0	125.0
275.0	67.0
276.0	35.0
277.0	57.0
278.0	11.0
279.0	39.0
280.0	45.0
281.0	51.0
282.0	64.0
283.0	21.0
284.0	39.0
285.0	117.0
286.0	115.0
287.0	130.0
288.0	181.0
289.0	96.0
290.0	142.0
291.0	42.0
292.0	31.0
293.0	30.0
295.0	5.0
296.0	24.0
297.0	11.0
298.0	72.0
299.0	62.0
300.0	57.0
301.0	17.0
302.0	23.0
303.0	2.0
304.0	10.0
305.0	25.0
306.0	19.0
307.0	1.0
308.0	43.0
309.0	10.0
310.0	3.0
311.0	58.0
312.0	12.0
313.0	14.0
314.0	27.0
315.0	71.0
316.0	86.0
317.0	3.0
318.0	36.0
320.0	1.0
321.0	6.0
322.0	7.0
323.0	44.0
324.0	90.0
325.0	168.0
326.0	22.0
328.0	6.0
329.0	2.0
330.0	21.0
331.0	17.0
332.0	20.0
333.0	140.0
334.0	9.0
338.0	3.0
339.0	5.0
340.0	28.0
342.0	1.0
343.0	32.0
346.0	2.0
349.0	4.0
350.0	2.0
351.0	10.0
352.0	25.0
353.0	66.0
355.0	9.0
356.0	11.0
357.0	9.0
358.0	8.0
359.0	9.0
360.0	1.0
361.0	26.0
362.0	210.0
363.0	35.0
364.0	16.0
365.0	3.0
366.0	3.0
367.0	7.0
368.0	2.0
369.0	13.0
370.0	20.0
371.0	94.0
372.0	1.0
373.0	30.0
374.0	2.0
375.0	4.0
376.0	4.0
377.0	78.0
378.0	3.0
379.0	3.0
380.0	2.0
381.0	30.0
382.0	46.0
383.0	16.0
384.0	15.0
385.0	17.0
387.0	18.0
388.0	105.0
389.0	7.0
390.0	4.0
391.0	7.0
392.0	3.0
393.0	3.0
394.0	5.0
395.0	5.0
396.0	10.0
397.0	28.0
398.0	6.0
399.0	5.0
400.0	36.0
401.0	6.0
402.0	10.0
403.0	16.0
404.0	92.0
405.0	112.0
406.0	35.0
408.0	3.0
409.0	2.0
410.0	17.0
411.0	48.0
412.0	91.0
413.0	78.0
414.0	33.0
415.0	75.0
416.0	60.0
417.0	77.0
419.0	1.0
421.0	1.0
422.0	1.0
432.0	1.0
433.0	1.0
435.0	1.0
440.0	1.0
441.0	1.0
442.0	3.0
443.0	37.0
444.0	18.0
445.0	11.0
446.0	18.0
447.0	86.0
448.0	7.0
449.0	5.0
451.0	1.0
452.0	1.0
453.0	32.0
454.0	13.0
455.0	5.0
456.0	19.0
458.0	1.0
461.0	1.0
462.0	1.0
464.0	1.0
465.0	1.0
467.0	1.0
468.0	2.0
469.0	1.0
470.0	2.0
471.0	1.0
473.0	1.0
474.0	2.0
475.0	29.0
476.0	13.0
477.0	90.0
478.0	23.0
479.0	177.0
480.0	33.0
481.0	1.0
482.0	3.0
483.0	6.0
484.0	47.0
485.0	3.0
486.0	5.0
487.0	2.0
488.0	12.0
489.0	55.0
490.0	28.0
491.0	4.0
492.0	6.0
493.0	56.0
494.0	90.0
495.0	1.0
496.0	1.0
498.0	1.0
499.0	6.0
500.0	25.0
501.0	47.0
503.0	1.0
504.0	7.0
506.0	1.0
507.0	4.0
508.0	10.0
509.0	9.0
510.0	24.0
511.0	2.0
512.0	5.0
514.0	100.0
515.0	1.0
519.0	2.0
521.0	3.0
522.0	1.0
523.0	12.0
524.0	10.0
525.0	12.0
526.0	46.0
527.0	21.0
528.0	106.0
529.0	1.0
530.0	1.0
531.0	45.0
532.0	23.0
533.0	34.0
534.0	18.0
535.0	36.0
536.0	2.0
540.0	1.0
541.0	4.0
542.0	49.0
543.0	34.0
544.0	1.0
549.0	2.0
550.0	3.0
552.0	1.0
556.0	3.0
559.0	3.0
561.0	3.0
562.0	5.0
563.0	1.0
564.0	4.0
565.0	10.0
566.0	13.0
567.0	7.0
568.0	29.0
569.0	4.0
570.0	51.0
571.0	53.0
572.0	1.0
573.0	1.0
574.0	4.0
575.0	5.0
576.0	1.0
577.0	16.0
578.0	12.0
579.0	88.0
580.0	42.0
581.0	101.0
582.0	18.0
584.0	83.0
587.0	1.0
589.0	3.0
590.0	4.0
592.0	3.0
593.0	8.0
594.0	8.0
595.0	4.0
596.0	4.0
597.0	20.0
598.0	51.0
599.0	27.0
600.0	34.0
601.0	64.0
602.0	8.0
604.0	4.0
605.0	17.0
606.0	7.0
607.0	83.0
608.0	25.0
613.0	3.0
615.0	35.0
616.0	11.0
638.0	1.0
639.0	14.0
640.0	8.0
641.0	7.0
642.0	4.0
643.0	17.0
644.0	20.0
645.0	6.0
646.0	61.0
647.0	1.0
648.0	1.0
649.0	1.0
650.0	2.0
651.0	1.0
652.0	2.0
653.0	2.0
654.0	2.0
656.0	3.0
658.0	3.0
659.0	4.0
660.0	1.0
661.0	2.0
662.0	1.0
663.0	2.0
664.0	1.0
665.0	4.0
666.0	2.0
667.0	2.0
668.0	8.0
669.0	3.0
670.0	3.0
671.0	7.0
672.0	23.0
673.0	4.0
674.0	2.0
675.0	2.0
676.0	16.0
677.0	2.0
678.0	3.0
679.0	35.0
680.0	60.0
681.0	2.0
682.0	2.0
683.0	14.0
684.0	1.0
685.0	63.0
687.0	1.0
689.0	1.0
698.0	1.0
701.0	1.0
703.0	1.0
704.0	1.0
705.0	1.0
708.0	1.0
709.0	1.0
714.0	2.0
719.0	1.0
720.0	2.0
721.0	2.0
722.0	4.0
723.0	7.0
724.0	51.0
725.0	9.0
726.0	39.0
727.0	3.0
728.0	14.0
729.0	18.0
730.0	19.0
731.0	16.0
732.0	33.0
733.0	86.0
