#Mapping quality	mapping quality
0.0	75924.0
1.0	2703.0
2.0	2495.0
3.0	4964.0
4.0	2663.0
5.0	3566.0
6.0	1528.0
7.0	1124.0
8.0	1321.0
9.0	1344.0
10.0	871.0
11.0	849.0
12.0	856.0
13.0	1037.0
14.0	407.0
15.0	519.0
16.0	687.0
17.0	1064.0
18.0	737.0
19.0	227.0
20.0	291.0
21.0	231.0
22.0	378.0
23.0	824.0
24.0	382.0
25.0	579.0
26.0	666.0
27.0	912.0
28.0	245.0
29.0	367.0
30.0	297.0
31.0	531.0
32.0	134.0
33.0	224.0
34.0	259.0
35.0	453.0
36.0	180.0
37.0	311.0
38.0	225.0
39.0	1.0
40.0	499.0
41.0	250.0
42.0	520.0
43.0	986.0
44.0	838.0
45.0	1712.0
46.0	15.0
47.0	214.0
48.0	217.0
49.0	202.0
50.0	463.0
51.0	279.0
52.0	470.0
53.0	248.0
54.0	531.0
55.0	550.0
56.0	926.0
57.0	1251.0
58.0	1462.0
59.0	85800.0
60.0	205369.0
