#Mapping quality	mapping quality
0.0	69388.0
1.0	2546.0
2.0	2070.0
3.0	4517.0
4.0	1817.0
5.0	2396.0
6.0	1899.0
7.0	1552.0
8.0	950.0
9.0	606.0
10.0	581.0
11.0	946.0
12.0	544.0
13.0	474.0
14.0	666.0
15.0	417.0
16.0	796.0
17.0	1290.0
18.0	427.0
19.0	405.0
20.0	334.0
21.0	836.0
22.0	417.0
23.0	503.0
24.0	149.0
25.0	1000.0
26.0	969.0
27.0	170.0
28.0	241.0
29.0	58.0
30.0	634.0
31.0	159.0
32.0	83.0
33.0	153.0
34.0	229.0
35.0	52.0
36.0	149.0
37.0	260.0
38.0	543.0
39.0	34.0
40.0	483.0
41.0	432.0
42.0	676.0
43.0	355.0
44.0	685.0
45.0	1719.0
46.0	365.0
47.0	240.0
48.0	124.0
49.0	173.0
50.0	308.0
51.0	306.0
52.0	511.0
53.0	216.0
54.0	595.0
55.0	450.0
56.0	1096.0
57.0	1184.0
58.0	1031.0
59.0	84723.0
60.0	164134.0
