#Read position (bp)	Clipping profile
0.0	1.9610178809854175
1.0	1.9539492630311281
2.0	1.9434772364321804
3.0	1.9396811267900622
4.0	1.9356232164829699
5.0	1.930387203183496
6.0	1.9196533759195749
7.0	1.9063015420059166
8.0	1.8960913160719426
9.0	1.8890226981176532
10.0	1.8853574888080216
11.0	1.6899232924051626
12.0	1.578527109458858
13.0	1.4914783883551064
14.0	1.432180537738566
15.0	1.3096578265308794
16.0	1.215016886142891
17.0	1.1148781317904548
18.0	1.0444537529125324
19.0	1.0155247794329398
20.0	0.9736366730371495
21.0	0.9293923606565961
22.0	0.8753305233395292
23.0	0.8393329319056471
24.0	0.7918161112129224
25.0	0.7169411210304474
26.0	0.6750530146346572
27.0	0.6590831740712622
28.0	0.568238343325392
29.0	0.4936251538078907
30.0	0.4349818048537843
31.0	0.39139199413566506
32.0	0.34623137942770377
33.0	0.28078121318428145
34.0	0.22829017985705685
35.0	0.15276068801214754
36.0	0.148179176375108
37.0	0.14660837238526586
38.0	0.14503756839542373
39.0	0.14333586407309476
40.0	0.1426813624106605
41.0	0.14163415975076576
42.0	0.14163415975076576
43.0	0.14071785742335785
44.0	0.13980155509594994
45.0	0.13836165143859463
46.0	0.13809985077362097
47.0	0.13770714977616044
48.0	0.13587454512134461
49.0	0.1352200434589104
50.0	0.13482734246144987
51.0	0.13312563813912087
52.0	0.12514071785742334
53.0	0.11610859491583109
54.0	0.11650129591329161
55.0	0.10786187396915987
56.0	0.10786187396915987
57.0	0.1073382726392125
58.0	0.10773097363667304
59.0	0.10720737230672567
60.0	0.10026965468492291
61.0	0.10013875435243606
62.0	0.09961515302248868
63.0	0.09948425269000183
64.0	0.09189203340576485
65.0	0.091761133073278
66.0	0.091761133073278
67.0	0.09136843207581746
68.0	0.091761133073278
69.0	0.091761133073278
70.0	0.0870487211037516
71.0	0.074089588187554
72.0	0.07330418619263293
73.0	0.0729114851951724
74.0	0.0726496845301987
75.0	0.07238788386522502
76.0	0.07225698353273817
77.0	0.07212608320025132
78.0	0.07147158153781712
79.0	0.07134068120533026
80.0	0.07081707987538288
81.0	0.0705552792104092
82.0	0.07042437887792234
83.0	0.07042437887792234
84.0	0.07029347854543551
85.0	0.07029347854543551
86.0	0.07016257821294866
87.0	0.06990077754797497
88.0	0.06950807655051444
89.0	0.06950807655051444
90.0	0.06911537555305391
91.0	0.06911537555305391
92.0	0.06832997355813283
93.0	0.06793727256067231
94.0	0.06793727256067231
95.0	0.06767547189569861
96.0	0.06741367123072493
97.0	0.06741367123072493
98.0	0.06689006990077755
99.0	0.06479566458098804
100.0	0.06492656491347487
101.0	0.06453386391601434
102.0	0.06571196690839595
103.0	0.06492656491347487
104.0	0.06466476424850119
105.0	0.06545016624342226
106.0	0.06545016624342226
107.0	0.06518836557844856
108.0	0.06479566458098804
109.0	0.06427206325104066
110.0	0.0644029635835275
111.0	0.06453386391601434
112.0	0.06401026258606696
113.0	0.06374846192109328
114.0	0.0632248605911459
115.0	0.0632248605911459
116.0	0.06374846192109328
117.0	0.06361756158860643
118.0	0.06348666125611958
119.0	0.06387936225358012
120.0	0.06361756158860643
121.0	0.06361756158860643
122.0	0.06348666125611958
123.0	0.0632248605911459
124.0	0.06348666125611958
125.0	0.06401026258606696
126.0	0.06348666125611958
127.0	0.0632248605911459
128.0	0.06348666125611958
129.0	0.06361756158860643
130.0	0.06414116291855382
131.0	0.06414116291855382
132.0	0.06414116291855382
133.0	0.06453386391601434
134.0	0.06414116291855382
135.0	0.06414116291855382
136.0	0.06466476424850119
137.0	0.06505746524596173
138.0	0.06531926591093541
139.0	0.06571196690839595
140.0	0.06597376757336965
141.0	0.0655810665759091
142.0	0.0655810665759091
143.0	0.0655810665759091
144.0	0.06531926591093541
145.0	0.06545016624342226
146.0	0.06545016624342226
147.0	0.06479566458098804
148.0	0.06479566458098804
149.0	0.06427206325104066
150.0	0.06479566458098804
151.0	0.06466476424850119
152.0	0.06518836557844856
153.0	0.06505746524596173
154.0	0.06505746524596173
155.0	0.0667591695682907
156.0	0.06636646857083017
157.0	0.06584286724088279
158.0	0.06571196690839595
159.0	0.06597376757336965
160.0	0.06597376757336965
161.0	0.06571196690839595
162.0	0.0655810665759091
163.0	0.06545016624342226
164.0	0.06584286724088279
165.0	0.06584286724088279
166.0	0.06623556823834333
167.0	0.06610466790585648
168.0	0.06623556823834333
169.0	0.06689006990077755
170.0	0.06636646857083017
171.0	0.06649736890331702
172.0	0.06492656491347487
173.0	0.06401026258606696
174.0	0.06414116291855382
175.0	0.06414116291855382
176.0	0.06427206325104066
177.0	0.06492656491347487
178.0	0.06230855826373798
179.0	0.06374846192109328
180.0	0.07552949184490929
181.0	0.08063460481189623
182.0	0.07840929915961986
183.0	0.07827839882713303
184.0	0.07788569782967249
185.0	0.0761839935073435
186.0	0.07657669450480405
187.0	0.08416891378904102
188.0	0.08403801345655418
189.0	0.08416891378904102
190.0	0.08364531245909364
191.0	0.08992852841846218
192.0	0.09071393041338326
193.0	0.09189203340576485
194.0	0.091761133073278
195.0	0.09163023274079116
196.0	0.10092415634735713
197.0	0.10249496033719926
198.0	0.11152708327879153
199.0	0.11925020289551536
200.0	0.12016650522292327
201.0	0.12082100688535749
202.0	0.12108280755033118
203.0	0.12252271120768647
204.0	0.12356991386758122
205.0	0.12343901353509437
206.0	0.1243553158625023
207.0	0.1255334188548839
208.0	0.12697332251223917
209.0	0.1276278241746734
210.0	0.12867502683456816
211.0	0.12985312982694974
212.0	0.1311621331518182
213.0	0.13338743880409457
214.0	0.13744534911118675
