#Mapping quality	mapping quality
0.0	13780.0
1.0	71.0
2.0	119.0
3.0	3039.0
4.0	177.0
5.0	642.0
6.0	401.0
7.0	233.0
8.0	50.0
9.0	262.0
10.0	135.0
11.0	81.0
12.0	236.0
13.0	192.0
14.0	115.0
15.0	403.0
16.0	499.0
17.0	431.0
18.0	140.0
19.0	88.0
20.0	60.0
21.0	158.0
22.0	2.0
23.0	58.0
25.0	87.0
26.0	454.0
27.0	340.0
30.0	169.0
31.0	30.0
34.0	70.0
37.0	113.0
39.0	1.0
40.0	77.0
41.0	278.0
42.0	293.0
43.0	700.0
44.0	375.0
45.0	2061.0
46.0	57.0
47.0	86.0
48.0	238.0
49.0	71.0
50.0	348.0
51.0	85.0
52.0	37.0
53.0	130.0
54.0	140.0
55.0	328.0
56.0	149.0
57.0	1089.0
58.0	1268.0
59.0	8379.0
60.0	143750.0
