#Coverage	Number of genomic locations
0.0	3.209278868E9
1.0	9577.0
2.0	11516.0
3.0	857.0
4.0	3221.0
5.0	452.0
6.0	1540.0
7.0	1077.0
8.0	1303.0
9.0	256.0
10.0	1324.0
11.0	700.0
12.0	560.0
13.0	982.0
14.0	1052.0
15.0	359.0
16.0	1041.0
17.0	110.0
18.0	1118.0
19.0	552.0
20.0	1791.0
21.0	538.0
22.0	925.0
23.0	248.0
24.0	1122.0
25.0	1121.0
26.0	848.0
27.0	447.0
28.0	471.0
29.0	871.0
30.0	786.0
31.0	715.0
32.0	1637.0
33.0	1041.0
34.0	816.0
35.0	788.0
36.0	918.0
37.0	323.0
38.0	943.0
39.0	561.0
40.0	1076.0
41.0	660.0
42.0	1359.0
43.0	716.0
44.0	591.0
45.0	1197.0
46.0	847.0
47.0	526.0
48.0	605.0
49.0	737.0
50.0	813.0
51.0	645.0
52.0	1363.0
53.0	1398.0
54.0	802.0
55.0	461.0
56.0	964.0
57.0	817.0
58.0	1522.0
59.0	655.0
60.0	774.0
61.0	938.0
62.0	1172.0
63.0	568.0
64.0	1555.0
65.0	539.0
66.0	1129.0
67.0	599.0
68.0	1316.0
69.0	625.0
70.0	1147.0
71.0	762.0
72.0	680.0
73.0	472.0
74.0	209.0
75.0	649.0
76.0	740.0
77.0	501.0
78.0	817.0
79.0	542.0
80.0	826.0
81.0	631.0
82.0	772.0
83.0	472.0
84.0	956.0
85.0	821.0
86.0	532.0
87.0	393.0
88.0	727.0
89.0	462.0
90.0	1853.0
91.0	614.0
92.0	978.0
93.0	256.0
94.0	465.0
95.0	199.0
96.0	606.0
97.0	413.0
98.0	930.0
99.0	549.0
100.0	528.0
101.0	605.0
102.0	745.0
103.0	581.0
104.0	506.0
105.0	566.0
106.0	704.0
107.0	581.0
108.0	1096.0
109.0	666.0
110.0	455.0
111.0	702.0
112.0	688.0
113.0	244.0
114.0	407.0
115.0	316.0
116.0	710.0
117.0	278.0
118.0	352.0
119.0	127.0
120.0	682.0
121.0	346.0
122.0	628.0
