#Mapping quality	mapping quality
0.0	80397.0
1.0	2162.0
2.0	2444.0
3.0	4789.0
4.0	2034.0
5.0	2699.0
6.0	1846.0
7.0	1024.0
8.0	1033.0
9.0	1229.0
10.0	729.0
11.0	851.0
12.0	1257.0
13.0	766.0
14.0	598.0
15.0	454.0
16.0	984.0
17.0	874.0
18.0	361.0
19.0	151.0
20.0	373.0
21.0	198.0
22.0	352.0
23.0	263.0
24.0	393.0
25.0	173.0
26.0	215.0
27.0	816.0
28.0	468.0
29.0	525.0
30.0	571.0
31.0	154.0
32.0	78.0
33.0	124.0
34.0	286.0
35.0	47.0
36.0	266.0
37.0	148.0
38.0	411.0
39.0	232.0
40.0	372.0
41.0	595.0
42.0	830.0
43.0	446.0
44.0	539.0
45.0	2086.0
46.0	42.0
47.0	316.0
48.0	234.0
49.0	23.0
50.0	233.0
51.0	134.0
52.0	376.0
53.0	607.0
54.0	955.0
55.0	729.0
56.0	916.0
57.0	1666.0
58.0	1749.0
59.0	82049.0
60.0	221167.0
