#Mapping quality	mapping quality
0.0	76897.0
1.0	2336.0
2.0	1856.0
3.0	4851.0
4.0	1624.0
5.0	2919.0
6.0	1982.0
7.0	918.0
8.0	1565.0
9.0	1074.0
10.0	786.0
11.0	532.0
12.0	566.0
13.0	695.0
14.0	794.0
15.0	601.0
16.0	785.0
17.0	1351.0
18.0	788.0
19.0	235.0
20.0	201.0
21.0	215.0
22.0	535.0
23.0	332.0
24.0	419.0
25.0	519.0
26.0	503.0
27.0	406.0
28.0	256.0
29.0	130.0
30.0	257.0
31.0	235.0
32.0	106.0
33.0	272.0
34.0	280.0
35.0	161.0
36.0	92.0
37.0	370.0
38.0	61.0
39.0	1529.0
40.0	235.0
41.0	417.0
42.0	739.0
43.0	512.0
44.0	131.0
45.0	2432.0
46.0	88.0
47.0	138.0
48.0	87.0
49.0	144.0
50.0	371.0
51.0	498.0
52.0	255.0
53.0	349.0
54.0	699.0
55.0	284.0
56.0	1250.0
57.0	594.0
58.0	1177.0
59.0	80462.0
60.0	203158.0
