#Mapping quality	mapping quality
0.0	108387.0
1.0	3019.0
2.0	3517.0
3.0	5606.0
4.0	2348.0
5.0	3684.0
6.0	2063.0
7.0	1286.0
8.0	1347.0
9.0	1374.0
10.0	1100.0
11.0	1383.0
12.0	802.0
13.0	1209.0
14.0	1014.0
15.0	915.0
16.0	644.0
17.0	1584.0
18.0	575.0
19.0	468.0
20.0	629.0
21.0	843.0
22.0	534.0
23.0	922.0
24.0	822.0
25.0	1194.0
26.0	820.0
27.0	452.0
28.0	408.0
29.0	242.0
30.0	766.0
31.0	154.0
32.0	484.0
33.0	289.0
34.0	101.0
35.0	286.0
36.0	188.0
37.0	320.0
38.0	229.0
39.0	343.0
40.0	950.0
41.0	592.0
42.0	766.0
43.0	718.0
44.0	723.0
45.0	2275.0
46.0	197.0
47.0	117.0
48.0	572.0
49.0	271.0
50.0	720.0
51.0	751.0
52.0	407.0
53.0	524.0
54.0	970.0
55.0	352.0
56.0	941.0
57.0	1186.0
58.0	1656.0
59.0	91454.0
60.0	256973.0
