#Mapping quality	mapping quality
0.0	87470.0
1.0	2684.0
2.0	2689.0
3.0	4977.0
4.0	1852.0
5.0	2541.0
6.0	1887.0
7.0	1250.0
8.0	1397.0
9.0	1017.0
10.0	789.0
11.0	965.0
12.0	717.0
13.0	549.0
14.0	572.0
15.0	828.0
16.0	978.0
17.0	1331.0
18.0	802.0
19.0	387.0
20.0	358.0
21.0	420.0
22.0	341.0
23.0	186.0
24.0	445.0
25.0	504.0
26.0	371.0
27.0	663.0
28.0	246.0
29.0	215.0
30.0	298.0
31.0	430.0
32.0	64.0
33.0	211.0
34.0	101.0
35.0	197.0
36.0	195.0
37.0	166.0
38.0	56.0
39.0	44.0
40.0	690.0
41.0	320.0
42.0	999.0
43.0	706.0
44.0	260.0
45.0	2092.0
46.0	18.0
47.0	276.0
48.0	215.0
49.0	127.0
50.0	87.0
51.0	489.0
52.0	353.0
53.0	445.0
54.0	443.0
55.0	403.0
56.0	1436.0
57.0	736.0
58.0	941.0
59.0	87993.0
60.0	146829.0
