#Mapping quality	mapping quality
0.0	89714.0
1.0	2671.0
2.0	2248.0
3.0	5240.0
4.0	2018.0
5.0	3481.0
6.0	2156.0
7.0	1340.0
8.0	1149.0
9.0	1098.0
10.0	1046.0
11.0	896.0
12.0	940.0
13.0	1479.0
14.0	687.0
15.0	382.0
16.0	1143.0
17.0	955.0
18.0	769.0
19.0	521.0
20.0	155.0
21.0	252.0
22.0	483.0
23.0	974.0
24.0	445.0
25.0	651.0
26.0	691.0
27.0	178.0
28.0	499.0
29.0	40.0
30.0	178.0
31.0	120.0
32.0	139.0
33.0	149.0
34.0	83.0
35.0	561.0
36.0	226.0
37.0	411.0
38.0	49.0
39.0	126.0
40.0	435.0
41.0	766.0
42.0	834.0
43.0	496.0
44.0	718.0
45.0	2150.0
46.0	553.0
47.0	637.0
48.0	375.0
49.0	233.0
50.0	150.0
51.0	477.0
52.0	389.0
53.0	363.0
54.0	140.0
55.0	639.0
56.0	595.0
57.0	1054.0
58.0	1331.0
59.0	89870.0
60.0	187673.0
