#Mapping quality	mapping quality
0.0	171062.0
1.0	5443.0
2.0	3886.0
3.0	7748.0
4.0	3164.0
5.0	4648.0
6.0	3234.0
7.0	1940.0
8.0	1922.0
9.0	2250.0
10.0	1675.0
11.0	1157.0
12.0	1616.0
13.0	1505.0
14.0	1452.0
15.0	1128.0
16.0	1617.0
17.0	1955.0
18.0	1082.0
19.0	781.0
20.0	1232.0
21.0	440.0
22.0	1022.0
23.0	1250.0
24.0	1633.0
25.0	1190.0
26.0	832.0
27.0	1272.0
28.0	484.0
29.0	864.0
30.0	840.0
31.0	635.0
32.0	181.0
33.0	255.0
34.0	309.0
35.0	268.0
36.0	476.0
37.0	527.0
38.0	90.0
39.0	591.0
40.0	1198.0
41.0	368.0
42.0	1134.0
43.0	719.0
44.0	1195.0
45.0	3369.0
46.0	709.0
47.0	502.0
48.0	494.0
49.0	387.0
50.0	614.0
51.0	1282.0
52.0	1240.0
53.0	919.0
54.0	877.0
55.0	1083.0
56.0	1129.0
57.0	1483.0
58.0	2197.0
59.0	108275.0
60.0	427614.0
