#Coverage	Number of genomic locations
0.0	3.209157889E9
1.0	72694.0
2.0	35966.0
3.0	5725.0
4.0	12526.0
5.0	3429.0
6.0	5273.0
7.0	1611.0
8.0	3977.0
9.0	830.0
10.0	2044.0
11.0	983.0
12.0	679.0
13.0	481.0
14.0	2159.0
15.0	429.0
16.0	673.0
17.0	192.0
18.0	413.0
19.0	38.0
20.0	336.0
21.0	324.0
22.0	729.0
23.0	372.0
24.0	247.0
25.0	135.0
26.0	312.0
27.0	166.0
28.0	118.0
29.0	179.0
30.0	547.0
31.0	186.0
32.0	85.0
33.0	63.0
34.0	191.0
35.0	208.0
36.0	242.0
37.0	309.0
38.0	105.0
39.0	121.0
40.0	332.0
41.0	100.0
42.0	173.0
43.0	165.0
44.0	277.0
45.0	340.0
46.0	541.0
47.0	48.0
48.0	470.0
49.0	159.0
50.0	253.0
51.0	130.0
52.0	289.0
53.0	266.0
54.0	208.0
55.0	30.0
56.0	65.0
57.0	213.0
58.0	294.0
59.0	335.0
60.0	71.0
61.0	25.0
62.0	207.0
63.0	140.0
64.0	591.0
65.0	54.0
66.0	201.0
67.0	268.0
68.0	45.0
69.0	96.0
70.0	276.0
71.0	443.0
72.0	191.0
73.0	29.0
74.0	297.0
75.0	346.0
76.0	149.0
77.0	211.0
78.0	323.0
79.0	516.0
80.0	1.0
81.0	28.0
82.0	67.0
83.0	76.0
84.0	142.0
85.0	80.0
86.0	123.0
87.0	126.0
88.0	263.0
89.0	343.0
90.0	128.0
91.0	68.0
92.0	21.0
93.0	90.0
94.0	65.0
95.0	33.0
96.0	100.0
97.0	414.0
98.0	78.0
99.0	206.0
100.0	24.0
101.0	54.0
102.0	323.0
103.0	381.0
104.0	330.0
105.0	124.0
106.0	87.0
107.0	125.0
108.0	60.0
109.0	27.0
110.0	105.0
111.0	220.0
112.0	206.0
113.0	159.0
114.0	54.0
115.0	230.0
116.0	123.0
117.0	88.0
118.0	60.0
119.0	149.0
120.0	92.0
121.0	121.0
122.0	169.0
123.0	28.0
124.0	5.0
125.0	17.0
126.0	112.0
127.0	210.0
128.0	42.0
129.0	74.0
130.0	17.0
131.0	12.0
132.0	51.0
133.0	24.0
134.0	139.0
135.0	188.0
136.0	217.0
137.0	209.0
138.0	10.0
139.0	8.0
140.0	94.0
141.0	121.0
142.0	164.0
143.0	56.0
144.0	260.0
145.0	35.0
146.0	94.0
147.0	112.0
148.0	32.0
149.0	269.0
150.0	19.0
151.0	146.0
152.0	429.0
153.0	43.0
154.0	104.0
155.0	79.0
156.0	152.0
157.0	105.0
158.0	17.0
159.0	14.0
160.0	115.0
161.0	29.0
162.0	55.0
163.0	89.0
164.0	219.0
165.0	60.0
166.0	99.0
167.0	259.0
168.0	61.0
169.0	29.0
170.0	28.0
172.0	5.0
173.0	114.0
174.0	63.0
175.0	37.0
176.0	75.0
177.0	276.0
178.0	140.0
179.0	327.0
180.0	7.0
181.0	82.0
182.0	105.0
183.0	119.0
184.0	21.0
185.0	79.0
186.0	71.0
187.0	322.0
188.0	253.0
189.0	76.0
190.0	92.0
191.0	30.0
193.0	28.0
194.0	1.0
195.0	2.0
196.0	77.0
197.0	92.0
198.0	94.0
199.0	105.0
200.0	141.0
201.0	64.0
203.0	22.0
204.0	2.0
205.0	82.0
206.0	203.0
207.0	69.0
208.0	189.0
209.0	95.0
210.0	91.0
211.0	80.0
212.0	193.0
213.0	31.0
214.0	20.0
215.0	14.0
216.0	36.0
217.0	38.0
218.0	37.0
219.0	97.0
220.0	266.0
221.0	519.0
222.0	104.0
223.0	196.0
224.0	615.0
225.0	50.0
226.0	23.0
227.0	37.0
228.0	58.0
229.0	83.0
230.0	128.0
231.0	214.0
232.0	293.0
233.0	139.0
234.0	143.0
235.0	130.0
236.0	24.0
237.0	97.0
238.0	82.0
239.0	332.0
240.0	79.0
241.0	160.0
242.0	167.0
243.0	61.0
244.0	178.0
245.0	1.0
246.0	156.0
247.0	4.0
248.0	100.0
249.0	18.0
250.0	74.0
251.0	57.0
252.0	118.0
253.0	155.0
254.0	209.0
255.0	253.0
256.0	133.0
257.0	153.0
258.0	179.0
259.0	36.0
260.0	181.0
261.0	3.0
262.0	1.0
263.0	3.0
264.0	7.0
265.0	7.0
266.0	11.0
267.0	2.0
268.0	68.0
269.0	24.0
270.0	65.0
271.0	204.0
272.0	55.0
273.0	66.0
274.0	238.0
275.0	55.0
276.0	14.0
277.0	59.0
278.0	44.0
279.0	80.0
280.0	279.0
281.0	19.0
282.0	4.0
283.0	4.0
284.0	1.0
285.0	7.0
286.0	41.0
287.0	7.0
288.0	2.0
289.0	22.0
290.0	28.0
291.0	34.0
292.0	9.0
293.0	2.0
294.0	10.0
295.0	122.0
296.0	72.0
297.0	46.0
298.0	73.0
299.0	98.0
300.0	15.0
301.0	13.0
302.0	63.0
303.0	37.0
304.0	254.0
305.0	9.0
306.0	99.0
307.0	99.0
308.0	128.0
309.0	70.0
310.0	14.0
311.0	78.0
312.0	94.0
313.0	50.0
314.0	92.0
315.0	163.0
316.0	182.0
317.0	11.0
318.0	114.0
319.0	123.0
320.0	89.0
321.0	327.0
322.0	74.0
323.0	37.0
324.0	85.0
325.0	3.0
326.0	54.0
327.0	101.0
328.0	84.0
329.0	85.0
330.0	149.0
331.0	85.0
332.0	64.0
333.0	27.0
334.0	226.0
335.0	32.0
336.0	34.0
337.0	31.0
338.0	100.0
339.0	200.0
340.0	4.0
342.0	1.0
344.0	7.0
345.0	31.0
346.0	54.0
347.0	35.0
348.0	6.0
349.0	23.0
350.0	56.0
351.0	68.0
352.0	26.0
353.0	20.0
354.0	21.0
355.0	16.0
356.0	78.0
357.0	56.0
358.0	71.0
359.0	8.0
360.0	83.0
361.0	18.0
362.0	44.0
363.0	83.0
364.0	238.0
365.0	151.0
366.0	250.0
367.0	65.0
368.0	16.0
369.0	80.0
370.0	29.0
371.0	23.0
372.0	136.0
373.0	96.0
374.0	86.0
375.0	252.0
376.0	45.0
377.0	109.0
378.0	80.0
379.0	222.0
380.0	22.0
381.0	100.0
382.0	63.0
383.0	109.0
384.0	115.0
385.0	91.0
386.0	172.0
387.0	24.0
388.0	55.0
389.0	130.0
390.0	175.0
391.0	121.0
392.0	12.0
393.0	132.0
394.0	339.0
395.0	102.0
396.0	170.0
397.0	119.0
398.0	31.0
399.0	38.0
400.0	57.0
401.0	33.0
402.0	7.0
403.0	9.0
404.0	15.0
405.0	37.0
406.0	91.0
407.0	189.0
408.0	276.0
409.0	156.0
410.0	10.0
411.0	16.0
412.0	1.0
413.0	30.0
414.0	99.0
415.0	6.0
416.0	91.0
417.0	67.0
418.0	114.0
419.0	28.0
420.0	97.0
421.0	87.0
422.0	70.0
423.0	74.0
424.0	35.0
425.0	104.0
426.0	232.0
427.0	230.0
428.0	185.0
429.0	146.0
430.0	315.0
431.0	116.0
432.0	76.0
433.0	5.0
434.0	22.0
435.0	98.0
436.0	44.0
437.0	53.0
438.0	86.0
439.0	59.0
440.0	76.0
441.0	112.0
442.0	41.0
443.0	60.0
444.0	119.0
445.0	8.0
446.0	16.0
447.0	23.0
448.0	20.0
449.0	102.0
450.0	128.0
451.0	266.0
452.0	116.0
453.0	133.0
454.0	3.0
455.0	52.0
456.0	145.0
457.0	41.0
458.0	24.0
459.0	26.0
460.0	10.0
461.0	17.0
462.0	90.0
463.0	43.0
464.0	29.0
465.0	75.0
466.0	56.0
467.0	15.0
468.0	54.0
469.0	32.0
470.0	47.0
471.0	29.0
472.0	97.0
473.0	58.0
474.0	6.0
475.0	35.0
476.0	112.0
477.0	115.0
478.0	20.0
479.0	107.0
480.0	52.0
481.0	7.0
482.0	18.0
483.0	21.0
484.0	42.0
485.0	52.0
486.0	34.0
487.0	85.0
488.0	4.0
489.0	93.0
490.0	4.0
491.0	18.0
492.0	129.0
493.0	6.0
494.0	2.0
495.0	44.0
496.0	33.0
497.0	35.0
498.0	42.0
499.0	60.0
500.0	93.0
501.0	37.0
502.0	22.0
503.0	12.0
504.0	30.0
505.0	195.0
506.0	41.0
507.0	13.0
508.0	3.0
509.0	63.0
510.0	112.0
511.0	6.0
512.0	28.0
513.0	106.0
514.0	85.0
515.0	205.0
516.0	5.0
517.0	59.0
518.0	16.0
519.0	5.0
520.0	48.0
521.0	24.0
522.0	11.0
523.0	3.0
524.0	3.0
525.0	15.0
526.0	109.0
527.0	26.0
528.0	80.0
529.0	177.0
530.0	2.0
531.0	17.0
532.0	61.0
533.0	36.0
534.0	21.0
535.0	100.0
536.0	8.0
537.0	86.0
538.0	75.0
539.0	33.0
540.0	95.0
541.0	156.0
542.0	214.0
543.0	59.0
544.0	125.0
545.0	56.0
546.0	77.0
547.0	58.0
548.0	49.0
549.0	122.0
550.0	134.0
551.0	72.0
552.0	25.0
553.0	2.0
554.0	8.0
555.0	75.0
556.0	79.0
557.0	4.0
558.0	5.0
559.0	14.0
560.0	90.0
561.0	25.0
562.0	29.0
563.0	32.0
564.0	102.0
565.0	49.0
566.0	23.0
567.0	62.0
568.0	56.0
569.0	6.0
570.0	12.0
571.0	61.0
572.0	10.0
573.0	88.0
574.0	23.0
575.0	56.0
576.0	71.0
577.0	93.0
578.0	23.0
