#Position (bp)	mapping quality
4011823.0	59.9790849925236
1.2035468E7	59.986501830670846
2.0059113E7	59.97898461821105
2.8082758E7	53.67473287240729
3.6106403E7	50.154022988505744
4.4130048E7	46.88326246617704
5.2153693E7	57.45414118954975
6.0177338E7	23.18829268292683
6.8200983E7	11.57084690553746
7.6224628E7	0.9767441860465116
8.4248273E7	59.98264159189953
9.2271918E7	36.22837370242215
1.00295563E8	46.336828309305375
1.08319208E8	42.83878691141261
1.16342853E8	16.5978021978022
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	8.779486435560928
1.48437433E8	0.007771542891154269
1.56461078E8	45.221556886227546
1.64484723E8	59.98479394326802
1.72508368E8	1.2253349573690622
1.80532013E8	48.59848484848485
1.88555658E8	0.6328800988875154
1.96579303E8	3.3582995951417005
2.04602948E8	26.222428748451055
2.12626593E8	2.3794466403162056
2.20650238E8	49.85113566605279
2.28673883E8	44.58773997979117
2.36697528E8	1.9823788546255507
2.44721173E8	2.062015503875969
2.48844709E8	0.0
2.528565315E8	50.768619662363456
2.60768463E8	58.609595270577536
2.68792108E8	55.90425531914894
2.76815753E8	46.06979362101313
2.84839398E8	2.7561974093925716
2.92863043E8	25.50588235294118
3.00886688E8	53.139753801593045
3.08910333E8	48.869885057471265
3.16933978E8	46.72487601148525
3.24957623E8	51.35671782023176
3.32981268E8	42.76068021567814
3.41004913E8	40.287510471333064
3.49028558E8	55.70154309371472
3.57052203E8	17.143589743589743
3.65075848E8	51.016949152542374
3.73099493E8	59.98048248801639
3.81123138E8	39.79944547134935
3.89146783E8	2.8200270635994586
3.97170428E8	24.155339805825243
4.05194073E8	25.354364540931705
4.13217718E8	40.063441350981286
4.21241363E8	52.376001687051875
4.29265008E8	3.4481658692185007
4.37288653E8	0.11320754716981132
4.45312298E8	2.806133625410734
4.53335943E8	28.145060594932062
4.61359588E8	39.390400791687284
4.69383233E8	36.29466162253048
4.77406878E8	56.715421825038945
4.85430523E8	49.177927927927925
4.902961485E8	58.6921320323853
4.94307971E8	2.928251121076233
5.01477813E8	52.8360915892088
5.09501458E8	26.48220436280138
5.17525103E8	1.9390739236393175
5.25548748E8	0.5517241379310345
5.33572393E8	52.23421686746988
5.41596038E8	59.98025502282205
5.49619683E8	27.370212765957447
5.57643328E8	35.3279702970297
5.65666973E8	5.724550898203593
5.73690618E8	2.6223224351747465
5.81714263E8	6.016470588235294
5.89737908E8	3.591891891891892
5.97761553E8	41.68603827072998
6.05785198E8	53.77758164165931
6.13808843E8	31.123359580052494
6.21832488E8	59.98232450624345
6.29856133E8	28.84258416742493
6.37879778E8	48.392910447761196
6.45903423E8	59.985738900599635
6.53927068E8	4.084788029925187
6.61950713E8	6.566473988439307
6.69974358E8	4.3590361445783135
6.77998003E8	25.714568226763348
6.85727668E8	49.76020553811019
6.897394905E8	0.6391752577319587
6.94045293E8	59.88353953762101
7.02068938E8	30.45100864553314
7.10092583E8	6.168336236933798
7.18116228E8	38.39673278879813
7.26139873E8	4.72
7.34163518E8	2.950334288443171
7.42187163E8	16.77714708785785
7.50210808E8	44.83990895295903
7.58234453E8	24.541829554339326
7.66258098E8	18.005142857142857
7.74281743E8	10.466938775510204
7.82305388E8	10.140929535232384
7.90329033E8	2.6779661016949152
7.98352678E8	15.517960602549246
