#Insert size (bp)	insert size
1.0	293.0
2.0	43.0
3.0	64.0
4.0	23.0
5.0	224.0
6.0	15.0
7.0	27.0
8.0	23.0
9.0	10.0
10.0	11.0
11.0	10.0
12.0	7.0
13.0	11.0
14.0	3.0
15.0	13.0
16.0	12.0
17.0	18.0
18.0	2.0
19.0	7.0
20.0	7.0
21.0	8.0
22.0	3.0
23.0	4.0
24.0	10.0
25.0	1.0
26.0	3.0
27.0	3.0
29.0	6.0
30.0	1.0
31.0	6.0
32.0	10.0
33.0	8.0
34.0	5.0
35.0	6.0
36.0	10.0
37.0	16.0
38.0	10.0
39.0	13.0
40.0	8.0
41.0	6.0
42.0	9.0
43.0	11.0
44.0	13.0
45.0	12.0
46.0	7.0
47.0	36.0
48.0	20.0
49.0	12.0
50.0	13.0
51.0	11.0
52.0	14.0
53.0	7.0
54.0	13.0
55.0	10.0
56.0	18.0
57.0	14.0
58.0	5.0
59.0	11.0
60.0	15.0
61.0	13.0
62.0	22.0
63.0	19.0
64.0	22.0
65.0	10.0
66.0	21.0
67.0	11.0
68.0	10.0
69.0	20.0
70.0	12.0
71.0	9.0
72.0	18.0
73.0	12.0
74.0	10.0
75.0	9.0
76.0	8.0
77.0	9.0
78.0	13.0
79.0	16.0
80.0	7.0
81.0	17.0
82.0	12.0
83.0	18.0
84.0	10.0
85.0	11.0
86.0	8.0
87.0	26.0
88.0	10.0
89.0	16.0
90.0	10.0
91.0	17.0
92.0	22.0
93.0	16.0
94.0	27.0
95.0	18.0
96.0	23.0
97.0	37.0
98.0	22.0
99.0	148.0
100.0	91.0
101.0	34.0
102.0	21.0
103.0	66.0
104.0	78.0
105.0	38.0
106.0	28.0
107.0	19.0
108.0	45.0
109.0	29.0
110.0	21.0
111.0	27.0
112.0	33.0
113.0	36.0
114.0	191.0
115.0	28.0
116.0	66.0
117.0	32.0
118.0	44.0
119.0	27.0
120.0	25.0
121.0	39.0
122.0	35.0
123.0	34.0
124.0	32.0
125.0	24.0
126.0	50.0
127.0	23.0
128.0	43.0
129.0	26.0
130.0	35.0
131.0	36.0
132.0	63.0
133.0	40.0
134.0	24.0
135.0	36.0
136.0	82.0
137.0	41.0
138.0	42.0
139.0	67.0
140.0	44.0
141.0	45.0
142.0	25.0
143.0	39.0
144.0	32.0
145.0	16.0
146.0	16.0
147.0	39.0
148.0	51.0
149.0	29.0
150.0	46.0
151.0	93.0
152.0	37.0
153.0	33.0
154.0	29.0
155.0	424.0
156.0	50.0
157.0	16.0
158.0	37.0
159.0	57.0
160.0	21.0
161.0	17.0
162.0	25.0
163.0	29.0
164.0	35.0
165.0	37.0
166.0	39.0
167.0	36.0
168.0	27.0
169.0	124.0
170.0	34.0
171.0	49.0
172.0	34.0
173.0	56.0
174.0	78.0
175.0	29.0
176.0	46.0
177.0	49.0
178.0	37.0
179.0	72.0
180.0	8198.0
181.0	4261.0
182.0	40.0
183.0	52.0
184.0	40.0
185.0	54.0
186.0	844.0
187.0	5696.0
188.0	40.0
189.0	19.0
190.0	55.0
191.0	5054.0
192.0	30.0
193.0	71.0
194.0	53.0
195.0	61.0
196.0	9774.0
197.0	44.0
198.0	4314.0
199.0	5659.0
200.0	85.0
201.0	30.0
202.0	34.0
203.0	321.0
204.0	45.0
205.0	38.0
206.0	39.0
207.0	94.0
208.0	131.0
209.0	79.0
210.0	71.0
211.0	65.0
212.0	92.0
213.0	123.0
214.0	99.0
215.0	259.0
216.0	30814.0
217.0	28254.0
218.0	24059.0
219.0	32824.0
220.0	12801.0
221.0	19868.0
222.0	30893.0
223.0	33115.0
224.0	6305.0
225.0	12054.0
226.0	20484.0
227.0	29319.0
228.0	9807.0
229.0	33690.0
230.0	27482.0
231.0	20660.0
232.0	8906.0
233.0	21900.0
234.0	59452.0
235.0	44885.0
236.0	34409.0
237.0	20784.0
238.0	33576.0
239.0	38482.0
240.0	86045.0
241.0	595.0
242.0	3761.0
243.0	25.0
244.0	3235.0
245.0	3963.0
246.0	104.0
247.0	33.0
248.0	32.0
249.0	4618.0
250.0	8954.0
251.0	55.0
252.0	148.0
253.0	7940.0
254.0	36.0
255.0	251.0
256.0	3583.0
257.0	341.0
258.0	5126.0
259.0	44.0
260.0	40.0
261.0	64.0
262.0	43.0
263.0	7425.0
264.0	86.0
265.0	49.0
266.0	102.0
267.0	4173.0
268.0	75.0
269.0	144.0
270.0	31491.0
271.0	10203.0
272.0	13264.0
273.0	1999.0
274.0	22098.0
275.0	18572.0
276.0	18466.0
277.0	7972.0
278.0	8960.0
279.0	15439.0
280.0	4075.0
281.0	5400.0
282.0	1819.0
283.0	21899.0
284.0	15070.0
285.0	13861.0
286.0	19635.0
287.0	12338.0
288.0	4407.0
289.0	9749.0
290.0	6524.0
291.0	16410.0
292.0	4532.0
293.0	10560.0
294.0	13059.0
295.0	11756.0
296.0	16395.0
297.0	13590.0
298.0	11471.0
299.0	18219.0
300.0	32259.0
301.0	66.0
302.0	37.0
303.0	26.0
304.0	36.0
305.0	22.0
306.0	46.0
307.0	4824.0
308.0	2156.0
309.0	82.0
310.0	1762.0
311.0	189.0
312.0	50.0
313.0	97.0
314.0	167.0
315.0	18677.0
316.0	11305.0
317.0	6680.0
318.0	7719.0
319.0	1279.0
320.0	7614.0
321.0	8958.0
322.0	9036.0
323.0	2031.0
324.0	4058.0
325.0	8054.0
326.0	19676.0
327.0	21911.0
328.0	15833.0
329.0	12020.0
330.0	6528.0
331.0	12378.0
332.0	2261.0
333.0	445.0
334.0	20934.0
335.0	25938.0
336.0	3936.0
337.0	5396.0
338.0	6062.0
339.0	18166.0
340.0	9562.0
341.0	1615.0
342.0	12990.0
343.0	5432.0
344.0	5513.0
345.0	9351.0
346.0	15844.0
347.0	8048.0
348.0	10874.0
349.0	11910.0
350.0	30151.0
351.0	1834.0
352.0	51.0
353.0	2.0
354.0	27.0
355.0	80.0
356.0	41.0
357.0	21.0
358.0	45.0
359.0	52.0
360.0	6.0
361.0	8.0
362.0	182.0
363.0	12.0
364.0	20.0
365.0	3.0
366.0	46.0
367.0	25.0
368.0	58.0
369.0	36.0
370.0	4.0
371.0	32.0
372.0	4.0
373.0	6.0
374.0	15.0
375.0	6.0
376.0	14.0
377.0	24.0
378.0	21.0
379.0	9.0
380.0	24.0
381.0	26.0
382.0	52.0
383.0	27.0
384.0	60.0
385.0	2.0
386.0	14.0
387.0	20.0
388.0	2.0
389.0	4.0
390.0	65.0
391.0	10.0
392.0	1.0
393.0	17.0
394.0	14.0
395.0	54.0
396.0	1.0
397.0	1.0
398.0	8.0
399.0	30.0
400.0	3.0
402.0	1.0
403.0	35.0
404.0	34.0
405.0	3.0
406.0	5.0
407.0	3.0
408.0	57.0
409.0	33.0
410.0	6.0
411.0	45.0
412.0	3.0
413.0	5.0
414.0	30.0
415.0	2.0
416.0	1.0
418.0	1.0
419.0	12.0
420.0	11.0
421.0	50.0
422.0	1.0
423.0	12.0
424.0	3.0
426.0	64.0
427.0	5.0
428.0	27.0
430.0	4.0
431.0	44.0
432.0	50.0
433.0	2.0
434.0	2.0
435.0	29.0
436.0	28.0
437.0	11.0
438.0	1.0
439.0	53.0
440.0	5.0
442.0	8.0
443.0	29.0
444.0	15.0
446.0	18.0
447.0	12.0
448.0	89.0
449.0	388.0
450.0	1.0
451.0	39.0
452.0	1246.0
453.0	1.0
454.0	23.0
455.0	14.0
456.0	52.0
457.0	17.0
458.0	34.0
459.0	20.0
460.0	4.0
461.0	104.0
462.0	11.0
463.0	10.0
464.0	4.0
467.0	11.0
471.0	94.0
472.0	16.0
474.0	1.0
475.0	16.0
476.0	40.0
477.0	1.0
482.0	1.0
483.0	4.0
484.0	2.0
485.0	2.0
486.0	12.0
487.0	14.0
488.0	4.0
489.0	8.0
490.0	1.0
491.0	7.0
493.0	11.0
495.0	22.0
496.0	7.0
497.0	16.0
498.0	1.0
499.0	2.0
501.0	6.0
505.0	17.0
506.0	38.0
507.0	1.0
509.0	26.0
511.0	7.0
514.0	1.0
515.0	2.0
516.0	1.0
517.0	7.0
518.0	14.0
520.0	1.0
522.0	2.0
523.0	8.0
524.0	1.0
525.0	1.0
526.0	1.0
528.0	10.0
529.0	8.0
530.0	1.0
531.0	5.0
532.0	11.0
534.0	6.0
535.0	4.0
536.0	34.0
539.0	1.0
540.0	2.0
541.0	1.0
543.0	11.0
544.0	2.0
545.0	6.0
546.0	5.0
547.0	29.0
548.0	4.0
550.0	24.0
552.0	2.0
554.0	1.0
555.0	6.0
556.0	11.0
557.0	4.0
558.0	7.0
559.0	21.0
560.0	4.0
562.0	2.0
563.0	7.0
566.0	1.0
567.0	4.0
568.0	21.0
569.0	1.0
570.0	15.0
571.0	8.0
573.0	6.0
574.0	1.0
575.0	2.0
577.0	6.0
578.0	7.0
579.0	6.0
580.0	7.0
583.0	3.0
584.0	1.0
585.0	10.0
587.0	1.0
588.0	24.0
589.0	1.0
597.0	5.0
600.0	3.0
