#Mapping quality	mapping quality
0.0	96144.0
1.0	3137.0
2.0	2558.0
3.0	5038.0
4.0	3009.0
5.0	3291.0
6.0	2118.0
7.0	1249.0
8.0	1351.0
9.0	880.0
10.0	931.0
11.0	667.0
12.0	1313.0
13.0	1053.0
14.0	651.0
15.0	793.0
16.0	782.0
17.0	1500.0
18.0	570.0
19.0	419.0
20.0	430.0
21.0	340.0
22.0	394.0
23.0	187.0
24.0	736.0
25.0	271.0
26.0	647.0
27.0	441.0
28.0	251.0
29.0	336.0
30.0	760.0
31.0	415.0
32.0	95.0
33.0	347.0
34.0	295.0
35.0	338.0
36.0	120.0
37.0	283.0
39.0	324.0
40.0	816.0
41.0	733.0
42.0	1008.0
43.0	828.0
44.0	461.0
45.0	2925.0
46.0	510.0
47.0	193.0
48.0	300.0
49.0	177.0
50.0	327.0
51.0	580.0
52.0	200.0
53.0	451.0
54.0	901.0
55.0	323.0
56.0	654.0
57.0	1643.0
58.0	1806.0
59.0	91149.0
60.0	225363.0
