#Coverage (X)	Coverage
1.0	0.0054474931257004755
2.0	0.005097340537560058
3.0	0.004845740417508182
4.0	0.0048239610386957565
5.0	0.004754821637277473
6.0	0.004743168579082635
7.0	0.004682130234172632
8.0	0.004645488532474928
9.0	0.004599779879086441
10.0	0.004570647233606451
11.0	0.004541296482756252
12.0	0.004523380684730682
13.0	0.004469134764107707
14.0	0.004440812224274282
15.0	0.004396941887549133
16.0	0.004391084200548789
17.0	0.0043424155457501
18.0	0.004315588585583896
19.0	0.004251372133893483
20.0	0.004224015489256772
21.0	0.004183229785581943
22.0	0.004150950191231573
23.0	0.004099975851119098
24.0	0.004069659205072185
25.0	0.004043299613542217
26.0	0.004011830124838411
27.0	0.003971823368900118
28.0	0.003925678504771213
29.0	0.003888444802797153
30.0	0.0038455715191787476
31.0	0.003818432979912245
32.0	0.0037911698090056234
33.0	0.0037535310542011757
34.0	0.003732374833575136
35.0	0.0036892211287664622
36.0	0.0036438863702983326
37.0	0.003593036661825977
38.0	0.003549072851370738
39.0	0.003502086723685238
40.0	0.003472206288378743
41.0	0.0034163089985526085
42.0	0.003395495514936897
43.0	0.0033620319200196036
44.0	0.00333511148612331
45.0	0.0032991864163562923
46.0	0.0032747586152197528
47.0	0.00321051100561931
48.0	0.003175364883588827
49.0	0.0031218044369722975
50.0	0.003089680632172076
51.0	0.003059800196865581
