#Mapping quality	mapping quality
0.0	123983.0
1.0	3596.0
2.0	3574.0
3.0	5851.0
4.0	3368.0
5.0	4143.0
6.0	2462.0
7.0	1245.0
8.0	1713.0
9.0	1569.0
10.0	1406.0
11.0	991.0
12.0	1343.0
13.0	842.0
14.0	1503.0
15.0	778.0
16.0	1220.0
17.0	1522.0
18.0	804.0
19.0	359.0
20.0	378.0
21.0	206.0
22.0	269.0
23.0	262.0
24.0	1007.0
25.0	1731.0
26.0	1101.0
27.0	1087.0
28.0	452.0
29.0	350.0
30.0	626.0
31.0	257.0
32.0	368.0
33.0	401.0
34.0	103.0
35.0	185.0
36.0	161.0
37.0	821.0
38.0	274.0
39.0	622.0
40.0	844.0
41.0	875.0
42.0	774.0
43.0	458.0
44.0	1423.0
45.0	2007.0
46.0	440.0
47.0	653.0
48.0	527.0
49.0	305.0
50.0	310.0
51.0	570.0
52.0	1105.0
53.0	682.0
54.0	855.0
55.0	1193.0
56.0	1047.0
57.0	1788.0
58.0	2481.0
59.0	99508.0
60.0	353299.0
