#Mapping quality	mapping quality
0.0	101370.0
1.0	2757.0
2.0	2930.0
3.0	5303.0
4.0	2356.0
5.0	2736.0
6.0	2054.0
7.0	1526.0
8.0	1292.0
9.0	1891.0
10.0	1002.0
11.0	719.0
12.0	1374.0
13.0	635.0
14.0	944.0
15.0	1176.0
16.0	1120.0
17.0	1392.0
18.0	573.0
19.0	506.0
20.0	545.0
21.0	200.0
22.0	210.0
23.0	210.0
24.0	1416.0
25.0	972.0
26.0	973.0
27.0	924.0
28.0	933.0
29.0	476.0
30.0	483.0
31.0	471.0
32.0	166.0
33.0	652.0
34.0	674.0
35.0	528.0
36.0	505.0
37.0	473.0
38.0	680.0
39.0	185.0
40.0	1246.0
41.0	1054.0
42.0	1463.0
43.0	387.0
44.0	958.0
45.0	2241.0
46.0	260.0
47.0	653.0
48.0	606.0
49.0	144.0
50.0	400.0
51.0	172.0
52.0	673.0
53.0	1521.0
54.0	777.0
55.0	1095.0
56.0	1024.0
57.0	1862.0
58.0	3109.0
59.0	97526.0
60.0	372998.0
