#Mapping quality	mapping quality
0.0	120936.0
1.0	3696.0
2.0	3740.0
3.0	5777.0
4.0	2426.0
5.0	3010.0
6.0	2152.0
7.0	1997.0
8.0	1487.0
9.0	1708.0
10.0	1086.0
11.0	1295.0
12.0	1327.0
13.0	787.0
14.0	1368.0
15.0	1216.0
16.0	1226.0
17.0	1154.0
18.0	683.0
19.0	425.0
20.0	740.0
21.0	541.0
22.0	251.0
23.0	583.0
24.0	731.0
25.0	903.0
26.0	595.0
27.0	348.0
28.0	500.0
29.0	92.0
30.0	426.0
31.0	398.0
32.0	182.0
33.0	446.0
34.0	161.0
35.0	255.0
36.0	168.0
37.0	570.0
38.0	219.0
39.0	182.0
40.0	748.0
41.0	886.0
42.0	699.0
43.0	932.0
44.0	598.0
45.0	1829.0
46.0	31.0
47.0	464.0
48.0	397.0
49.0	717.0
50.0	412.0
51.0	489.0
52.0	127.0
53.0	580.0
54.0	890.0
55.0	217.0
56.0	622.0
57.0	2133.0
58.0	1550.0
59.0	103315.0
60.0	227450.0
