#Insert size (bp)	insert size
1.0	653.0
2.0	81.0
3.0	83.0
4.0	29.0
5.0	508.0
6.0	21.0
7.0	43.0
8.0	15.0
9.0	15.0
10.0	15.0
11.0	8.0
12.0	14.0
13.0	13.0
14.0	16.0
15.0	7.0
16.0	16.0
17.0	7.0
18.0	8.0
19.0	6.0
20.0	5.0
21.0	4.0
22.0	8.0
23.0	6.0
24.0	6.0
25.0	4.0
26.0	6.0
27.0	1.0
28.0	5.0
29.0	7.0
30.0	7.0
31.0	4.0
32.0	6.0
33.0	4.0
34.0	8.0
35.0	7.0
36.0	10.0
37.0	7.0
38.0	7.0
39.0	9.0
40.0	6.0
41.0	7.0
42.0	14.0
43.0	9.0
44.0	7.0
45.0	5.0
46.0	8.0
47.0	77.0
48.0	24.0
49.0	12.0
50.0	7.0
51.0	15.0
52.0	12.0
53.0	9.0
54.0	12.0
55.0	12.0
56.0	24.0
57.0	19.0
58.0	21.0
59.0	16.0
60.0	14.0
61.0	20.0
62.0	15.0
63.0	19.0
64.0	15.0
65.0	12.0
66.0	19.0
67.0	17.0
68.0	18.0
69.0	26.0
70.0	14.0
71.0	12.0
72.0	11.0
73.0	10.0
74.0	11.0
75.0	11.0
76.0	9.0
77.0	10.0
78.0	19.0
79.0	13.0
80.0	17.0
81.0	8.0
82.0	18.0
83.0	20.0
84.0	17.0
85.0	12.0
86.0	9.0
87.0	12.0
88.0	20.0
89.0	8.0
90.0	11.0
91.0	19.0
92.0	15.0
93.0	14.0
94.0	20.0
95.0	55.0
96.0	27.0
97.0	35.0
98.0	30.0
99.0	200.0
100.0	124.0
101.0	54.0
102.0	21.0
103.0	68.0
104.0	123.0
105.0	54.0
106.0	32.0
107.0	27.0
108.0	45.0
109.0	27.0
110.0	36.0
111.0	33.0
112.0	30.0
113.0	50.0
114.0	158.0
115.0	37.0
116.0	75.0
117.0	26.0
118.0	45.0
119.0	23.0
120.0	34.0
121.0	49.0
122.0	41.0
123.0	46.0
124.0	19.0
125.0	31.0
126.0	40.0
127.0	19.0
128.0	45.0
129.0	25.0
130.0	43.0
131.0	51.0
132.0	102.0
133.0	28.0
134.0	13.0
135.0	55.0
136.0	126.0
137.0	53.0
138.0	85.0
139.0	43.0
140.0	57.0
141.0	55.0
142.0	26.0
143.0	28.0
144.0	43.0
145.0	22.0
146.0	18.0
147.0	44.0
148.0	76.0
149.0	49.0
150.0	60.0
151.0	84.0
152.0	37.0
153.0	41.0
154.0	31.0
155.0	286.0
156.0	38.0
157.0	23.0
158.0	27.0
159.0	56.0
160.0	35.0
161.0	28.0
162.0	29.0
163.0	51.0
164.0	45.0
165.0	35.0
166.0	39.0
167.0	51.0
168.0	36.0
169.0	280.0
170.0	24.0
171.0	49.0
172.0	52.0
173.0	51.0
174.0	106.0
175.0	67.0
176.0	58.0
177.0	59.0
178.0	30.0
179.0	72.0
180.0	7245.0
181.0	4026.0
182.0	43.0
183.0	27.0
184.0	32.0
185.0	71.0
186.0	72.0
187.0	4140.0
188.0	37.0
189.0	56.0
190.0	62.0
191.0	4724.0
192.0	21.0
193.0	70.0
194.0	46.0
195.0	52.0
196.0	6833.0
197.0	57.0
198.0	3569.0
199.0	5644.0
200.0	80.0
201.0	27.0
202.0	35.0
203.0	428.0
204.0	37.0
205.0	33.0
206.0	48.0
207.0	95.0
208.0	174.0
209.0	68.0
210.0	81.0
211.0	81.0
212.0	90.0
213.0	134.0
214.0	115.0
215.0	278.0
216.0	27886.0
217.0	22911.0
218.0	24435.0
219.0	25058.0
220.0	13329.0
221.0	17775.0
222.0	30490.0
223.0	27783.0
224.0	6361.0
225.0	12596.0
226.0	19935.0
227.0	24926.0
228.0	9915.0
229.0	28094.0
230.0	23071.0
231.0	17757.0
232.0	7597.0
233.0	17474.0
234.0	51729.0
235.0	37598.0
236.0	32881.0
237.0	20619.0
238.0	29312.0
239.0	31133.0
240.0	76877.0
241.0	444.0
242.0	2482.0
243.0	36.0
244.0	3563.0
245.0	2568.0
246.0	135.0
247.0	19.0
248.0	48.0
249.0	4624.0
250.0	4675.0
251.0	96.0
252.0	201.0
253.0	4596.0
254.0	32.0
255.0	250.0
256.0	2973.0
257.0	233.0
258.0	3296.0
259.0	30.0
260.0	29.0
261.0	75.0
262.0	51.0
263.0	5185.0
264.0	120.0
265.0	79.0
266.0	93.0
267.0	2746.0
268.0	46.0
269.0	146.0
270.0	25988.0
271.0	9410.0
272.0	13255.0
273.0	1766.0
274.0	14458.0
275.0	12799.0
276.0	13608.0
277.0	5899.0
278.0	8548.0
279.0	12259.0
280.0	3075.0
281.0	4205.0
282.0	1520.0
283.0	16163.0
284.0	11042.0
285.0	9297.0
286.0	16378.0
287.0	11551.0
288.0	3478.0
289.0	6934.0
290.0	5831.0
291.0	13992.0
292.0	3157.0
293.0	8515.0
294.0	11085.0
295.0	9080.0
296.0	13006.0
297.0	10701.0
298.0	11399.0
299.0	14089.0
300.0	26080.0
301.0	107.0
302.0	48.0
303.0	41.0
304.0	45.0
305.0	28.0
306.0	88.0
307.0	4593.0
308.0	2359.0
309.0	116.0
310.0	1599.0
311.0	300.0
312.0	70.0
313.0	133.0
314.0	163.0
315.0	15212.0
316.0	8929.0
317.0	5133.0
318.0	5761.0
319.0	1248.0
320.0	6213.0
321.0	6054.0
322.0	6998.0
323.0	1621.0
324.0	3336.0
325.0	7039.0
326.0	18756.0
327.0	17030.0
328.0	12826.0
329.0	8568.0
330.0	4148.0
331.0	11887.0
332.0	2172.0
333.0	507.0
334.0	16800.0
335.0	22983.0
336.0	3454.0
337.0	4337.0
338.0	6285.0
339.0	16058.0
340.0	6567.0
341.0	1331.0
342.0	9201.0
343.0	4390.0
344.0	4172.0
345.0	9658.0
346.0	13453.0
347.0	8611.0
348.0	8036.0
349.0	11649.0
350.0	25891.0
351.0	1853.0
352.0	85.0
353.0	5.0
354.0	36.0
355.0	90.0
356.0	71.0
357.0	22.0
358.0	43.0
359.0	55.0
360.0	20.0
361.0	13.0
362.0	183.0
363.0	31.0
364.0	28.0
365.0	4.0
366.0	49.0
367.0	43.0
368.0	90.0
369.0	31.0
370.0	10.0
371.0	31.0
372.0	9.0
373.0	4.0
374.0	2.0
375.0	7.0
376.0	23.0
377.0	1.0
378.0	9.0
379.0	5.0
380.0	21.0
381.0	27.0
382.0	62.0
383.0	26.0
384.0	58.0
385.0	1.0
386.0	9.0
387.0	16.0
388.0	5.0
389.0	11.0
390.0	17.0
391.0	7.0
392.0	1.0
393.0	41.0
394.0	46.0
395.0	8.0
396.0	3.0
397.0	1.0
398.0	13.0
399.0	15.0
400.0	4.0
403.0	39.0
404.0	30.0
405.0	2.0
406.0	16.0
407.0	3.0
408.0	56.0
409.0	23.0
410.0	8.0
411.0	61.0
412.0	2.0
413.0	7.0
414.0	49.0
415.0	8.0
416.0	2.0
417.0	3.0
418.0	4.0
419.0	19.0
420.0	9.0
421.0	48.0
423.0	14.0
424.0	5.0
425.0	5.0
426.0	73.0
427.0	6.0
428.0	42.0
429.0	1.0
430.0	1.0
431.0	24.0
432.0	34.0
433.0	9.0
434.0	3.0
435.0	39.0
436.0	28.0
437.0	6.0
438.0	1.0
439.0	50.0
440.0	5.0
441.0	3.0
442.0	8.0
443.0	43.0
444.0	17.0
445.0	1.0
446.0	13.0
447.0	19.0
448.0	120.0
449.0	143.0
451.0	39.0
452.0	879.0
453.0	1.0
454.0	34.0
455.0	22.0
456.0	43.0
457.0	21.0
458.0	36.0
459.0	31.0
460.0	7.0
461.0	76.0
462.0	8.0
463.0	1.0
464.0	8.0
467.0	15.0
468.0	5.0
469.0	3.0
470.0	2.0
471.0	123.0
472.0	15.0
473.0	2.0
475.0	15.0
476.0	51.0
477.0	1.0
479.0	1.0
480.0	1.0
481.0	2.0
483.0	8.0
484.0	1.0
485.0	1.0
486.0	16.0
487.0	16.0
488.0	10.0
489.0	16.0
491.0	11.0
492.0	1.0
493.0	10.0
494.0	1.0
495.0	21.0
496.0	6.0
497.0	18.0
498.0	3.0
499.0	8.0
500.0	2.0
502.0	1.0
503.0	1.0
504.0	1.0
505.0	23.0
506.0	24.0
507.0	3.0
509.0	8.0
510.0	1.0
511.0	8.0
514.0	9.0
515.0	2.0
516.0	1.0
517.0	3.0
518.0	3.0
519.0	1.0
521.0	1.0
522.0	1.0
523.0	6.0
525.0	1.0
528.0	4.0
529.0	10.0
530.0	4.0
531.0	3.0
532.0	23.0
533.0	1.0
534.0	7.0
535.0	6.0
536.0	45.0
537.0	1.0
539.0	1.0
543.0	5.0
544.0	5.0
545.0	5.0
546.0	4.0
547.0	29.0
548.0	7.0
549.0	2.0
550.0	32.0
551.0	1.0
552.0	1.0
553.0	1.0
554.0	4.0
555.0	8.0
556.0	5.0
557.0	11.0
558.0	7.0
559.0	20.0
560.0	2.0
562.0	2.0
563.0	6.0
567.0	7.0
568.0	28.0
569.0	4.0
570.0	26.0
571.0	7.0
572.0	1.0
573.0	2.0
574.0	9.0
575.0	1.0
577.0	6.0
578.0	3.0
579.0	5.0
580.0	4.0
581.0	2.0
582.0	1.0
583.0	6.0
584.0	4.0
585.0	15.0
587.0	3.0
588.0	48.0
589.0	1.0
591.0	5.0
596.0	3.0
597.0	4.0
599.0	1.0
600.0	1.0
