#Read position (bp)	Clipping profile
214.0	0.17646571081936488
215.0	0.19110613221692563
216.0	0.2595081010415946
217.0	0.316053728603321
218.0	0.3773388610040161
219.0	0.43716626723622243
220.0	0.4673894529444224
221.0	0.5150522985158428
222.0	0.5913568105901356
223.0	0.6656629493554601
224.0	0.6832365078095469
225.0	0.7178808734048446
226.0	0.788940602938786
227.0	0.8515824059676935
228.0	0.8890083253091023
229.0	0.9338340365872595
230.0	0.9836518915550765
231.0	1.0676770469064953
232.0	1.0958159620964922
233.0	1.164950583588166
234.0	1.2574012446101397
235.0	1.3262074355959146
236.0	1.4101416409610847
237.0	1.4638880300571513
238.0	1.5362412705066324
239.0	1.6146578433727046
240.0	1.7883091573953684
241.0	1.794849977239766
242.0	1.8048822660007173
243.0	1.8168169253073745
244.0	1.8286960040668792
