#Mapping quality	mapping quality
0.0	27293.0
1.0	751.0
2.0	804.0
3.0	3502.0
4.0	318.0
5.0	1451.0
6.0	835.0
7.0	938.0
8.0	470.0
9.0	150.0
10.0	398.0
11.0	242.0
12.0	204.0
13.0	849.0
14.0	131.0
15.0	273.0
16.0	462.0
17.0	705.0
18.0	285.0
19.0	132.0
20.0	129.0
21.0	37.0
22.0	36.0
23.0	328.0
24.0	119.0
25.0	311.0
26.0	34.0
27.0	335.0
28.0	60.0
29.0	1.0
30.0	335.0
31.0	97.0
32.0	54.0
33.0	157.0
34.0	219.0
35.0	67.0
36.0	1.0
39.0	87.0
40.0	415.0
41.0	169.0
42.0	965.0
43.0	383.0
45.0	2165.0
46.0	95.0
47.0	3.0
48.0	14.0
49.0	314.0
50.0	193.0
51.0	55.0
52.0	502.0
53.0	279.0
54.0	396.0
55.0	202.0
56.0	614.0
57.0	585.0
58.0	1135.0
59.0	37066.0
60.0	154244.0
