#Mapping quality	mapping quality
0.0	135394.0
1.0	4086.0
2.0	4978.0
3.0	6143.0
4.0	2770.0
5.0	4688.0
6.0	2958.0
7.0	1932.0
8.0	2023.0
9.0	1288.0
10.0	1468.0
11.0	1382.0
12.0	1799.0
13.0	1617.0
14.0	984.0
15.0	1156.0
16.0	1052.0
17.0	1376.0
18.0	1161.0
19.0	750.0
20.0	562.0
21.0	782.0
22.0	538.0
23.0	900.0
24.0	1139.0
25.0	629.0
26.0	943.0
27.0	703.0
28.0	706.0
29.0	194.0
30.0	1324.0
31.0	467.0
32.0	191.0
33.0	275.0
34.0	590.0
35.0	503.0
36.0	515.0
37.0	844.0
38.0	318.0
39.0	288.0
40.0	878.0
41.0	1046.0
42.0	1177.0
43.0	644.0
44.0	767.0
45.0	2201.0
46.0	106.0
47.0	597.0
48.0	190.0
49.0	268.0
50.0	903.0
51.0	382.0
52.0	418.0
53.0	1451.0
54.0	1076.0
55.0	1202.0
56.0	1064.0
57.0	2086.0
58.0	1277.0
59.0	108086.0
60.0	404870.0
