#Mapping quality	mapping quality
0.0	22649.0
1.0	520.0
2.0	583.0
3.0	3744.0
4.0	367.0
5.0	791.0
6.0	1123.0
7.0	390.0
8.0	361.0
9.0	403.0
10.0	228.0
11.0	210.0
12.0	262.0
13.0	180.0
14.0	332.0
15.0	184.0
16.0	433.0
17.0	656.0
18.0	135.0
19.0	188.0
20.0	83.0
22.0	218.0
23.0	163.0
24.0	68.0
25.0	375.0
26.0	68.0
27.0	469.0
28.0	36.0
29.0	99.0
30.0	291.0
31.0	89.0
32.0	114.0
33.0	64.0
34.0	84.0
35.0	34.0
36.0	1.0
39.0	172.0
40.0	191.0
41.0	259.0
42.0	788.0
43.0	228.0
44.0	379.0
45.0	1760.0
46.0	167.0
48.0	115.0
49.0	6.0
50.0	131.0
51.0	206.0
52.0	412.0
53.0	396.0
54.0	658.0
55.0	348.0
56.0	297.0
57.0	767.0
58.0	1012.0
59.0	29741.0
60.0	129914.0
