#Mapping quality	mapping quality
0.0	110329.0
1.0	2825.0
2.0	3248.0
3.0	5751.0
4.0	2423.0
5.0	3402.0
6.0	2061.0
7.0	1717.0
8.0	1344.0
9.0	1195.0
10.0	1618.0
11.0	799.0
12.0	1159.0
13.0	1444.0
14.0	754.0
15.0	609.0
16.0	1249.0
17.0	1308.0
18.0	1044.0
19.0	470.0
20.0	761.0
21.0	553.0
22.0	196.0
23.0	532.0
24.0	1543.0
25.0	905.0
26.0	801.0
27.0	878.0
28.0	290.0
29.0	264.0
30.0	363.0
31.0	316.0
32.0	187.0
33.0	296.0
34.0	395.0
35.0	398.0
36.0	794.0
37.0	360.0
38.0	450.0
39.0	318.0
40.0	894.0
41.0	361.0
42.0	904.0
43.0	696.0
44.0	131.0
45.0	2350.0
46.0	422.0
47.0	527.0
48.0	324.0
49.0	143.0
50.0	362.0
51.0	155.0
52.0	658.0
53.0	422.0
54.0	867.0
55.0	734.0
56.0	924.0
57.0	1276.0
58.0	1449.0
59.0	97267.0
60.0	264559.0
