#Mapping quality	mapping quality
0.0	33988.0
1.0	676.0
2.0	628.0
3.0	3457.0
4.0	230.0
5.0	1682.0
6.0	503.0
7.0	572.0
8.0	547.0
9.0	284.0
10.0	85.0
11.0	479.0
12.0	472.0
13.0	393.0
14.0	688.0
15.0	153.0
16.0	716.0
17.0	438.0
18.0	227.0
19.0	39.0
20.0	165.0
21.0	160.0
22.0	1.0
23.0	37.0
24.0	126.0
25.0	462.0
26.0	422.0
27.0	480.0
29.0	1.0
30.0	207.0
31.0	78.0
32.0	35.0
33.0	259.0
34.0	154.0
35.0	341.0
36.0	26.0
37.0	72.0
40.0	701.0
41.0	520.0
42.0	293.0
43.0	118.0
44.0	314.0
45.0	2314.0
46.0	69.0
47.0	187.0
48.0	200.0
49.0	173.0
50.0	125.0
51.0	295.0
52.0	560.0
53.0	162.0
54.0	641.0
55.0	592.0
56.0	518.0
57.0	988.0
58.0	1376.0
59.0	46875.0
60.0	155480.0
