#GC Content (%)	Sample	HUMAN (hg19)
1.0	4.161164074699466E-5	0.0
2.0	3.723146803678469E-5	3.0E-6
3.0	4.5991813457204625E-5	3.0E-6
4.0	6.132241794293949E-5	1.0E-5
5.0	6.570259065314945E-5	8.0E-6
6.0	5.037198616741459E-5	1.2000000000000002E-5
7.0	7.446293607356937E-5	6.999999999999999E-6
8.0	6.132241794293949E-5	9.999999999999999E-6
9.0	4.3801727102099635E-5	1.6E-5
10.0	1.9710777195944838E-5	1.5000000000000002E-5
11.0	2.190086355104982E-5	1.9999999999999998E-5
12.0	1.0950431775524909E-5	1.6E-5
13.0	1.7520690840839855E-5	1.6E-5
14.0	1.533060448573487E-5	2.4999999999999998E-5
15.0	1.7520690840839855E-5	2.2000000000000003E-5
16.0	6.570259065314946E-6	2.6999999999999996E-5
17.0	6.570259065314946E-6	3.3E-5
18.0	4.380172710209964E-6	3.7000000000000005E-5
19.0	6.570259065314946E-6	4.7000000000000004E-5
20.0	8.760345420419927E-6	5.4999999999999995E-5
21.0	8.760345420419927E-6	6.400000000000001E-5
22.0	1.7520690840839855E-5	9.3E-5
23.0	2.8471122616364764E-5	1.66E-4
24.0	3.9421554391889676E-5	3.03E-4
25.0	2.2995906728602307E-4	7.059999999999999E-4
26.0	0.0010074397233482916	0.0016020000000000001
27.0	0.002562401035472829	0.0033690000000000005
28.0	0.003994717511711487	0.006167999999999999
29.0	0.0012812005177364142	0.010352
30.0	0.0059876960948570205	0.015647
31.0	0.010039355851801237	0.022148
32.0	0.010926340825618754	0.028808
33.0	0.019789620304728618	0.035106000000000005
34.0	0.025825498299397943	0.041161
35.0	0.025840828903883683	0.047408
36.0	0.030334886104559106	0.052698999999999996
37.0	0.03845791639564348	0.057517000000000006
38.0	0.0350370015089695	0.061487999999999994
39.0	0.03743076589509925	0.063321
40.0	0.04420470299143894	0.060248
41.0	0.04086482129990386	0.055508
42.0	0.03740229477248288	0.051446000000000006
43.0	0.03806370085172458	0.048194
44.0	0.023939833947652558	0.044423
45.0	0.011395019305611221	0.040655000000000004
46.0	0.012365227560922728	0.03652
47.0	0.01221630168877559	0.032315
48.0	0.012468161619612662	0.028137999999999996
49.0	0.021946855364507023	0.02458
50.0	0.02512905083847456	0.020810000000000002
51.0	0.030529803790163443	0.017532
52.0	0.03971721604982884	0.014506999999999997
53.0	0.03249869142340282	0.012007
54.0	0.017654286108501258	0.010018
55.0	0.025615250009307866	0.008414999999999999
56.0	0.02424206586465704	0.007258
57.0	0.03370761909142078	0.006174999999999999
58.0	0.03807903145621032	0.005363000000000001
59.0	0.02968443045709292	0.0046159999999999994
60.0	0.03785783273434471	0.003946
61.0	0.037273079677531684	0.0034579999999999993
62.0	0.030297654636522318	0.002915
63.0	0.014717380306305478	0.0024610000000000005
64.0	0.02122850704003259	0.0019950000000000002
65.0	0.011136589115708834	0.0016779999999999998
66.0	0.013225931498478985	0.0013500000000000003
67.0	0.01026493474637705	0.001069
68.0	0.008578568252946213	8.119999999999999E-4
69.0	0.005286868461223426	6.4E-4
70.0	0.002536119999211569	5.05E-4
71.0	0.0021068630736109924	4.0299999999999993E-4
72.0	6.0227374765387E-4	3.2E-4
73.0	1.314051813062989E-4	2.79E-4
74.0	3.723146803678469E-5	2.0700000000000002E-4
75.0	1.7520690840839855E-5	2.0099999999999998E-4
76.0	1.9710777195944838E-5	1.54E-4
77.0	1.3140518130629892E-5	1.12E-4
78.0	6.570259065314946E-6	7.699999999999999E-5
79.0	0.0	6.3E-5
80.0	4.380172710209964E-6	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	2.190086355104982E-6	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	2.190086355104982E-6	0.0
89.0	0.0	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	4.380172710209964E-6	0.0
93.0	0.0	0.0
94.0	4.380172710209964E-6	0.0
95.0	1.0950431775524909E-5	0.0
96.0	6.351250429804448E-5	0.0
97.0	1.6206639027776864E-4	0.0
98.0	3.657444213025319E-4	0.0
99.0	4.5553796186183627E-4	0.0
100.0	0.00240471481790527	0.0
