#Mapping quality	mapping quality
0.0	45357.0
1.0	1784.0
2.0	1526.0
3.0	3995.0
4.0	1030.0
5.0	2016.0
6.0	1642.0
7.0	626.0
8.0	533.0
9.0	658.0
10.0	181.0
11.0	512.0
12.0	928.0
13.0	823.0
14.0	482.0
15.0	194.0
16.0	831.0
17.0	1015.0
18.0	904.0
19.0	701.0
20.0	191.0
21.0	233.0
22.0	263.0
23.0	57.0
24.0	147.0
25.0	412.0
26.0	446.0
27.0	391.0
28.0	455.0
29.0	111.0
30.0	91.0
31.0	93.0
32.0	2.0
33.0	102.0
34.0	129.0
35.0	243.0
36.0	165.0
37.0	44.0
38.0	62.0
39.0	100.0
40.0	458.0
41.0	383.0
42.0	861.0
43.0	966.0
44.0	449.0
45.0	1862.0
46.0	133.0
47.0	35.0
48.0	12.0
49.0	257.0
50.0	142.0
51.0	590.0
52.0	461.0
53.0	403.0
54.0	187.0
55.0	534.0
56.0	1233.0
57.0	840.0
58.0	1682.0
59.0	55768.0
60.0	218550.0
