#Coverage	Number of genomic locations
0.0	3.209215254E9
1.0	39142.0
2.0	25647.0
3.0	3934.0
4.0	8018.0
5.0	2090.0
6.0	2339.0
7.0	750.0
8.0	2891.0
9.0	780.0
10.0	847.0
11.0	588.0
12.0	531.0
13.0	127.0
14.0	1096.0
15.0	133.0
16.0	795.0
17.0	59.0
18.0	1193.0
19.0	78.0
20.0	242.0
21.0	311.0
22.0	500.0
23.0	263.0
24.0	308.0
25.0	109.0
26.0	733.0
27.0	486.0
28.0	403.0
29.0	260.0
30.0	176.0
31.0	210.0
32.0	317.0
33.0	79.0
34.0	153.0
35.0	72.0
36.0	14.0
37.0	17.0
38.0	173.0
39.0	414.0
40.0	178.0
41.0	567.0
42.0	223.0
43.0	56.0
44.0	189.0
45.0	155.0
46.0	462.0
47.0	121.0
48.0	238.0
49.0	3.0
50.0	263.0
51.0	103.0
52.0	88.0
53.0	53.0
54.0	60.0
55.0	92.0
56.0	597.0
57.0	245.0
58.0	152.0
59.0	87.0
60.0	153.0
61.0	308.0
62.0	192.0
63.0	32.0
64.0	104.0
65.0	171.0
66.0	398.0
67.0	195.0
68.0	306.0
69.0	516.0
70.0	39.0
71.0	138.0
72.0	213.0
73.0	165.0
74.0	424.0
75.0	334.0
76.0	42.0
77.0	204.0
78.0	297.0
79.0	141.0
80.0	658.0
81.0	209.0
82.0	205.0
83.0	115.0
84.0	7.0
85.0	36.0
86.0	172.0
87.0	301.0
88.0	201.0
89.0	10.0
90.0	323.0
91.0	101.0
92.0	166.0
93.0	229.0
94.0	256.0
95.0	152.0
96.0	57.0
97.0	88.0
98.0	97.0
99.0	309.0
100.0	202.0
101.0	72.0
102.0	216.0
103.0	151.0
104.0	3.0
105.0	128.0
106.0	81.0
107.0	103.0
108.0	314.0
109.0	9.0
110.0	16.0
111.0	225.0
112.0	104.0
113.0	101.0
114.0	144.0
115.0	79.0
116.0	224.0
117.0	63.0
118.0	20.0
119.0	121.0
120.0	143.0
121.0	203.0
122.0	111.0
123.0	131.0
124.0	96.0
125.0	121.0
126.0	410.0
127.0	72.0
128.0	31.0
129.0	130.0
130.0	246.0
131.0	225.0
132.0	303.0
133.0	103.0
134.0	391.0
135.0	316.0
136.0	179.0
137.0	227.0
138.0	315.0
139.0	32.0
140.0	28.0
141.0	244.0
142.0	206.0
143.0	179.0
144.0	364.0
145.0	100.0
146.0	202.0
147.0	126.0
148.0	200.0
149.0	201.0
150.0	88.0
151.0	126.0
152.0	14.0
153.0	10.0
154.0	12.0
155.0	46.0
156.0	138.0
157.0	160.0
158.0	244.0
159.0	113.0
160.0	274.0
161.0	90.0
162.0	384.0
163.0	79.0
164.0	120.0
165.0	422.0
166.0	132.0
167.0	160.0
168.0	230.0
169.0	165.0
170.0	268.0
171.0	45.0
172.0	263.0
173.0	141.0
174.0	64.0
175.0	269.0
176.0	125.0
177.0	152.0
178.0	62.0
179.0	163.0
180.0	304.0
181.0	105.0
182.0	223.0
183.0	278.0
184.0	351.0
185.0	443.0
186.0	337.0
187.0	135.0
188.0	191.0
189.0	96.0
190.0	51.0
191.0	188.0
192.0	350.0
193.0	136.0
194.0	14.0
195.0	258.0
196.0	406.0
197.0	175.0
198.0	357.0
199.0	633.0
200.0	525.0
201.0	191.0
202.0	157.0
203.0	74.0
204.0	539.0
205.0	140.0
206.0	53.0
207.0	52.0
208.0	94.0
209.0	107.0
210.0	98.0
211.0	156.0
212.0	29.0
213.0	301.0
214.0	203.0
215.0	44.0
216.0	212.0
217.0	85.0
218.0	28.0
219.0	208.0
220.0	116.0
221.0	167.0
222.0	145.0
223.0	87.0
224.0	83.0
225.0	246.0
226.0	138.0
227.0	134.0
228.0	181.0
229.0	178.0
230.0	73.0
231.0	20.0
232.0	16.0
233.0	28.0
234.0	71.0
235.0	117.0
236.0	172.0
237.0	258.0
238.0	118.0
239.0	192.0
240.0	209.0
241.0	123.0
242.0	458.0
243.0	182.0
244.0	155.0
245.0	128.0
246.0	164.0
247.0	228.0
248.0	363.0
249.0	37.0
250.0	181.0
251.0	254.0
252.0	333.0
253.0	254.0
254.0	124.0
255.0	53.0
256.0	81.0
257.0	165.0
258.0	247.0
259.0	281.0
260.0	28.0
261.0	55.0
262.0	226.0
263.0	24.0
264.0	103.0
265.0	191.0
266.0	48.0
267.0	302.0
268.0	276.0
269.0	87.0
270.0	150.0
271.0	50.0
272.0	231.0
273.0	246.0
274.0	228.0
275.0	146.0
276.0	162.0
277.0	378.0
278.0	203.0
279.0	192.0
280.0	276.0
281.0	96.0
282.0	204.0
283.0	187.0
284.0	252.0
285.0	103.0
286.0	25.0
287.0	57.0
288.0	64.0
289.0	416.0
290.0	129.0
291.0	346.0
292.0	140.0
293.0	61.0
294.0	87.0
295.0	52.0
296.0	215.0
297.0	158.0
298.0	141.0
299.0	119.0
300.0	213.0
301.0	392.0
302.0	76.0
303.0	74.0
304.0	140.0
305.0	99.0
306.0	168.0
307.0	125.0
308.0	140.0
309.0	153.0
310.0	105.0
311.0	319.0
312.0	19.0
313.0	25.0
314.0	96.0
315.0	120.0
316.0	199.0
317.0	338.0
318.0	192.0
319.0	199.0
320.0	64.0
321.0	172.0
322.0	122.0
323.0	182.0
324.0	164.0
325.0	136.0
326.0	227.0
327.0	192.0
328.0	127.0
329.0	252.0
330.0	233.0
331.0	211.0
332.0	353.0
333.0	106.0
334.0	411.0
335.0	148.0
336.0	15.0
337.0	49.0
338.0	137.0
339.0	76.0
340.0	168.0
341.0	209.0
342.0	173.0
343.0	320.0
344.0	51.0
345.0	62.0
346.0	199.0
347.0	110.0
348.0	78.0
349.0	60.0
350.0	41.0
351.0	55.0
352.0	312.0
353.0	291.0
354.0	194.0
355.0	110.0
356.0	36.0
357.0	69.0
358.0	95.0
359.0	221.0
360.0	53.0
361.0	49.0
362.0	288.0
363.0	152.0
364.0	133.0
365.0	166.0
366.0	128.0
367.0	101.0
368.0	71.0
369.0	91.0
370.0	310.0
371.0	35.0
372.0	114.0
373.0	161.0
374.0	208.0
375.0	289.0
376.0	258.0
377.0	8.0
378.0	65.0
379.0	71.0
380.0	139.0
381.0	75.0
382.0	196.0
383.0	314.0
384.0	154.0
385.0	65.0
386.0	167.0
387.0	108.0
388.0	93.0
389.0	29.0
390.0	108.0
391.0	383.0
392.0	95.0
393.0	192.0
394.0	366.0
395.0	397.0
396.0	299.0
397.0	163.0
398.0	218.0
399.0	386.0
400.0	302.0
401.0	182.0
402.0	117.0
403.0	208.0
404.0	278.0
405.0	152.0
406.0	81.0
407.0	57.0
408.0	6.0
409.0	29.0
410.0	216.0
411.0	17.0
412.0	19.0
413.0	137.0
414.0	108.0
415.0	236.0
416.0	81.0
417.0	200.0
418.0	277.0
419.0	118.0
420.0	166.0
421.0	128.0
422.0	207.0
423.0	262.0
424.0	250.0
425.0	130.0
426.0	204.0
427.0	120.0
428.0	13.0
429.0	45.0
430.0	110.0
431.0	223.0
432.0	350.0
433.0	96.0
434.0	24.0
435.0	1.0
436.0	72.0
437.0	12.0
438.0	48.0
439.0	12.0
440.0	54.0
441.0	225.0
442.0	81.0
443.0	207.0
444.0	33.0
445.0	36.0
446.0	127.0
447.0	85.0
448.0	68.0
449.0	81.0
450.0	118.0
451.0	41.0
452.0	123.0
453.0	30.0
454.0	44.0
455.0	58.0
456.0	24.0
457.0	70.0
458.0	264.0
459.0	210.0
460.0	105.0
461.0	192.0
462.0	169.0
463.0	89.0
464.0	64.0
465.0	147.0
466.0	112.0
467.0	80.0
468.0	45.0
469.0	146.0
470.0	153.0
471.0	226.0
472.0	113.0
473.0	155.0
474.0	34.0
475.0	56.0
476.0	108.0
477.0	191.0
478.0	161.0
479.0	196.0
480.0	179.0
481.0	64.0
482.0	27.0
483.0	138.0
484.0	451.0
485.0	97.0
486.0	55.0
487.0	91.0
488.0	117.0
489.0	12.0
490.0	112.0
491.0	94.0
492.0	82.0
493.0	177.0
494.0	69.0
495.0	100.0
496.0	61.0
497.0	65.0
498.0	211.0
499.0	81.0
500.0	177.0
501.0	265.0
502.0	460.0
503.0	244.0
504.0	352.0
505.0	84.0
506.0	133.0
507.0	11.0
508.0	81.0
509.0	6.0
510.0	19.0
511.0	251.0
512.0	59.0
513.0	51.0
514.0	66.0
515.0	65.0
516.0	128.0
517.0	25.0
518.0	116.0
519.0	136.0
520.0	38.0
521.0	43.0
522.0	26.0
523.0	45.0
524.0	92.0
525.0	89.0
526.0	108.0
527.0	50.0
528.0	256.0
529.0	193.0
530.0	119.0
531.0	24.0
532.0	41.0
533.0	121.0
534.0	124.0
535.0	129.0
536.0	203.0
537.0	135.0
538.0	181.0
539.0	190.0
540.0	93.0
541.0	166.0
542.0	59.0
543.0	84.0
544.0	135.0
545.0	47.0
546.0	185.0
547.0	64.0
548.0	122.0
549.0	103.0
550.0	20.0
551.0	73.0
552.0	46.0
553.0	84.0
554.0	90.0
555.0	142.0
556.0	172.0
557.0	42.0
558.0	28.0
559.0	22.0
560.0	114.0
561.0	125.0
562.0	231.0
563.0	60.0
564.0	89.0
565.0	65.0
566.0	19.0
567.0	103.0
568.0	48.0
569.0	155.0
570.0	139.0
571.0	119.0
572.0	233.0
573.0	27.0
574.0	67.0
575.0	76.0
576.0	70.0
577.0	129.0
578.0	125.0
579.0	56.0
580.0	112.0
581.0	74.0
582.0	87.0
583.0	118.0
584.0	72.0
585.0	92.0
586.0	36.0
587.0	10.0
588.0	33.0
589.0	121.0
590.0	111.0
591.0	175.0
592.0	214.0
593.0	324.0
594.0	141.0
595.0	76.0
596.0	91.0
597.0	15.0
598.0	9.0
599.0	75.0
600.0	19.0
601.0	63.0
602.0	68.0
603.0	46.0
604.0	169.0
605.0	119.0
606.0	166.0
607.0	91.0
608.0	75.0
609.0	77.0
610.0	48.0
611.0	88.0
612.0	75.0
613.0	41.0
614.0	25.0
615.0	17.0
616.0	47.0
617.0	27.0
618.0	126.0
619.0	57.0
620.0	223.0
621.0	4.0
622.0	15.0
623.0	52.0
624.0	95.0
625.0	152.0
626.0	22.0
627.0	6.0
628.0	17.0
629.0	86.0
630.0	195.0
631.0	203.0
632.0	96.0
633.0	194.0
634.0	33.0
635.0	61.0
636.0	38.0
637.0	100.0
638.0	162.0
639.0	134.0
640.0	81.0
641.0	13.0
642.0	25.0
643.0	121.0
644.0	10.0
645.0	14.0
646.0	75.0
647.0	74.0
648.0	101.0
649.0	175.0
650.0	14.0
651.0	117.0
652.0	78.0
653.0	56.0
654.0	131.0
655.0	160.0
656.0	131.0
657.0	79.0
658.0	185.0
659.0	136.0
660.0	120.0
