#Mapping quality	mapping quality
0.0	49535.0
1.0	1459.0
2.0	1125.0
3.0	3701.0
4.0	815.0
5.0	2227.0
6.0	1217.0
7.0	1009.0
8.0	596.0
9.0	1010.0
10.0	711.0
11.0	331.0
12.0	407.0
13.0	412.0
14.0	579.0
15.0	302.0
16.0	353.0
17.0	784.0
18.0	418.0
19.0	154.0
20.0	337.0
21.0	295.0
22.0	228.0
23.0	175.0
24.0	100.0
25.0	576.0
26.0	474.0
27.0	312.0
28.0	178.0
29.0	67.0
30.0	267.0
31.0	297.0
32.0	6.0
33.0	234.0
34.0	72.0
35.0	67.0
36.0	99.0
37.0	7.0
38.0	108.0
39.0	83.0
40.0	372.0
41.0	131.0
42.0	719.0
43.0	352.0
44.0	429.0
45.0	1991.0
46.0	50.0
47.0	164.0
48.0	289.0
49.0	56.0
50.0	174.0
51.0	238.0
52.0	223.0
53.0	516.0
54.0	374.0
55.0	681.0
56.0	651.0
57.0	946.0
58.0	1172.0
59.0	72365.0
60.0	136332.0
