#Mapping quality	mapping quality
0.0	86538.0
1.0	2815.0
2.0	2355.0
3.0	4501.0
4.0	1652.0
5.0	2927.0
6.0	1768.0
7.0	889.0
8.0	927.0
9.0	764.0
10.0	755.0
11.0	804.0
12.0	1256.0
13.0	616.0
14.0	433.0
15.0	746.0
16.0	1199.0
17.0	1050.0
18.0	902.0
19.0	530.0
20.0	462.0
21.0	86.0
22.0	239.0
23.0	363.0
24.0	742.0
25.0	443.0
26.0	1359.0
27.0	239.0
28.0	147.0
29.0	104.0
30.0	454.0
31.0	235.0
32.0	162.0
33.0	470.0
34.0	302.0
35.0	91.0
36.0	228.0
37.0	1414.0
38.0	266.0
39.0	15.0
40.0	655.0
41.0	844.0
42.0	601.0
43.0	548.0
44.0	913.0
45.0	1831.0
46.0	383.0
47.0	52.0
48.0	275.0
49.0	51.0
50.0	697.0
51.0	402.0
52.0	590.0
53.0	1128.0
54.0	472.0
55.0	96.0
56.0	1377.0
57.0	823.0
58.0	1347.0
59.0	83530.0
60.0	269508.0
