#Mapping quality	mapping quality
0.0	106387.0
1.0	3002.0
2.0	3079.0
3.0	5387.0
4.0	1869.0
5.0	3515.0
6.0	2256.0
7.0	1674.0
8.0	1213.0
9.0	1634.0
10.0	1140.0
11.0	701.0
12.0	1304.0
13.0	594.0
14.0	1248.0
15.0	573.0
16.0	994.0
17.0	1004.0
18.0	794.0
19.0	883.0
20.0	576.0
21.0	390.0
22.0	450.0
23.0	316.0
24.0	916.0
25.0	1021.0
26.0	869.0
27.0	348.0
28.0	455.0
29.0	287.0
30.0	752.0
31.0	301.0
32.0	188.0
33.0	314.0
34.0	169.0
35.0	352.0
36.0	442.0
37.0	334.0
38.0	233.0
39.0	127.0
40.0	1791.0
41.0	397.0
42.0	603.0
43.0	1150.0
44.0	494.0
45.0	1818.0
46.0	485.0
47.0	397.0
48.0	347.0
49.0	196.0
50.0	378.0
51.0	292.0
52.0	242.0
53.0	606.0
54.0	500.0
55.0	772.0
56.0	454.0
57.0	1144.0
58.0	1983.0
59.0	103140.0
60.0	257353.0
