#Mapping quality	mapping quality
0.0	145996.0
1.0	4338.0
2.0	5064.0
3.0	7283.0
4.0	2961.0
5.0	5254.0
6.0	2674.0
7.0	1920.0
8.0	1509.0
9.0	1786.0
10.0	1222.0
11.0	1092.0
12.0	1503.0
13.0	1001.0
14.0	1284.0
15.0	1371.0
16.0	1421.0
17.0	1054.0
18.0	1312.0
19.0	570.0
20.0	666.0
21.0	539.0
22.0	556.0
23.0	584.0
24.0	601.0
25.0	1072.0
26.0	1190.0
27.0	580.0
28.0	574.0
29.0	313.0
30.0	767.0
31.0	212.0
32.0	127.0
33.0	338.0
34.0	431.0
35.0	268.0
36.0	635.0
37.0	336.0
38.0	396.0
39.0	391.0
40.0	963.0
41.0	781.0
42.0	1123.0
43.0	1133.0
44.0	975.0
45.0	1930.0
46.0	295.0
47.0	728.0
48.0	366.0
49.0	342.0
50.0	384.0
51.0	914.0
52.0	738.0
53.0	1100.0
54.0	669.0
55.0	1106.0
56.0	837.0
57.0	2785.0
58.0	1798.0
59.0	111711.0
60.0	269675.0
