#Coverage	Number of genomic locations
0.0	3.209195023E9
1.0	50616.0
2.0	25016.0
3.0	4377.0
4.0	8602.0
5.0	1181.0
6.0	3477.0
7.0	2024.0
8.0	2347.0
9.0	592.0
10.0	2251.0
11.0	730.0
12.0	1671.0
13.0	688.0
14.0	2687.0
15.0	512.0
16.0	1325.0
17.0	475.0
18.0	1732.0
19.0	49.0
20.0	612.0
21.0	823.0
22.0	1234.0
23.0	633.0
24.0	444.0
25.0	544.0
26.0	568.0
27.0	264.0
28.0	488.0
29.0	141.0
30.0	865.0
31.0	284.0
32.0	351.0
33.0	363.0
34.0	385.0
35.0	551.0
36.0	490.0
37.0	464.0
38.0	830.0
39.0	362.0
40.0	379.0
41.0	284.0
42.0	517.0
43.0	158.0
44.0	1116.0
45.0	502.0
46.0	819.0
47.0	428.0
48.0	518.0
49.0	581.0
50.0	312.0
51.0	922.0
52.0	592.0
53.0	368.0
54.0	341.0
55.0	477.0
56.0	408.0
57.0	727.0
58.0	672.0
59.0	622.0
60.0	820.0
61.0	313.0
62.0	561.0
63.0	740.0
64.0	440.0
65.0	378.0
66.0	484.0
67.0	617.0
68.0	513.0
69.0	275.0
70.0	361.0
71.0	215.0
72.0	700.0
73.0	433.0
74.0	537.0
75.0	364.0
76.0	513.0
77.0	223.0
78.0	655.0
79.0	416.0
80.0	631.0
81.0	242.0
82.0	679.0
83.0	407.0
84.0	738.0
85.0	545.0
86.0	368.0
87.0	409.0
88.0	1246.0
89.0	624.0
90.0	752.0
91.0	326.0
92.0	448.0
93.0	435.0
94.0	410.0
95.0	241.0
96.0	635.0
97.0	348.0
98.0	608.0
99.0	381.0
100.0	110.0
101.0	486.0
102.0	654.0
103.0	670.0
104.0	815.0
105.0	455.0
106.0	1090.0
107.0	132.0
108.0	357.0
109.0	205.0
110.0	346.0
111.0	391.0
112.0	352.0
113.0	629.0
114.0	950.0
115.0	408.0
116.0	1044.0
117.0	600.0
118.0	878.0
119.0	985.0
120.0	752.0
121.0	418.0
122.0	483.0
123.0	905.0
124.0	555.0
125.0	617.0
126.0	339.0
127.0	192.0
128.0	265.0
129.0	265.0
130.0	273.0
131.0	134.0
132.0	416.0
133.0	353.0
134.0	374.0
135.0	379.0
136.0	315.0
137.0	203.0
138.0	198.0
139.0	290.0
140.0	309.0
141.0	189.0
142.0	622.0
143.0	278.0
144.0	220.0
145.0	809.0
146.0	486.0
147.0	227.0
148.0	97.0
149.0	402.0
150.0	515.0
151.0	568.0
152.0	238.0
153.0	186.0
154.0	301.0
155.0	426.0
156.0	290.0
157.0	689.0
158.0	630.0
159.0	394.0
160.0	158.0
161.0	348.0
162.0	392.0
163.0	317.0
164.0	379.0
165.0	256.0
166.0	236.0
167.0	611.0
168.0	491.0
169.0	498.0
170.0	136.0
171.0	281.0
172.0	258.0
173.0	292.0
174.0	368.0
175.0	415.0
176.0	512.0
177.0	300.0
178.0	261.0
179.0	452.0
180.0	341.0
181.0	126.0
182.0	324.0
183.0	285.0
184.0	334.0
185.0	358.0
186.0	367.0
187.0	225.0
188.0	378.0
189.0	297.0
190.0	212.0
191.0	399.0
192.0	439.0
193.0	333.0
194.0	263.0
195.0	314.0
196.0	313.0
197.0	327.0
198.0	819.0
199.0	57.0
200.0	65.0
201.0	55.0
202.0	262.0
203.0	171.0
204.0	323.0
205.0	377.0
206.0	435.0
207.0	447.0
208.0	246.0
209.0	95.0
210.0	245.0
211.0	201.0
212.0	309.0
213.0	130.0
214.0	27.0
215.0	193.0
216.0	45.0
217.0	137.0
218.0	585.0
219.0	130.0
220.0	135.0
221.0	279.0
222.0	235.0
223.0	497.0
224.0	557.0
225.0	10.0
226.0	19.0
227.0	33.0
228.0	111.0
229.0	173.0
230.0	79.0
231.0	106.0
232.0	34.0
233.0	160.0
234.0	124.0
235.0	293.0
236.0	454.0
237.0	238.0
238.0	194.0
239.0	129.0
240.0	79.0
241.0	79.0
242.0	159.0
243.0	33.0
244.0	272.0
245.0	217.0
246.0	73.0
247.0	386.0
248.0	395.0
249.0	255.0
250.0	152.0
251.0	258.0
252.0	152.0
253.0	116.0
254.0	102.0
255.0	105.0
256.0	342.0
257.0	77.0
258.0	163.0
259.0	86.0
260.0	214.0
261.0	47.0
262.0	96.0
263.0	82.0
264.0	37.0
265.0	102.0
266.0	226.0
267.0	218.0
268.0	443.0
269.0	258.0
270.0	241.0
271.0	171.0
272.0	183.0
273.0	156.0
274.0	115.0
275.0	159.0
276.0	137.0
277.0	79.0
278.0	82.0
279.0	101.0
280.0	336.0
281.0	242.0
282.0	115.0
283.0	242.0
284.0	78.0
285.0	100.0
286.0	232.0
287.0	101.0
288.0	298.0
289.0	200.0
290.0	171.0
291.0	84.0
292.0	39.0
293.0	65.0
294.0	65.0
295.0	74.0
296.0	8.0
297.0	241.0
298.0	246.0
299.0	6.0
300.0	13.0
301.0	24.0
302.0	162.0
303.0	138.0
304.0	211.0
305.0	69.0
306.0	76.0
307.0	18.0
308.0	41.0
309.0	62.0
310.0	23.0
311.0	17.0
312.0	28.0
313.0	63.0
314.0	97.0
315.0	14.0
316.0	116.0
317.0	93.0
318.0	318.0
319.0	153.0
320.0	41.0
321.0	11.0
322.0	20.0
323.0	223.0
324.0	50.0
325.0	96.0
326.0	17.0
327.0	137.0
328.0	17.0
329.0	139.0
330.0	55.0
331.0	125.0
332.0	57.0
333.0	225.0
334.0	68.0
335.0	38.0
336.0	34.0
337.0	170.0
338.0	225.0
339.0	187.0
340.0	21.0
341.0	53.0
342.0	15.0
343.0	4.0
344.0	40.0
345.0	126.0
346.0	47.0
347.0	102.0
348.0	88.0
349.0	63.0
350.0	66.0
351.0	4.0
352.0	26.0
353.0	57.0
354.0	105.0
355.0	35.0
356.0	27.0
359.0	1.0
361.0	1.0
362.0	20.0
363.0	11.0
364.0	17.0
365.0	41.0
366.0	31.0
367.0	14.0
368.0	18.0
369.0	72.0
370.0	1.0
371.0	73.0
372.0	3.0
373.0	39.0
374.0	16.0
375.0	44.0
376.0	34.0
377.0	21.0
378.0	46.0
379.0	36.0
380.0	191.0
381.0	21.0
382.0	68.0
383.0	83.0
384.0	6.0
385.0	10.0
386.0	87.0
387.0	6.0
388.0	15.0
389.0	32.0
390.0	22.0
391.0	11.0
393.0	16.0
394.0	3.0
395.0	1.0
396.0	62.0
397.0	12.0
398.0	3.0
399.0	11.0
400.0	25.0
401.0	33.0
402.0	16.0
403.0	69.0
404.0	118.0
405.0	126.0
406.0	54.0
407.0	61.0
408.0	7.0
409.0	58.0
410.0	39.0
411.0	15.0
412.0	59.0
413.0	6.0
414.0	1.0
415.0	3.0
416.0	8.0
417.0	9.0
418.0	83.0
419.0	24.0
423.0	2.0
424.0	6.0
425.0	88.0
426.0	48.0
427.0	25.0
428.0	7.0
429.0	3.0
430.0	5.0
431.0	66.0
432.0	24.0
433.0	34.0
434.0	91.0
435.0	45.0
436.0	46.0
437.0	56.0
438.0	1.0
439.0	7.0
440.0	6.0
441.0	21.0
442.0	152.0
443.0	55.0
444.0	53.0
445.0	85.0
446.0	74.0
447.0	11.0
448.0	12.0
449.0	19.0
450.0	10.0
451.0	42.0
452.0	72.0
453.0	75.0
454.0	23.0
455.0	9.0
456.0	78.0
457.0	78.0
458.0	30.0
459.0	24.0
460.0	13.0
461.0	6.0
462.0	72.0
463.0	59.0
464.0	183.0
465.0	124.0
466.0	53.0
467.0	4.0
468.0	8.0
469.0	14.0
470.0	13.0
471.0	74.0
472.0	92.0
473.0	62.0
474.0	22.0
475.0	69.0
476.0	23.0
477.0	69.0
478.0	24.0
479.0	5.0
480.0	1.0
481.0	5.0
483.0	1.0
484.0	3.0
485.0	19.0
486.0	45.0
487.0	30.0
488.0	38.0
489.0	9.0
490.0	1.0
492.0	1.0
493.0	55.0
494.0	46.0
495.0	9.0
496.0	14.0
497.0	21.0
498.0	16.0
499.0	5.0
500.0	2.0
501.0	7.0
502.0	19.0
503.0	11.0
504.0	12.0
505.0	5.0
506.0	5.0
507.0	15.0
508.0	7.0
509.0	79.0
510.0	125.0
511.0	133.0
512.0	62.0
513.0	67.0
514.0	36.0
515.0	58.0
516.0	37.0
517.0	1.0
518.0	2.0
519.0	1.0
521.0	7.0
522.0	7.0
523.0	1.0
524.0	19.0
525.0	1.0
526.0	10.0
527.0	14.0
528.0	8.0
529.0	11.0
530.0	33.0
531.0	216.0
532.0	11.0
533.0	76.0
534.0	6.0
535.0	4.0
536.0	35.0
537.0	159.0
538.0	134.0
539.0	48.0
540.0	10.0
541.0	13.0
542.0	8.0
543.0	4.0
544.0	35.0
545.0	56.0
546.0	42.0
547.0	52.0
548.0	13.0
549.0	15.0
550.0	25.0
551.0	20.0
552.0	5.0
553.0	57.0
554.0	8.0
555.0	139.0
556.0	9.0
559.0	1.0
562.0	2.0
564.0	8.0
565.0	1.0
566.0	45.0
567.0	44.0
568.0	37.0
569.0	12.0
570.0	86.0
571.0	13.0
572.0	26.0
573.0	7.0
574.0	3.0
575.0	31.0
576.0	16.0
580.0	2.0
583.0	2.0
584.0	2.0
585.0	8.0
586.0	17.0
587.0	34.0
588.0	15.0
589.0	51.0
590.0	50.0
591.0	20.0
592.0	6.0
593.0	6.0
594.0	28.0
596.0	1.0
598.0	3.0
