#GC Content (%)	Sample	HUMAN (hg19)
1.0	2.6886327966150114E-5	0.0
2.0	1.680395497884382E-5	3.0E-6
3.0	1.0082372987306293E-5	3.0E-6
4.0	3.024711896191888E-5	1.0E-5
5.0	2.8566723464034496E-5	8.0E-6
6.0	2.0164745974612586E-5	1.2000000000000002E-5
7.0	2.6886327966150114E-5	6.999999999999999E-6
8.0	2.352553697038135E-5	9.999999999999999E-6
9.0	1.1762768485190675E-5	1.6E-5
10.0	1.3443163983075057E-5	1.5000000000000002E-5
11.0	6.7215819915375285E-6	1.9999999999999998E-5
12.0	1.1762768485190675E-5	1.6E-5
13.0	8.40197748942191E-6	1.6E-5
14.0	3.3607909957687643E-6	2.4999999999999998E-5
15.0	8.40197748942191E-6	2.2000000000000003E-5
16.0	1.6803954978843821E-6	2.6999999999999996E-5
17.0	1.0082372987306293E-5	3.3E-5
18.0	3.3607909957687643E-6	3.7000000000000005E-5
19.0	3.3607909957687643E-6	4.7000000000000004E-5
20.0	3.3607909957687643E-6	5.4999999999999995E-5
21.0	3.3607909957687643E-6	6.400000000000001E-5
22.0	1.8484350476728203E-5	9.3E-5
23.0	2.1845141472496968E-5	1.66E-4
24.0	3.696870095345641E-5	3.03E-4
25.0	2.4869853368688857E-4	7.059999999999999E-4
26.0	9.275783148321791E-4	0.0016020000000000001
27.0	0.001913970472090311	0.0033690000000000005
28.0	0.0033859969282370294	0.006167999999999999
29.0	0.0014283361732017248	0.010352
30.0	0.005538583561026923	0.015647
31.0	0.010803262655898692	0.022148
32.0	0.010369720617444523	0.028808
33.0	0.01870112149595529	0.035106000000000005
34.0	0.02348856826942789	0.041161
35.0	0.024955553539080955	0.047408
36.0	0.028854071094172724	0.052698999999999996
37.0	0.03670992004678221	0.057517000000000006
38.0	0.038163462152452206	0.061487999999999994
39.0	0.04266356129578658	0.063321
40.0	0.05335423745332701	0.060248
41.0	0.045750447825400185	0.055508
42.0	0.04282824005457924	0.051446000000000006
43.0	0.04006398946055944	0.048194
44.0	0.025049655686962484	0.044423
45.0	0.014011137661359979	0.040655000000000004
46.0	0.013730511613213287	0.03652
47.0	0.0152243832108325	0.032315
48.0	0.013266722455797195	0.028137999999999996
49.0	0.01872800782392144	0.02458
50.0	0.02348856826942789	0.020810000000000002
51.0	0.025548733149834146	0.017532
52.0	0.03366168261361994	0.014506999999999997
53.0	0.028655784425422368	0.012007
54.0	0.01689637673122746	0.010018
55.0	0.022428238710262845	0.008414999999999999
56.0	0.023796080645540736	0.007258
57.0	0.031739310164040205	0.006174999999999999
58.0	0.03498079307945918	0.005363000000000001
59.0	0.02451865070963102	0.0046159999999999994
60.0	0.035179079748209545	0.003946
61.0	0.03241987034068339	0.0034579999999999993
62.0	0.028391962332254515	0.002915
63.0	0.018154992959142864	0.0024610000000000005
64.0	0.02312056165539121	0.0019950000000000002
65.0	0.012124053517235816	0.0016779999999999998
66.0	0.013565832854420616	0.0013500000000000003
67.0	0.011823262723114512	0.001069
68.0	0.009588336710928284	8.119999999999999E-4
69.0	0.006493048203825252	6.4E-4
70.0	0.004016145239943672	5.05E-4
71.0	0.0035170677770720114	4.0299999999999993E-4
72.0	8.973311958702599E-4	3.2E-4
73.0	3.5792424104937336E-4	2.79E-4
74.0	8.906096138787227E-5	2.0700000000000002E-4
75.0	1.512355948095944E-5	2.0099999999999998E-4
76.0	1.680395497884382E-5	1.54E-4
77.0	1.512355948095944E-5	1.12E-4
78.0	5.041186493653146E-6	7.699999999999999E-5
79.0	6.7215819915375285E-6	6.3E-5
80.0	8.40197748942191E-6	3.7E-5
81.0	1.6803954978843821E-6	2.8000000000000003E-5
82.0	3.3607909957687643E-6	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	1.6803954978843821E-6	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	1.6803954978843821E-6	0.0
89.0	1.6803954978843821E-6	0.0
90.0	0.0	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	3.3607909957687643E-6	0.0
94.0	5.041186493653146E-6	0.0
95.0	3.8649096451340786E-5	0.0
96.0	6.721581991537529E-5	0.0
97.0	1.7644152727786013E-4	0.0
98.0	4.0329491949225166E-4	0.0
99.0	6.940033406262498E-4	0.0
100.0	0.0025726855072609888	0.0
