#Mapping quality	mapping quality
0.0	182709.0
1.0	6051.0
2.0	5772.0
3.0	7640.0
4.0	4217.0
5.0	5623.0
6.0	3477.0
7.0	2775.0
8.0	2513.0
9.0	3624.0
10.0	2153.0
11.0	1201.0
12.0	1932.0
13.0	1815.0
14.0	1355.0
15.0	1352.0
16.0	1502.0
17.0	2400.0
18.0	1778.0
19.0	921.0
20.0	1352.0
21.0	835.0
22.0	641.0
23.0	689.0
24.0	1810.0
25.0	1510.0
26.0	818.0
27.0	861.0
28.0	452.0
29.0	536.0
30.0	1129.0
31.0	335.0
32.0	773.0
33.0	958.0
34.0	284.0
35.0	604.0
36.0	269.0
37.0	542.0
38.0	392.0
39.0	801.0
40.0	1666.0
41.0	962.0
42.0	1405.0
43.0	649.0
44.0	894.0
45.0	1685.0
46.0	433.0
47.0	988.0
48.0	897.0
49.0	740.0
50.0	477.0
51.0	769.0
52.0	1129.0
53.0	894.0
54.0	1026.0
55.0	835.0
56.0	1773.0
57.0	2016.0
58.0	2087.0
59.0	117351.0
60.0	554328.0
