Sample	Unique Reads	Duplicate Reads
NS.2150.TSP0067---TSP200X.BS_117_R2	36276.0	486137.0
NS.2150.TSP0070---TSP200X.BS_120_R1	49720.0	590324.0
NS.2150.TSP0070---TSP200X.BS_120_R2	48194.0	588241.0
NS.2150.TSP0071---TSP200X.BS_121_R1	95403.0	1508792.0
NS.2150.TSP0071---TSP200X.BS_121_R2	93848.0	1500161.0
NS.2150.TSP0072---TSP200X.BS_122_R1	96103.0	1611681.0
NS.2150.TSP0072---TSP200X.BS_122_R2	96177.0	1600353.0
NS.2150.TSP0073---TSP200X.BS_123_R1	148755.0	3286117.0
NS.2150.TSP0073---TSP200X.BS_123_R2	160167.0	3249375.0
NS.2150.TSP0074---TSP200X.BS_124_R1	44311.0	519782.0
NS.2150.TSP0074---TSP200X.BS_124_R2	41802.0	519684.0
NS.2150.TSP0075---TSP200X.BS_125_R1	82029.0	1342099.0
NS.2150.TSP0075---TSP200X.BS_125_R2	86965.0	1326209.0
NS.2150.TSP0078---TSP200X.BS_128_R1	171361.0	3820378.0
NS.2150.TSP0078---TSP200X.BS_128_R2	171797.0	3796278.0
NS.2150.TSP0079---TSP200X.BS_129_R1	4575.0	30924.0
NS.2150.TSP0079---TSP200X.BS_129_R2	4583.0	30716.0
NS.2150.TSP0080---TSP200X.BS_130_R1	14153.0	160165.0
NS.2150.TSP0080---TSP200X.BS_130_R2	15087.0	158080.0
NS.2150.TSP0081---TSP200X.BS_131_R1	148031.0	2916209.0
NS.2150.TSP0081---TSP200X.BS_131_R2	140785.0	2907037.0
NS.2150.TSP0082---TSP200X.BS_132_R1	86879.0	1326465.0
NS.2150.TSP0082---TSP200X.BS_132_R2	78331.0	1327929.0
NS.2150.TSP0083---TSP200X.BS_133_R1	74383.0	1189573.0
NS.2150.TSP0083---TSP200X.BS_133_R2	73260.0	1183157.0
NS.2150.TSP0086---TSP200X.BS_136_R1	17138.0	203260.0
NS.2150.TSP0086---TSP200X.BS_136_R2	15719.0	203716.0
NS.2150.TSP0088---TSP200X.BS_138_R1	128411.0	2561323.0
NS.2150.TSP0088---TSP200X.BS_138_R2	129376.0	2543756.0
NS.2150.TSP0089---TSP200X.BS_139_R1	146439.0	2846215.0
NS.2150.TSP0089---TSP200X.BS_139_R2	144045.0	2832020.0
NS.2150.TSP0090---TSP200X.BS_140_R1	78867.0	1123756.0
NS.2150.TSP0090---TSP200X.BS_140_R2	71961.0	1124931.0
NS.2150.TSP0091---TSP200X.BS_141_R1	137048.0	2631936.0
NS.2150.TSP0091---TSP200X.BS_141_R2	130855.0	2623595.0
NS.2150.TSP0094---TSP200X.BS_144_R1	94940.0	1584932.0
NS.2150.TSP0094---TSP200X.BS_144_R2	89633.0	1581300.0
NS.2150.TSP0095---TSP200X.BS_145_R1	109466.0	1917470.0
NS.2150.TSP0095---TSP200X.BS_145_R2	99828.0	1917273.0
NS.2150.TSP0096---TSP200X.BS_146_R1	81879.0	1238442.0
NS.2150.TSP0096---TSP200X.BS_146_R2	73752.0	1239942.0
NS.2150.TSP0097---TSP200X.BS_147_R1	68807.0	884273.0
NS.2150.TSP0097---TSP200X.BS_147_R2	67157.0	880033.0
NS.2150.TSP0098---TSP200X.BS_148_R1	123228.0	2413438.0
NS.2150.TSP0098---TSP200X.BS_148_R2	143347.0	2371422.0
NS.2150.TSP0099---TSP200X.BS_149_R1	98852.0	1854541.0
NS.2150.TSP0099---TSP200X.BS_149_R2	109698.0	1827883.0
NS.2150.TSP0105---TSP200X.BS_155_R1	86317.0	1358058.0
NS.2150.TSP0105---TSP200X.BS_155_R2	88311.0	1345896.0
NS.2150.TSP0106---TSP200X.BS_156_R1	89845.0	1386232.0
NS.2150.TSP0106---TSP200X.BS_156_R2	90163.0	1376258.0
NS.2150.TSP0107---TSP200X.BS_157_R1	103630.0	1587788.0
NS.2150.TSP0107---TSP200X.BS_157_R2	95229.0	1587222.0
NS.2150.TSP0113---TSP200X.BS_163_R1	5635.0	38425.0
NS.2150.TSP0113---TSP200X.BS_163_R2	5164.0	38673.0
NS.2150.TSP0114---TSP200X.BS_164_R1	90963.0	1410247.0
NS.2150.TSP0114---TSP200X.BS_164_R2	95555.0	1395002.0
NS.2150.TSP0115---TSP200X.BS_165_R1	3558.0	17771.0
NS.2150.TSP0115---TSP200X.BS_165_R2	3129.0	18147.0
NS.2150.TSP0121---TSP200X.BS_171_R1	115484.0	1962987.0
NS.2150.TSP0121---TSP200X.BS_171_R2	118317.0	1947039.0
NS.2150.TSP0122---TSP200X.BS_172_R1	86683.0	1293351.0
NS.2150.TSP0122---TSP200X.BS_172_R2	85475.0	1285714.0
NS.2150.TSP0123---TSP200X.BS_173_R1	99702.0	1559303.0
NS.2150.TSP0123---TSP200X.BS_173_R2	100099.0	1546719.0
NS.2150.TSP0129---TSP200X.BS_179_R1	82369.0	1307749.0
NS.2150.TSP0129---TSP200X.BS_179_R2	92538.0	1285425.0
NS.2150.TSP0130---TSP200X.BS_180_R1	115387.0	1990059.0
NS.2150.TSP0130---TSP200X.BS_180_R2	113488.0	1979226.0
NS.2150.TSP0131---TSP200X.BS_181_R1	94748.0	1425933.0
NS.2150.TSP0131---TSP200X.BS_181_R2	90681.0	1421559.0
NS.2150.TSP0137---TSP200X.BS_187_R1	130045.0	2778430.0
NS.2150.TSP0137---TSP200X.BS_187_R2	152043.0	2730456.0
NS.2150.TSP0138---TSP200X.BS_188_R1	89095.0	1306914.0
NS.2150.TSP0138---TSP200X.BS_188_R2	85498.0	1301867.0
NS.2150.TSP0139---TSP200X.BS_189_R1	132885.0	2430511.0
NS.2150.TSP0139---TSP200X.BS_189_R2	132133.0	2415780.0
NS.2150.TSP0145---TSP200X.BS_195_R1	67558.0	1127844.0
NS.2150.TSP0145---TSP200X.BS_195_R2	78797.0	1104739.0
NS.2150.TSP0146---TSP200X.BS_196_R1	83992.0	1226190.0
NS.2150.TSP0146---TSP200X.BS_196_R2	84295.0	1217133.0
NS.2150.TSP0147---TSP200X.BS_197_R1	121292.0	2291196.0
NS.2150.TSP0147---TSP200X.BS_197_R2	128017.0	2266483.0
NS.2150.TSP0149---TSP200X.BS_199_R1	22806.0	221101.0
NS.2150.TSP0149---TSP200X.BS_199_R2	21481.0	221132.0
NS.2150.TSP0150---TSP200X.BS_202_R1	20273.0	241456.0
NS.2150.TSP0150---TSP200X.BS_202_R2	20906.0	238726.0
NS.2150.TSP0151---TSP200X.BS_233_R1	99022.0	1644086.0
NS.2150.TSP0151---TSP200X.BS_233_R2	97924.0	1633709.0
NS.2150.TSP0152---TSP200X.BS_238_R1	52695.0	686369.0
NS.2150.TSP0152---TSP200X.BS_238_R2	61306.0	669898.0
NS.2150.TSP0153---TSP200X.BS_245_R1	70375.0	1016312.0
NS.2150.TSP0153---TSP200X.BS_245_R2	70579.0	1008734.0
NS.2150.TSP0155---TSP200X.BS_253_R1	65045.0	838620.0
NS.2150.TSP0155---TSP200X.BS_253_R2	65018.0	832773.0
NS.2150.TSP0157---TSP200X.BS_255_R1	118764.0	1996240.0
NS.2150.TSP0157---TSP200X.BS_255_R2	110941.0	1993103.0
NS.2150.TSP0159---TSP200X.BS_257_R1	116604.0	1795880.0
NS.2150.TSP0159---TSP200X.BS_257_R2	110540.0	1791295.0
NS.2150.TSP0163---TSP200X.BS_261_R1	39048.0	407454.0
NS.2150.TSP0163---TSP200X.BS_261_R2	40643.0	402113.0
NS.2150.TSP0164---TSP200X.BS_262_R2	70068.0	782508.0
NS.2150.TSP0165---TSP200X.BS_263_R1	98180.0	1661180.0
NS.2150.TSP0165---TSP200X.BS_263_R2	96742.0	1652057.0
NS.2150.TSP0166---TSP200X.BS_264_R1	25141.0	258027.0
NS.2150.TSP0166---TSP200X.BS_264_R2	26122.0	254617.0
NS.2150.TSP0167---TSP200X.BS_265_R1	87035.0	1472284.0
NS.2150.TSP0167---TSP200X.BS_265_R2	86307.0	1463279.0
NS.2150.TSP0169---TSP200X.BS_267_R1	21853.0	221279.0
NS.2150.TSP0169---TSP200X.BS_267_R2	22022.0	219581.0
NS.2150.TSP0173---TSP200X.BS_271_R1	8285.0	61415.0
NS.2150.TSP0173---TSP200X.BS_271_R2	8433.0	60716.0
NS.2150.TSP0174---TSP200X.BS_272_R1	88483.0	1363781.0
NS.2150.TSP0174---TSP200X.BS_272_R2	89209.0	1352672.0
NS.2150.TSP0177---TSP200X.BS_275_R2	80116.0	1574897.0
NS.2150.TSP0178---TSP200X.BS_276_R1	58217.0	839200.0
NS.2150.TSP0178---TSP200X.BS_276_R2	55204.0	837288.0
