Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
NS.2150.TSP0016---TSP200X.BS_044_R2	2032.0	1561.0	2141.0	1990.0	1131.0	980.0	1015.0	1057.0	835.0	1361.0	1751.0	2167.0	1973.0	934.0	1291.0	1109.0	2260.0	1320.0	1239.0	1272.0	1137.0	1157.0	1068.0	1118.0	1257.0	1338.0	1240.0	1406.0	1215.0	1314.0	1321.0	1564.0	16067.0	7052.0	7787.0	22393.0	2754.0	2515.0	2627.0	128641.0	119198.0	136834.0	143441.0	209617.0	128596.0	212528.0	837945.0
NS.2150.TSP0017---TSP200X.BS_049_R1	446.0	320.0	323.0	468.0	274.0	288.0	375.0	241.0	265.0	363.0	424.0	279.0	286.0	313.0	302.0	281.0	288.0	297.0	289.0	306.0	299.0	293.0	324.0	325.0	355.0	422.0	372.0	793.0	396.0	474.0	397.0	510.0	4985.0	568.0	689.0	10174.0	612.0	579.0	718.0	43349.0	18381.0	21412.0	39511.0	41416.0	22069.0	36602.0	182599.0
NS.2150.TSP0017---TSP200X.BS_049_R2	428.0	415.0	559.0	449.0	298.0	200.0	174.0	196.0	156.0	162.0	194.0	436.0	262.0	177.0	242.0	209.0	263.0	188.0	210.0	235.0	292.0	227.0	216.0	197.0	221.0	260.0	266.0	653.0	220.0	252.0	260.0	347.0	5124.0	322.0	397.0	10324.0	494.0	615.0	466.0	43536.0	18516.0	21247.0	39599.0	41855.0	21180.0	38566.0	181561.0
NS.2150.TSP0018---TSP200X.BS_050_R1	1300.0	1068.0	1364.0	2361.0	877.0	733.0	4177.0	767.0	671.0	924.0	988.0	780.0	830.0	867.0	756.0	751.0	896.0	887.0	1278.0	989.0	911.0	938.0	1056.0	1030.0	1034.0	1087.0	1122.0	1292.0	1069.0	1219.0	1033.0	1395.0	11344.0	5075.0	4092.0	13678.0	1793.0	1671.0	2355.0	84838.0	77181.0	73702.0	90859.0	124740.0	78292.0	114081.0	497576.0
NS.2150.TSP0018---TSP200X.BS_050_R2	972.0	789.0	1136.0	1882.0	585.0	456.0	464.0	454.0	402.0	515.0	459.0	2065.0	939.0	475.0	643.0	545.0	1150.0	607.0	774.0	576.0	571.0	665.0	551.0	644.0	650.0	636.0	685.0	846.0	618.0	623.0	623.0	863.0	11270.0	4456.0	3507.0	13472.0	1387.0	1303.0	1461.0	86041.0	76725.0	75467.0	90721.0	127180.0	76258.0	117795.0	500319.0
NS.2150.TSP0019---TSP200X.BS_051_R1	201.0	210.0	171.0	206.0	175.0	203.0	220.0	106.0	104.0	126.0	107.0	138.0	129.0	120.0	134.0	114.0	110.0	148.0	150.0	134.0	123.0	148.0	140.0	171.0	222.0	197.0	196.0	442.0	163.0	211.0	212.0	232.0	434.0	290.0	299.0	556.0	269.0	318.0	293.0	10045.0	9664.0	21081.0	24459.0	27396.0	10158.0	22933.0	101967.0
NS.2150.TSP0019---TSP200X.BS_051_R2	159.0	170.0	324.0	212.0	193.0	99.0	83.0	104.0	82.0	405.0	166.0	370.0	260.0	95.0	256.0	133.0	168.0	106.0	142.0	117.0	89.0	115.0	127.0	142.0	156.0	115.0	118.0	364.0	121.0	147.0	176.0	166.0	337.0	246.0	220.0	506.0	234.0	221.0	197.0	10408.0	9458.0	20890.0	24568.0	28016.0	10202.0	21833.0	101520.0
NS.2150.TSP0020---TSP200X.BS_052_R1	1361.0	1179.0	1314.0	1934.0	1057.0	955.0	2654.0	800.0	894.0	1075.0	1198.0	1118.0	1015.0	899.0	933.0	894.0	1240.0	1132.0	1672.0	1154.0	1027.0	1000.0	1087.0	1112.0	1197.0	1265.0	1274.0	1581.0	1204.0	1495.0	1270.0	1565.0	8631.0	5340.0	4003.0	18947.0	2054.0	2151.0	2857.0	99979.0	89616.0	94276.0	118739.0	144089.0	80247.0	130646.0	560384.0
NS.2150.TSP0020---TSP200X.BS_052_R2	1076.0	999.0	1358.0	1537.0	669.0	543.0	537.0	558.0	467.0	590.0	812.0	2097.0	1428.0	729.0	803.0	593.0	937.0	692.0	1056.0	729.0	663.0	710.0	650.0	638.0	694.0	786.0	805.0	1077.0	684.0	701.0	743.0	947.0	8255.0	4681.0	3116.0	18958.0	1474.0	1679.0	1383.0	102135.0	89920.0	98343.0	119876.0	146440.0	77337.0	134668.0	558910.0
NS.2150.TSP0021---TSP200X.BS_053_R1	3081.0	2698.0	2935.0	3253.0	2356.0	2084.0	7323.0	1777.0	2095.0	2313.0	2554.0	2528.0	2303.0	2096.0	1966.0	2054.0	2578.0	2306.0	3310.0	2413.0	2281.0	2327.0	2872.0	2615.0	2660.0	2760.0	2783.0	3332.0	2791.0	3172.0	2913.0	3580.0	29328.0	14026.0	9377.0	41382.0	4423.0	4400.0	6270.0	220452.0	215746.0	216363.0	255977.0	347753.0	187655.0	315507.0	1348341.0
NS.2150.TSP0021---TSP200X.BS_053_R2	2468.0	2248.0	2764.0	2180.0	1648.0	1328.0	1328.0	1364.0	1099.0	1415.0	1675.0	4515.0	2411.0	1281.0	1806.0	1548.0	3645.0	1860.0	2075.0	1625.0	1642.0	1900.0	1534.0	1664.0	1749.0	1877.0	1894.0	2400.0	1729.0	1757.0	1758.0	2234.0	29329.0	12868.0	8013.0	41342.0	3446.0	3712.0	4020.0	222569.0	211361.0	223574.0	255863.0	351485.0	182958.0	322184.0	1351462.0
NS.2150.TSP0022---TSP200X.BS_054_R1	2055.0	1795.0	2205.0	3685.0	1620.0	1383.0	6636.0	1401.0	1505.0	1583.0	1635.0	1817.0	1728.0	1475.0	1294.0	1356.0	1903.0	1483.0	2113.0	1934.0	1618.0	1512.0	1786.0	1841.0	2040.0	1870.0	2010.0	2224.0	1719.0	2014.0	1880.0	2285.0	16502.0	9827.0	8727.0	24457.0	2775.0	2908.0	4290.0	149901.0	131809.0	137726.0	157245.0	240001.0	148671.0	225301.0	959854.0
