Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
NS.2150.TSP0157---TSP200X.BS_255_R1	94.38473344936615	47.0	234.60643336844754	242	27.27272727272727	2115004.0
NS.2150.TSP0157---TSP200X.BS_255_R2	94.72728224120935	47.0	236.21805912804106	247	36.36363636363637	2104044.0
NS.2150.TSP0159---TSP200X.BS_257_R1	93.90303005129606	47.0	234.622642594657	247	27.27272727272727	1912484.0
NS.2150.TSP0159---TSP200X.BS_257_R2	94.18775256505543	47.0	236.24114815428257	247	36.36363636363637	1901835.0
NS.2150.TSP0163---TSP200X.BS_261_R1	91.25468642917613	47.0	233.5597332150808	242	27.27272727272727	446502.0
NS.2150.TSP0163---TSP200X.BS_261_R2	90.82045189675577	48.0	234.27755693881053	242	36.36363636363637	442756.0
NS.2150.TSP0164---TSP200X.BS_262_R2	91.78172972262882	47.0	234.71513390008633	242	36.36363636363637	852576.0
NS.2150.TSP0165---TSP200X.BS_263_R1	94.4196184976355	47.0	234.73357243543106	247	27.27272727272727	1759360.0
NS.2150.TSP0165---TSP200X.BS_263_R2	94.46808924296046	47.0	236.1275887051628	247	36.36363636363637	1748799.0
NS.2150.TSP0166---TSP200X.BS_264_R1	91.12152503107696	47.0	234.3963124364335	242	27.27272727272727	283168.0
NS.2150.TSP0166---TSP200X.BS_264_R2	90.69527212108044	48.0	235.29041565297305	242	36.36363636363637	280739.0
NS.2150.TSP0167---TSP200X.BS_265_R1	94.41839674883715	46.0	234.16684462896944	242	27.27272727272727	1559319.0
NS.2150.TSP0167---TSP200X.BS_265_R2	94.43031880773316	46.0	235.39582636910762	242	36.36363636363637	1549586.0
NS.2150.TSP0169---TSP200X.BS_267_R1	91.01187832124114	48.0	235.0910863234786	242	27.27272727272727	243132.0
NS.2150.TSP0169---TSP200X.BS_267_R2	90.88504695719838	48.0	236.18736522311394	247	36.36363636363637	241603.0
NS.2150.TSP0173---TSP200X.BS_271_R1	88.11334289813486	48.0	220.14916786226686	237	36.36363636363637	69700.0
NS.2150.TSP0173---TSP200X.BS_271_R2	87.80604202519197	48.0	221.07637131411877	237	36.36363636363637	69149.0
NS.2150.TSP0174---TSP200X.BS_272_R1	93.90723725162918	48.0	234.6636135027791	242	27.27272727272727	1452264.0
NS.2150.TSP0174---TSP200X.BS_272_R2	93.81301230822794	48.0	235.76834010573688	242	36.36363636363637	1441881.0
NS.2150.TSP0177---TSP200X.BS_275_R2	95.15919210302276	47.0	234.4638169005319	237	36.36363636363637	1655013.0
NS.2150.TSP0178---TSP200X.BS_276_R1	93.51293768671643	46.0	232.21430282689096	237	27.27272727272727	897417.0
NS.2150.TSP0178---TSP200X.BS_276_R2	93.81462242798816	46.0	233.98071691398914	237	36.36363636363637	892492.0
