Sample	Top over-represented sequence	Sum of remaining over-represented sequences
NS.2150.TSP0067---TSP200X.BS_117_R2	4.17466640378398	68.04999109899639
NS.2150.TSP0070---TSP200X.BS_120_R1	1.47161757629163	70.29782327464991
NS.2150.TSP0070---TSP200X.BS_120_R2	1.794370202770118	70.8095877819417
NS.2150.TSP0071---TSP200X.BS_121_R1	1.899831379601607	69.65063474203578
NS.2150.TSP0071---TSP200X.BS_121_R2	1.9188724781353181	69.4346142336712
NS.2150.TSP0072---TSP200X.BS_122_R1	1.7509825598553446	71.10143905786677
NS.2150.TSP0072---TSP200X.BS_122_R2	2.001732949019469	71.17203939806552
NS.2150.TSP0073---TSP200X.BS_123_R1	2.011894475252644	69.60186580460636
NS.2150.TSP0073---TSP200X.BS_123_R2	2.3063801531114736	69.35456433738018
NS.2150.TSP0074---TSP200X.BS_124_R1	1.7876484905857724	67.96716144323717
NS.2150.TSP0074---TSP200X.BS_124_R2	2.0702208069301817	69.03680590433244
NS.2150.TSP0075---TSP200X.BS_125_R1	2.187584262088801	69.83993011864106
NS.2150.TSP0075---TSP200X.BS_125_R2	2.1617295534732452	69.6769116895726
NS.2150.TSP0078---TSP200X.BS_128_R1	1.834087849932072	69.52343327056201
NS.2150.TSP0078---TSP200X.BS_128_R2	1.9562886286171506	69.19604594167193
NS.2150.TSP0079---TSP200X.BS_129_R1	1.5662413025719035	67.96811177779676
NS.2150.TSP0079---TSP200X.BS_129_R2	1.6742683928723194	69.01611943681144
NS.2150.TSP0080---TSP200X.BS_130_R1	2.9423237990339497	57.88329375050196
NS.2150.TSP0080---TSP200X.BS_130_R2	2.890273550965253	57.61952335029194
NS.2150.TSP0081---TSP200X.BS_131_R1	1.6884121348197267	67.88812234028657
NS.2150.TSP0081---TSP200X.BS_131_R2	1.8100794600209593	69.13596003966103
NS.2150.TSP0082---TSP200X.BS_132_R1	1.8014722530396	69.57018248918878
NS.2150.TSP0082---TSP200X.BS_132_R2	2.150882482613457	71.53499352893499
NS.2150.TSP0083---TSP200X.BS_133_R1	2.1204852067635267	69.54356006063499
NS.2150.TSP0083---TSP200X.BS_133_R2	2.277746958215306	69.95257147905512
NS.2150.TSP0086---TSP200X.BS_136_R1	2.56672020617247	58.94654216462944
NS.2150.TSP0086---TSP200X.BS_136_R2	3.2870781780481693	58.24184838334814
NS.2150.TSP0088---TSP200X.BS_138_R1	1.89516881594983	70.16552566164539
NS.2150.TSP0088---TSP200X.BS_138_R2	2.206176125982555	70.4987258392028
NS.2150.TSP0089---TSP200X.BS_139_R1	1.957961060650513	68.22893658939519
NS.2150.TSP0089---TSP200X.BS_139_R2	1.9659516845230194	70.17306409638233
NS.2150.TSP0090---TSP200X.BS_140_R1	2.002872055498689	68.74822783199721
NS.2150.TSP0090---TSP200X.BS_140_R2	1.995752331872884	70.70888601477827
NS.2150.TSP0091---TSP200X.BS_141_R1	1.6450076995750067	68.96605397503194
NS.2150.TSP0091---TSP200X.BS_141_R2	1.9387536531794005	70.15418686126092
NS.2150.TSP0094---TSP200X.BS_144_R1	1.81537640963121	69.90693338540083
NS.2150.TSP0094---TSP200X.BS_144_R2	2.1135497353873554	70.82420420208346
NS.2150.TSP0095---TSP200X.BS_145_R1	1.7596510200618076	68.7172165278035
NS.2150.TSP0095---TSP200X.BS_145_R2	1.946506397052007	69.6653762007951
NS.2150.TSP0096---TSP200X.BS_146_R1	2.1303910185477624	68.1746332899348
NS.2150.TSP0096---TSP200X.BS_146_R2	2.308223985189854	70.7603901669643
NS.2150.TSP0097---TSP200X.BS_147_R1	1.22938263314727	67.88842489612627
NS.2150.TSP0097---TSP200X.BS_147_R2	1.4643313379575376	68.10112015540705
NS.2150.TSP0098---TSP200X.BS_148_R1	1.5221160373498128	68.29562898702466
NS.2150.TSP0098---TSP200X.BS_148_R2	1.5125047270743357	67.71103031729756
NS.2150.TSP0099---TSP200X.BS_149_R1	1.4404167517749884	70.14277208938489
NS.2150.TSP0099---TSP200X.BS_149_R2	1.5448128362117506	69.9168705721206
NS.2150.TSP0105---TSP200X.BS_155_R1	1.6931890956295974	69.43072263089566
NS.2150.TSP0105---TSP200X.BS_155_R2	1.68762249800761	69.03361927532079
NS.2150.TSP0106---TSP200X.BS_156_R1	1.4749908033253007	67.28300759377731
NS.2150.TSP0106---TSP200X.BS_156_R2	1.5820831807509577	67.79424189915444
NS.2150.TSP0107---TSP200X.BS_157_R1	1.3812670788651888	67.94204625941073
NS.2150.TSP0107---TSP200X.BS_157_R2	1.5164780430455331	69.35797833042385
NS.2150.TSP0113---TSP200X.BS_163_R1	5.115751248297776	57.33772128915113
NS.2150.TSP0113---TSP200X.BS_163_R2	7.126400072997696	58.176882542144696
NS.2150.TSP0114---TSP200X.BS_164_R1	1.055615137122721	68.77925140386752
NS.2150.TSP0114---TSP200X.BS_164_R2	1.2378594042361346	67.88287868226443
NS.2150.TSP0115---TSP200X.BS_165_R1	1.0549017769234375	67.6731211027237
NS.2150.TSP0115---TSP200X.BS_165_R2	1.2126339537507052	71.07539011092271
NS.2150.TSP0121---TSP200X.BS_171_R1	1.3836132426192138	68.76867658966616
NS.2150.TSP0121---TSP200X.BS_171_R2	1.601951431133422	68.15667613718881
NS.2150.TSP0122---TSP200X.BS_172_R1	0.9604835822885522	68.62591791216734
NS.2150.TSP0122---TSP200X.BS_172_R2	1.1733612215383875	68.72013996611707
NS.2150.TSP0123---TSP200X.BS_173_R1	1.4876989520827242	68.6809262178233
NS.2150.TSP0123---TSP200X.BS_173_R2	1.586817729706622	68.88423614509917
NS.2150.TSP0129---TSP200X.BS_179_R1	1.2328449815051672	68.76624862062064
NS.2150.TSP0129---TSP200X.BS_179_R2	1.4065689717358159	67.71422745022913
NS.2150.TSP0130---TSP200X.BS_180_R1	1.0822885032434932	70.30852370471631
NS.2150.TSP0130---TSP200X.BS_180_R2	1.2853643641701638	69.74192364556266
NS.2150.TSP0131---TSP200X.BS_181_R1	1.4400784911496889	68.81745744176462
NS.2150.TSP0131---TSP200X.BS_181_R2	1.5548457916732794	69.55165846691003
NS.2150.TSP0137---TSP200X.BS_187_R1	1.3154316265396815	69.51574278616795
NS.2150.TSP0137---TSP200X.BS_187_R2	1.5405729542317275	68.1956524529584
NS.2150.TSP0138---TSP200X.BS_188_R1	1.4315810284890713	69.27763359691801
NS.2150.TSP0138---TSP200X.BS_188_R2	1.5593589286164782	70.10642476925689
NS.2150.TSP0139---TSP200X.BS_189_R1	1.4354785604721236	68.24528867174634
NS.2150.TSP0139---TSP200X.BS_189_R2	1.5509163774430288	68.91338126537282
NS.2150.TSP0145---TSP200X.BS_195_R1	1.1357685531729076	70.64811670049066
NS.2150.TSP0145---TSP200X.BS_195_R2	1.3018615403333738	69.19561382163285
NS.2150.TSP0146---TSP200X.BS_196_R1	1.1547250687309092	68.78296297766269
NS.2150.TSP0146---TSP200X.BS_196_R2	1.3696493390337383	68.36682474942906
NS.2150.TSP0147---TSP200X.BS_197_R1	1.1939126743842872	70.51997771595138
NS.2150.TSP0147---TSP200X.BS_197_R2	1.388306535811234	69.98429734808936
NS.2150.TSP0149---TSP200X.BS_199_R1	1.2828660104056053	67.00668697495355
NS.2150.TSP0149---TSP200X.BS_199_R2	1.2010898014533433	67.92216410497373
NS.2150.TSP0150---TSP200X.BS_202_R1	3.494836261935055	61.14950960726551
NS.2150.TSP0150---TSP200X.BS_202_R2	3.262309730695754	61.003266161336064
NS.2150.TSP0151---TSP200X.BS_233_R1	1.1230514689852837	70.78752435305216
NS.2150.TSP0151---TSP200X.BS_233_R2	1.2388306298159022	70.98282372766052
NS.2150.TSP0152---TSP200X.BS_238_R1	1.2365640864661247	70.87329378781806
NS.2150.TSP0152---TSP200X.BS_238_R2	1.4480227132236694	69.04721527781581
NS.2150.TSP0153---TSP200X.BS_245_R1	1.2692707283698066	70.32788650273729
NS.2150.TSP0153---TSP200X.BS_245_R2	1.5215234135047015	70.08272855047602
NS.2150.TSP0155---TSP200X.BS_253_R1	1.2122855261629033	67.16592985232361
NS.2150.TSP0155---TSP200X.BS_253_R2	1.3307105996829998	68.82058296418653
NS.2150.TSP0157---TSP200X.BS_255_R1	1.0824565816423988	68.66076849027232
NS.2150.TSP0157---TSP200X.BS_255_R2	1.30486814914517	70.38816678738655
NS.2150.TSP0159---TSP200X.BS_257_R1	1.102074579447462	65.94789812620655
NS.2150.TSP0159---TSP200X.BS_257_R2	1.3124692730967722	67.6177481222083
NS.2150.TSP0163---TSP200X.BS_261_R1	1.9446721403263594	63.673398999332576
NS.2150.TSP0163---TSP200X.BS_261_R2	2.3889004327439944	63.323591323437796
NS.2150.TSP0164---TSP200X.BS_262_R2	1.462157039372443	68.44738768156738
NS.2150.TSP0165---TSP200X.BS_263_R1	1.6011504183339396	70.02984039650782
NS.2150.TSP0165---TSP200X.BS_263_R2	1.7433678770401857	70.57769360572598
NS.2150.TSP0166---TSP200X.BS_264_R1	1.1869279014577918	69.19319979658715
NS.2150.TSP0166---TSP200X.BS_264_R2	1.4668428682869141	68.80483295872682
NS.2150.TSP0167---TSP200X.BS_265_R1	1.4615354523352824	71.19973526905008
NS.2150.TSP0167---TSP200X.BS_265_R2	1.5668055854918668	71.27555359947746
NS.2150.TSP0169---TSP200X.BS_267_R1	1.111741769902769	71.29995228929144
NS.2150.TSP0169---TSP200X.BS_267_R2	1.2835105524351933	70.90060967786006
NS.2150.TSP0173---TSP200X.BS_271_R1	5.6571018651362985	61.86800573888091
NS.2150.TSP0173---TSP200X.BS_271_R2	5.878609958206192	61.66105077441458
NS.2150.TSP0174---TSP200X.BS_272_R1	1.1643888439016596	68.99131287424326
NS.2150.TSP0174---TSP200X.BS_272_R2	1.2846413816396776	69.24524284597695
NS.2150.TSP0177---TSP200X.BS_275_R2	2.437140977140361	69.60773117794237
NS.2150.TSP0178---TSP200X.BS_276_R1	1.4974086740055068	68.3820342159776
NS.2150.TSP0178---TSP200X.BS_276_R2	1.775926282812619	69.16711858481648
