Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.2150.TSP0034---TSP200X.BS_078_R1	NS.2150.TSP0034---TSP200X.BS_078_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	381376.0	0.0	20-251	48.0	5.879499496559825	236.45746979358952	237	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0034---TSP200X.BS_078_R2	NS.2150.TSP0034---TSP200X.BS_078_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	378497.0	0.0	20-251	48.0	6.037564366428268	236.39785520096592	237	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0035---TSP200X.BS_079_R1	NS.2150.TSP0035---TSP200X.BS_079_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34229.0	0.0	20-251	50.0	15.007741973180636	234.76505302521255	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0035---TSP200X.BS_079_R2	NS.2150.TSP0035---TSP200X.BS_079_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34109.0	0.0	20-251	50.0	12.876366941276496	236.12304670321615	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0036---TSP200X.BS_081_R1	NS.2150.TSP0036---TSP200X.BS_081_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30460.0	0.0	20-251	49.0	14.583059750492449	237.3623112278398	247	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0036---TSP200X.BS_081_R2	NS.2150.TSP0036---TSP200X.BS_081_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30314.0	0.0	20-251	49.0	13.28099228079435	238.29022893712477	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0037---TSP200X.BS_083_R1	NS.2150.TSP0037---TSP200X.BS_083_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3174734.0	0.0	20-251	47.0	4.57807915072633	236.00658259873111	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0037---TSP200X.BS_083_R2	NS.2150.TSP0037---TSP200X.BS_083_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3150461.0	0.0	20-251	47.0	4.916601908879289	236.98578271560893	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0038---TSP200X.BS_085_R1	NS.2150.TSP0038---TSP200X.BS_085_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1236793.0	0.0	20-251	47.0	6.159074315588785	235.7914299320905	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0038---TSP200X.BS_085_R2	NS.2150.TSP0038---TSP200X.BS_085_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1226991.0	0.0	20-251	48.0	6.456852576750767	236.5145693815195	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0039---TSP200X.BS_086_R1	NS.2150.TSP0039---TSP200X.BS_086_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3336542.0	0.0	20-251	48.0	4.6476367574591295	235.9779760003021	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0039---TSP200X.BS_086_R2	NS.2150.TSP0039---TSP200X.BS_086_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3312323.0	0.0	20-251	48.0	4.872428542363629	237.1407812583495	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0040---TSP200X.BS_087_R1	NS.2150.TSP0040---TSP200X.BS_087_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	405901.0	0.0	20-251	46.0	7.702863506125877	235.2056043222362	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0040---TSP200X.BS_087_R2	NS.2150.TSP0040---TSP200X.BS_087_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	403452.0	0.0	20-251	46.0	7.198130136918395	235.56765612761865	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0041---TSP200X.BS_088_R1	NS.2150.TSP0041---TSP200X.BS_088_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	757013.0	0.0	20-251	47.0	7.319557259914955	235.1180996891731	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0041---TSP200X.BS_088_R2	NS.2150.TSP0041---TSP200X.BS_088_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	753006.0	0.0	20-251	47.0	6.918271567557231	236.29914104270085	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0042---TSP200X.BS_089_R1	NS.2150.TSP0042---TSP200X.BS_089_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3754957.0	0.0	20-251	47.0	4.569893828086462	236.314527969295	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0042---TSP200X.BS_089_R2	NS.2150.TSP0042---TSP200X.BS_089_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3730106.0	0.0	20-251	47.0	4.62895524195193	237.40637933613684	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0043---TSP200X.BS_090_R1	NS.2150.TSP0043---TSP200X.BS_090_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4768481.0	0.0	20-251	47.0	4.012978039261791	236.44125162709048	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0043---TSP200X.BS_090_R2	NS.2150.TSP0043---TSP200X.BS_090_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4731815.0	0.0	20-251	47.0	4.570073812306956	237.36267964829563	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0044---TSP200X.BS_091_R1	NS.2150.TSP0044---TSP200X.BS_091_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2284393.0	0.0	20-251	48.0	4.964535547156443	236.11229678956292	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0044---TSP200X.BS_091_R2	NS.2150.TSP0044---TSP200X.BS_091_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2265466.0	0.0	20-251	48.0	5.506125249984419	236.76587289325906	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0045---TSP200X.BS_095_R1	NS.2150.TSP0045---TSP200X.BS_095_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4339399.0	0.0	20-251	47.0	4.1622320311180925	235.67402559663216	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0045---TSP200X.BS_095_R2	NS.2150.TSP0045---TSP200X.BS_095_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4311210.0	0.0	20-251	47.0	4.192755138386098	237.00341458662416	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0046---TSP200X.BS_096_R1	NS.2150.TSP0046---TSP200X.BS_096_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39169.0	0.0	20-251	49.0	14.120860884883454	236.80898159258598	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0046---TSP200X.BS_096_R2	NS.2150.TSP0046---TSP200X.BS_096_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39024.0	0.0	20-251	49.0	12.669126691266912	238.1483958589586	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0047---TSP200X.BS_097_R1	NS.2150.TSP0047---TSP200X.BS_097_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28333.0	0.0	20-251	49.0	13.71192602265909	238.08516570783186	247	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0047---TSP200X.BS_097_R2	NS.2150.TSP0047---TSP200X.BS_097_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28128.0	0.0	20-251	49.0	14.138936291240045	237.8556598407281	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0048---TSP200X.BS_098_R1	NS.2150.TSP0048---TSP200X.BS_098_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4117708.0	0.0	20-251	47.0	4.406834405054626	235.9602431741153	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0048---TSP200X.BS_098_R2	NS.2150.TSP0048---TSP200X.BS_098_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4077071.0	0.0	20-251	47.0	5.509204030496171	236.77492126087577	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0049---TSP200X.BS_099_R1	NS.2150.TSP0049---TSP200X.BS_099_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	977338.0	0.0	20-251	48.0	6.88277750379091	234.74999744203132	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0049---TSP200X.BS_099_R2	NS.2150.TSP0049---TSP200X.BS_099_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	973194.0	0.0	20-251	48.0	6.28096761796723	235.89935100298604	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0050---TSP200X.BS_100_R1	NS.2150.TSP0050---TSP200X.BS_100_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1662467.0	0.0	20-251	47.0	5.5315383703856975	234.86732428373014	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0050---TSP200X.BS_100_R2	NS.2150.TSP0050---TSP200X.BS_100_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1653233.0	0.0	20-251	47.0	5.457186010683309	235.81608218563264	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0052---TSP200X.BS_102_R1	NS.2150.TSP0052---TSP200X.BS_102_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35885.0	0.0	20-251	50.0	13.983558589940086	235.56945799080395	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0052---TSP200X.BS_102_R2	NS.2150.TSP0052---TSP200X.BS_102_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35772.0	0.0	20-251	50.0	12.887174326288717	236.92348764396735	242	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0054---TSP200X.BS_104_R1	NS.2150.TSP0054---TSP200X.BS_104_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	375108.0	0.0	20-251	48.0	7.262974929886859	236.6183339198311	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0054---TSP200X.BS_104_R2	NS.2150.TSP0054---TSP200X.BS_104_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	372861.0	0.0	20-251	48.0	7.0629537548845285	236.76165917057563	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0055---TSP200X.BS_105_R1	NS.2150.TSP0055---TSP200X.BS_105_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3116928.0	0.0	20-251	48.0	4.570853631674017	235.05697789618497	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0055---TSP200X.BS_105_R2	NS.2150.TSP0055---TSP200X.BS_105_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3098020.0	0.0	20-251	48.0	4.750027671030821	236.33314084479764	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0056---TSP200X.BS_106_R1	NS.2150.TSP0056---TSP200X.BS_106_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	198758.0	0.0	20-251	46.0	9.546282413789633	235.58909326920175	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0056---TSP200X.BS_106_R2	NS.2150.TSP0056---TSP200X.BS_106_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	197528.0	0.0	20-251	47.0	9.538900814061805	236.00019744036288	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0057---TSP200X.BS_107_R1	NS.2150.TSP0057---TSP200X.BS_107_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1043257.0	0.0	20-251	48.0	6.223394618967331	234.7958221224492	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0057---TSP200X.BS_107_R2	NS.2150.TSP0057---TSP200X.BS_107_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1036690.0	0.0	20-251	48.0	6.241210004919504	235.62046899265934	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0058---TSP200X.BS_108_R1	NS.2150.TSP0058---TSP200X.BS_108_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	709118.0	0.0	20-251	48.0	7.361398244015806	234.2875149128918	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0058---TSP200X.BS_108_R2	NS.2150.TSP0058---TSP200X.BS_108_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	703673.0	0.0	20-251	48.0	7.6194482380310165	235.18363927562945	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0059---TSP200X.BS_109_R1	NS.2150.TSP0059---TSP200X.BS_109_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1075496.0	0.0	20-251	46.0	5.989329574447511	234.7863488102234	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0059---TSP200X.BS_109_R2	NS.2150.TSP0059---TSP200X.BS_109_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1067990.0	0.0	20-251	46.0	6.335078043801909	235.77717207089955	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0060---TSP200X.BS_110_R1	NS.2150.TSP0060---TSP200X.BS_110_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	142749.0	0.0	20-251	48.0	10.479933309515303	233.50940461929682	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0060---TSP200X.BS_110_R2	NS.2150.TSP0060---TSP200X.BS_110_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	141799.0	0.0	20-251	48.0	10.754659764878454	233.78931445214707	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0062---TSP200X.BS_112_R1	NS.2150.TSP0062---TSP200X.BS_112_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	96765.0	0.0	20-251	48.0	11.209631581666924	235.46634630289878	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0062---TSP200X.BS_112_R2	NS.2150.TSP0062---TSP200X.BS_112_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	96193.0	0.0	20-251	48.0	10.915555185928289	236.1102263158442	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0063---TSP200X.BS_113_R1	NS.2150.TSP0063---TSP200X.BS_113_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1209045.0	0.0	20-251	47.0	6.413574350003515	233.79883379030557	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0063---TSP200X.BS_113_R2	NS.2150.TSP0063---TSP200X.BS_113_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1202058.0	0.0	20-251	47.0	6.147207539070494	235.50759946691423	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0064---TSP200X.BS_114_R1	NS.2150.TSP0064---TSP200X.BS_114_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	650042.0	0.0	20-251	47.0	7.464748431639802	234.53216407555203	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0064---TSP200X.BS_114_R2	NS.2150.TSP0064---TSP200X.BS_114_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	645846.0	0.0	20-251	47.0	7.286566766690511	235.77626400101573	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0065---TSP200X.BS_115_R1	NS.2150.TSP0065---TSP200X.BS_115_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	850316.0	0.0	20-251	48.0	7.0517313563428194	233.52298439638912	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0065---TSP200X.BS_115_R2	NS.2150.TSP0065---TSP200X.BS_115_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	845985.0	0.0	20-251	48.0	6.657328439629544	234.985344893822	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0066---TSP200X.BS_116_R1	NS.2150.TSP0066---TSP200X.BS_116_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1438426.0	0.0	20-251	47.0	6.577467314967889	234.8949608808517	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0066---TSP200X.BS_116_R2	NS.2150.TSP0066---TSP200X.BS_116_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1428258.0	0.0	20-251	47.0	6.765164277042383	236.0560269923221	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0067---TSP200X.BS_117_R1	NS.2150.TSP0067---TSP200X.BS_117_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	524721.0	0.0	20-251	47.0	7.275294870988583	235.96490325334796	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0067---TSP200X.BS_117_R2	NS.2150.TSP0067---TSP200X.BS_117_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	522413.0	0.0	20-251	47.0	6.943931334021166	236.98890150130262	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0070---TSP200X.BS_120_R1	NS.2150.TSP0070---TSP200X.BS_120_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	640044.0	0.0	20-251	48.0	7.768215935154458	234.97525795101586	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0070---TSP200X.BS_120_R2	NS.2150.TSP0070---TSP200X.BS_120_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	636435.0	0.0	20-251	48.0	7.57249365606857	236.27024440830564	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0071---TSP200X.BS_121_R1	NS.2150.TSP0071---TSP200X.BS_121_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1604195.0	0.0	20-251	48.0	5.947094960400699	235.05700865543153	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0071---TSP200X.BS_121_R2	NS.2150.TSP0071---TSP200X.BS_121_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1594009.0	0.0	20-251	48.0	5.887545176972025	236.29932390595033	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0072---TSP200X.BS_122_R1	NS.2150.TSP0072---TSP200X.BS_122_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1707784.0	0.0	20-251	47.0	5.627350999892259	235.1634533407035	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0072---TSP200X.BS_122_R2	NS.2150.TSP0072---TSP200X.BS_122_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1696530.0	0.0	20-251	47.0	5.669042103587912	236.15808680070498	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0073---TSP200X.BS_123_R1	NS.2150.TSP0073---TSP200X.BS_123_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3434872.0	0.0	20-251	47.0	4.330717983909918	234.05874542049892	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0073---TSP200X.BS_123_R2	NS.2150.TSP0073---TSP200X.BS_123_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3409542.0	0.0	20-251	47.0	4.697606662961727	235.12176474142274	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0074---TSP200X.BS_124_R1	NS.2150.TSP0074---TSP200X.BS_124_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	564093.0	0.0	20-251	47.0	7.855265000629329	234.324419909483	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0074---TSP200X.BS_124_R2	NS.2150.TSP0074---TSP200X.BS_124_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	561486.0	0.0	20-251	47.0	7.444709218039275	235.70860359830877	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0075---TSP200X.BS_125_R1	NS.2150.TSP0075---TSP200X.BS_125_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1424128.0	0.0	20-251	47.0	5.759945735214813	234.69410544557792	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0075---TSP200X.BS_125_R2	NS.2150.TSP0075---TSP200X.BS_125_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1413174.0	0.0	20-251	47.0	6.153877724894458	235.65066297568453	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0078---TSP200X.BS_128_R1	NS.2150.TSP0078---TSP200X.BS_128_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3991739.0	0.0	20-251	48.0	4.2928786821423754	234.73363739462926	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0078---TSP200X.BS_128_R2	NS.2150.TSP0078---TSP200X.BS_128_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3968075.0	0.0	20-251	48.0	4.329470336093049	235.787012594268	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0079---TSP200X.BS_129_R1	NS.2150.TSP0079---TSP200X.BS_129_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35499.0	0.0	20-251	50.0	12.887686977097946	234.82486830614948	242	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0079---TSP200X.BS_129_R2	NS.2150.TSP0079---TSP200X.BS_129_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35299.0	0.0	20-251	50.0	12.983370633728999	235.84580299725204	242	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0080---TSP200X.BS_130_R1	NS.2150.TSP0080---TSP200X.BS_130_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	174318.0	0.0	20-251	47.0	8.119069746096216	238.737250312647	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0080---TSP200X.BS_130_R2	NS.2150.TSP0080---TSP200X.BS_130_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	173167.0	0.0	20-251	47.0	8.712399013668886	237.46242066906512	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0081---TSP200X.BS_131_R1	NS.2150.TSP0081---TSP200X.BS_131_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3064240.0	0.0	20-251	47.0	4.830913788098849	234.0360738714983	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0081---TSP200X.BS_131_R2	NS.2150.TSP0081---TSP200X.BS_131_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3047822.0	0.0	20-251	48.0	4.619183199841935	235.58882277245849	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0082---TSP200X.BS_132_R1	NS.2150.TSP0082---TSP200X.BS_132_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1413344.0	0.0	20-251	47.0	6.146981909570494	233.94997679262798	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0082---TSP200X.BS_132_R2	NS.2150.TSP0082---TSP200X.BS_132_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1406260.0	0.0	20-251	47.0	5.5701648343834	235.67307254703965	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0083---TSP200X.BS_133_R1	NS.2150.TSP0083---TSP200X.BS_133_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1263956.0	0.0	20-251	47.0	5.884935868020722	234.23569333109697	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0083---TSP200X.BS_133_R2	NS.2150.TSP0083---TSP200X.BS_133_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1256417.0	0.0	20-251	47.0	5.83086666289934	235.58694525782442	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0086---TSP200X.BS_136_R1	NS.2150.TSP0086---TSP200X.BS_136_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	220398.0	0.0	20-251	49.0	7.775932630967613	237.56093975444423	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0086---TSP200X.BS_136_R2	NS.2150.TSP0086---TSP200X.BS_136_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	219435.0	0.0	20-251	49.0	7.163396905689612	237.47874313578052	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0088---TSP200X.BS_138_R1	NS.2150.TSP0088---TSP200X.BS_138_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2689734.0	0.0	20-251	47.0	4.774087000469088	234.55453513247033	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
