#Coverage	Number of genomic locations
0.0	3.20916993E9
1.0	51979.0
2.0	39007.0
3.0	4183.0
4.0	12665.0
5.0	1130.0
6.0	7516.0
7.0	870.0
8.0	4715.0
9.0	642.0
10.0	1602.0
11.0	779.0
12.0	1425.0
13.0	346.0
14.0	2177.0
15.0	189.0
16.0	994.0
17.0	120.0
18.0	977.0
19.0	54.0
20.0	1449.0
21.0	284.0
22.0	58.0
23.0	87.0
24.0	740.0
25.0	83.0
26.0	720.0
27.0	126.0
28.0	429.0
29.0	74.0
30.0	80.0
31.0	61.0
32.0	173.0
33.0	3.0
34.0	140.0
35.0	33.0
36.0	90.0
37.0	172.0
38.0	246.0
39.0	147.0
40.0	190.0
41.0	549.0
42.0	423.0
43.0	14.0
44.0	60.0
45.0	36.0
46.0	110.0
47.0	60.0
48.0	36.0
49.0	1.0
50.0	194.0
51.0	9.0
52.0	31.0
53.0	18.0
54.0	74.0
55.0	264.0
56.0	196.0
57.0	153.0
58.0	318.0
59.0	103.0
60.0	98.0
61.0	542.0
62.0	152.0
63.0	73.0
64.0	75.0
65.0	121.0
66.0	61.0
67.0	122.0
68.0	93.0
69.0	26.0
70.0	215.0
71.0	44.0
72.0	24.0
73.0	105.0
74.0	579.0
75.0	278.0
76.0	43.0
77.0	191.0
78.0	161.0
79.0	43.0
80.0	73.0
81.0	5.0
82.0	5.0
83.0	52.0
84.0	195.0
85.0	1.0
86.0	100.0
87.0	21.0
88.0	230.0
89.0	88.0
90.0	174.0
91.0	114.0
92.0	176.0
93.0	25.0
94.0	160.0
95.0	172.0
96.0	292.0
97.0	73.0
98.0	325.0
99.0	207.0
100.0	198.0
101.0	10.0
102.0	54.0
103.0	156.0
104.0	346.0
105.0	109.0
106.0	54.0
107.0	189.0
108.0	45.0
109.0	203.0
110.0	85.0
111.0	137.0
112.0	354.0
113.0	99.0
114.0	117.0
115.0	210.0
116.0	111.0
117.0	50.0
118.0	47.0
119.0	125.0
120.0	134.0
121.0	76.0
122.0	513.0
123.0	363.0
124.0	74.0
125.0	183.0
126.0	306.0
127.0	146.0
128.0	38.0
129.0	225.0
130.0	39.0
131.0	134.0
132.0	37.0
133.0	116.0
134.0	166.0
135.0	195.0
136.0	157.0
137.0	71.0
138.0	46.0
139.0	273.0
140.0	131.0
141.0	308.0
142.0	93.0
143.0	63.0
144.0	178.0
145.0	104.0
146.0	83.0
147.0	120.0
148.0	332.0
149.0	52.0
150.0	12.0
151.0	46.0
152.0	231.0
153.0	196.0
154.0	163.0
155.0	108.0
156.0	45.0
157.0	17.0
158.0	51.0
159.0	153.0
160.0	91.0
161.0	82.0
162.0	12.0
163.0	3.0
164.0	7.0
165.0	104.0
166.0	34.0
167.0	250.0
168.0	323.0
169.0	107.0
170.0	86.0
171.0	79.0
172.0	193.0
173.0	149.0
174.0	335.0
175.0	4.0
176.0	4.0
177.0	12.0
178.0	77.0
179.0	220.0
180.0	133.0
181.0	379.0
182.0	209.0
183.0	22.0
184.0	4.0
185.0	15.0
186.0	181.0
187.0	153.0
188.0	134.0
189.0	161.0
190.0	183.0
191.0	220.0
192.0	201.0
193.0	185.0
194.0	128.0
195.0	40.0
196.0	99.0
197.0	25.0
198.0	151.0
199.0	102.0
200.0	67.0
201.0	57.0
