#Coverage	Number of genomic locations
0.0	3.209214304E9
1.0	37573.0
2.0	27955.0
3.0	2275.0
4.0	7759.0
5.0	441.0
6.0	3623.0
7.0	798.0
8.0	2434.0
9.0	545.0
10.0	323.0
11.0	444.0
12.0	663.0
13.0	453.0
14.0	605.0
15.0	50.0
16.0	898.0
17.0	269.0
18.0	990.0
19.0	555.0
20.0	520.0
21.0	684.0
22.0	1028.0
23.0	295.0
24.0	346.0
25.0	309.0
26.0	292.0
27.0	144.0
28.0	817.0
29.0	130.0
30.0	330.0
31.0	529.0
32.0	295.0
33.0	192.0
34.0	590.0
35.0	211.0
36.0	952.0
37.0	114.0
38.0	578.0
39.0	568.0
40.0	493.0
41.0	293.0
42.0	447.0
43.0	192.0
44.0	364.0
45.0	206.0
46.0	509.0
47.0	116.0
48.0	558.0
49.0	267.0
50.0	273.0
51.0	215.0
52.0	373.0
53.0	312.0
54.0	283.0
55.0	273.0
56.0	395.0
57.0	554.0
58.0	155.0
59.0	63.0
60.0	201.0
61.0	441.0
62.0	97.0
63.0	110.0
64.0	198.0
65.0	121.0
66.0	287.0
67.0	370.0
68.0	665.0
69.0	687.0
70.0	324.0
71.0	477.0
72.0	436.0
73.0	264.0
74.0	488.0
75.0	252.0
76.0	343.0
77.0	445.0
78.0	247.0
79.0	76.0
80.0	121.0
81.0	826.0
82.0	178.0
83.0	451.0
84.0	319.0
85.0	286.0
86.0	322.0
87.0	666.0
88.0	534.0
89.0	192.0
90.0	132.0
91.0	265.0
92.0	330.0
93.0	348.0
94.0	421.0
95.0	447.0
96.0	697.0
97.0	496.0
98.0	487.0
99.0	660.0
100.0	488.0
101.0	256.0
102.0	649.0
103.0	723.0
104.0	431.0
105.0	220.0
106.0	744.0
107.0	216.0
108.0	201.0
109.0	227.0
110.0	557.0
111.0	206.0
112.0	553.0
113.0	641.0
114.0	729.0
115.0	393.0
116.0	325.0
117.0	201.0
118.0	488.0
119.0	658.0
120.0	604.0
121.0	402.0
122.0	502.0
123.0	209.0
124.0	66.0
125.0	111.0
126.0	253.0
127.0	365.0
128.0	461.0
129.0	176.0
130.0	165.0
131.0	102.0
132.0	573.0
133.0	820.0
134.0	431.0
135.0	293.0
136.0	808.0
137.0	219.0
138.0	269.0
139.0	226.0
140.0	253.0
141.0	593.0
142.0	312.0
143.0	423.0
144.0	438.0
145.0	491.0
146.0	195.0
147.0	289.0
148.0	391.0
149.0	86.0
150.0	279.0
151.0	360.0
152.0	247.0
153.0	782.0
154.0	607.0
155.0	187.0
156.0	270.0
157.0	215.0
158.0	127.0
159.0	408.0
160.0	335.0
161.0	69.0
162.0	317.0
163.0	659.0
164.0	249.0
165.0	219.0
166.0	177.0
167.0	94.0
168.0	787.0
169.0	186.0
170.0	604.0
171.0	168.0
172.0	554.0
173.0	487.0
174.0	198.0
175.0	336.0
176.0	650.0
177.0	250.0
178.0	291.0
179.0	244.0
180.0	196.0
181.0	222.0
182.0	382.0
183.0	230.0
184.0	482.0
185.0	163.0
186.0	414.0
187.0	209.0
188.0	325.0
189.0	457.0
190.0	494.0
191.0	310.0
192.0	515.0
193.0	341.0
194.0	414.0
195.0	539.0
196.0	531.0
197.0	546.0
198.0	280.0
199.0	499.0
200.0	542.0
201.0	553.0
202.0	305.0
203.0	164.0
204.0	316.0
205.0	602.0
206.0	546.0
207.0	456.0
