#Position (bp)	insert size
4011823.0	15145.975877904579
1.2035468E7	14235.437889154573
2.0059113E7	9559.163252724526
2.8082758E7	267.3090909090909
3.6106403E7	199.9
4.4130048E7	221.6451612903226
5.2153693E7	199.6875
6.0177338E7	290.2
6.8200983E7	8983491.875
7.6224628E7	99.88888888888889
8.4248273E7	6301.994961047571
9.2271918E7	7708999.857142857
1.00295563E8	214.35714285714286
1.08319208E8	291.1666666666667
1.16342853E8	281.25
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	255.545416557848
1.48437433E8	4123.290148717437
1.56461078E8	263.6
1.64484723E8	3002.3794275471128
1.72508368E8	278.0
1.80532013E8	226.2
1.88555658E8	88.0
1.96579303E8	350.0
2.04602948E8	242.30555555555554
2.12626593E8	278.0
2.20650238E8	233.85714285714286
2.28673883E8	218.95238095238096
2.36697528E8	253.6
2.44721173E8	339.0
2.48844709E8	0.0
2.528565315E8	240.13636363636363
2.60768463E8	296.4
2.68792108E8	297.375
2.76815753E8	265.7894736842105
2.84839398E8	7.017948993913044E7
2.92863043E8	378.0
3.00886688E8	270.9
3.08910333E8	377.0
3.16933978E8	169.28571428571428
3.24957623E8	362.1764705882353
3.32981268E8	333.5
3.41004913E8	283.085796451201
3.49028558E8	342.4516129032258
3.57052203E8	189.55555555555554
3.65075848E8	314.75555555555553
3.73099493E8	6363.324189526184
3.81123138E8	181.875
3.89146783E8	269.0
3.97170428E8	471.0
4.05194073E8	3869361.4444444445
4.13217718E8	85.25
4.21241363E8	540.6547619047619
4.29265008E8	299.0
4.37288653E8	269.47058823529414
4.45312298E8	235.0
4.53335943E8	251.0
4.61359588E8	202.5
4.69383233E8	219.29032258064515
4.77406878E8	217.22994652406416
4.85430523E8	256.75757575757575
4.902961485E8	339.5660377358491
4.94307971E8	241.25
5.01477813E8	300.6666666666667
5.09501458E8	190.0
5.17525103E8	486.0
5.25548748E8	240.1764705882353
5.33572393E8	182.0
5.41596038E8	4119.634291672874
5.49619683E8	255.53333333333333
5.57643328E8	202.14285714285714
5.65666973E8	249.33333333333334
5.73690618E8	254.0
5.81714263E8	55.5
5.89737908E8	349.54545454545456
5.97761553E8	383.0
6.05785198E8	379.57142857142856
6.13808843E8	227.33333333333334
6.21832488E8	1236.007556043267
6.29856133E8	214.35
6.37879778E8	197.22727272727272
6.45903423E8	3052.1260626166286
6.53927068E8	317.5
6.61950713E8	379.0
6.69974358E8	47.343434343434346
6.77998003E8	239.25
6.85727668E8	318.625
6.897394905E8	370.0
6.94045293E8	20158.407347040014
7.02068938E8	294.5
7.10092583E8	139.0
7.18116228E8	298.3333333333333
7.26139873E8	321.6
7.34163518E8	133.0
7.42187163E8	3164127.827586207
7.50210808E8	340.0
7.58234453E8	249.0
7.66258098E8	265.0
7.74281743E8	227.0
7.82305388E8	294.0
7.90329033E8	243.25
7.98352678E8	368.0
8.06376323E8	135.0
8.14399968E8	176.75
8.22423613E8	177.0
8.30447258E8	170.33333333333334
8.38470903E8	155.68421052631578
8.46494548E8	177.55555555555554
8.54518193E8	226.28571428571428
8.62541838E8	225.5
8.70565483E8	195.7
8.771186855E8	167.33333333333334
8.81130508E8	284.16129032258067
8.86612773E8	11804.102287228821
8.94636418E8	240.7058823529412
9.02660063E8	0.0
9.10683708E8	98.66666666666667
9.18707353E8	119.0
9.26730998E8	392.8333333333333
9.34754643E8	283.4945054945055
9.42778288E8	390.5
9.50801933E8	364.0
9.58825578E8	200.0
9.66849223E8	169.0
9.74872868E8	353.3333333333333
9.82896513E8	413.0
9.90920158E8	281.5
9.98943803E8	339.0
1.006967448E9	182.4
1.014991093E9	291.68
1.023014738E9	200.83333333333334
1.031038383E9	318.4
1.039062028E9	383.5
1.047085673E9	225.3
1.055109318E9	280.41379310344826
1.0601597325E9	214.0
1.064171555E9	184.85
1.071156608E9	182.0
1.079180253E9	292.4651162790698
1.087203898E9	5383.922303437889
1.095227543E9	2010.967741935484
1.103251188E9	260.57142857142856
1.111274833E9	162.25
1.119298478E9	347.0
1.127322123E9	212.0
1.135345768E9	234.66666666666666
1.143369413E9	275.0
1.151393058E9	391.0
1.159416703E9	0.0
1.167440348E9	319.0
1.175463993E9	8172198.0
1.183487638E9	152.0
1.191511283E9	321.0
1.199534928E9	2085.288339222615
1.207558573E9	885.0403417533432
1.215582218E9	265.0
1.223605863E9	297.6
1.2298109945E9	183.26666666666668
1.233822817E9	499319.8085106383
1.239653153E9	126866.68524684368
