#Coverage (X)	Coverage
1.0	0.020534713798554094
2.0	0.01415597307060068
3.0	0.01040294054291735
4.0	0.009828232900261469
5.0	0.00830757112201752
6.0	0.008031605516649165
7.0	0.007443344183315048
8.0	0.007330957603372212
9.0	0.00696064584772671
10.0	0.006876644123437359
11.0	0.006639625905080493
12.0	0.006601582097459868
13.0	0.006396500736443045
14.0	0.006363504510176199
15.0	0.006229213919780818
16.0	0.006200330537581067
17.0	0.006077287952550137
18.0	0.006046410464136898
19.0	0.00597318937656155
20.0	0.005960539265259968
21.0	0.005915017559331659
22.0	0.0058965097610297335
23.0	0.005828554360178373
24.0	0.005806525718085709
25.0	0.005747325689839045
26.0	0.005728693259897
27.0	0.00569136608419285
28.0	0.005682641869498184
29.0	0.005618986260174097
30.0	0.005607862886449766
31.0	0.00559091298362091
32.0	0.005587547929380321
33.0	0.005543116750288846
34.0	0.005522459056223283
35.0	0.005475971455098261
36.0	0.00545509565566249
37.0	0.005431446802276696
38.0	0.005416615637301447
39.0	0.005404619842110492
40.0	0.005400506998043397
41.0	0.0053874206760156085
42.0	0.005383712884778902
43.0	0.005368975193533743
44.0	0.00536445729663626
45.0	0.005354206344378554
46.0	0.005345637919234036
47.0	0.005331274122909235
48.0	0.005326818541831813
49.0	0.005310055586463136
50.0	0.005308528848885885
51.0	0.005297592422621733
