#Mapping quality	mapping quality
0.0	204931.0
1.0	6328.0
2.0	6332.0
3.0	8170.0
4.0	3891.0
5.0	4844.0
6.0	4302.0
7.0	2861.0
8.0	3325.0
9.0	2467.0
10.0	2398.0
11.0	1452.0
12.0	2720.0
13.0	1996.0
14.0	1444.0
15.0	1233.0
16.0	1326.0
17.0	1432.0
18.0	1169.0
19.0	886.0
20.0	1000.0
21.0	475.0
22.0	631.0
23.0	570.0
24.0	1278.0
25.0	639.0
26.0	1525.0
27.0	933.0
28.0	696.0
29.0	500.0
30.0	854.0
31.0	405.0
32.0	203.0
33.0	657.0
34.0	178.0
35.0	354.0
36.0	428.0
37.0	639.0
38.0	133.0
39.0	373.0
40.0	1353.0
41.0	805.0
42.0	1067.0
43.0	259.0
44.0	442.0
45.0	2361.0
46.0	315.0
47.0	608.0
48.0	661.0
49.0	344.0
50.0	646.0
51.0	344.0
52.0	237.0
53.0	688.0
54.0	804.0
55.0	673.0
56.0	730.0
57.0	1666.0
58.0	1261.0
59.0	118295.0
60.0	253749.0
