#Position (bp)	insert size
4011823.0	14677.804992500536
1.2035468E7	8873.87234726688
2.0059113E7	6279.67504934247
2.8082758E7	204.39473684210526
3.6106403E7	403.0
4.4130048E7	301.0
5.2153693E7	272.0625
6.0177338E7	242.0
6.8200983E7	277.0
7.6224628E7	244.5
8.4248273E7	18160.566944838083
9.2271918E7	147.0
1.00295563E8	202.33333333333334
1.08319208E8	253.66666666666666
1.16342853E8	189.0
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	232.6485595279417
1.48437433E8	2658.255846384896
1.56461078E8	219.33333333333334
1.64484723E8	875.8269270298048
1.72508368E8	189.75
1.80532013E8	164.75
1.88555658E8	0.0
1.96579303E8	277.0
2.04602948E8	273.6666666666667
2.12626593E8	0.0
2.20650238E8	166.75
2.28673883E8	222.0
2.36697528E8	367.5
2.44721173E8	275.0
2.48844709E8	0.0
2.528565315E8	247.2
2.60768463E8	251.9
2.68792108E8	358.0
2.76815753E8	191.01408450704224
2.84839398E8	6.356109271988796E7
2.92863043E8	2.351452E7
3.00886688E8	311.0
3.08910333E8	276.25
3.16933978E8	242.0
3.24957623E8	1665425.625
3.32981268E8	222.33333333333334
3.41004913E8	256.6090103966115
3.49028558E8	373.0
3.57052203E8	228.33333333333334
3.65075848E8	244.0
3.73099493E8	13894.860994863991
3.81123138E8	2807559.214285714
3.89146783E8	0.0
3.97170428E8	0.0
4.05194073E8	267.6666666666667
4.13217718E8	385.0
4.21241363E8	571.0
4.29265008E8	218.0
4.37288653E8	0.0
4.45312298E8	0.0
4.53335943E8	263.0
4.61359588E8	0.0
4.69383233E8	255.0
4.77406878E8	216.125
4.85430523E8	249.22222222222223
4.902961485E8	318.2857142857143
4.94307971E8	237.5
5.01477813E8	296.89473684210526
5.09501458E8	5801757.0
5.17525103E8	0.0
5.25548748E8	240.0
5.33572393E8	213.0
5.41596038E8	328.33252090315153
5.49619683E8	322.6666666666667
5.57643328E8	0.0
5.65666973E8	209.0
5.73690618E8	0.0
5.81714263E8	0.0
5.89737908E8	0.0
5.97761553E8	0.0
6.05785198E8	366.0
6.13808843E8	242.0
6.21832488E8	1308.4496957940216
6.29856133E8	0.0
6.37879778E8	384.6666666666667
6.45903423E8	1270.5487451228514
6.53927068E8	369.0
6.61950713E8	315.0
6.69974358E8	0.0
6.77998003E8	461.0
6.85727668E8	295.2142857142857
6.897394905E8	378.85714285714283
6.94045293E8	12182.312941538225
7.02068938E8	0.0
7.10092583E8	0.0
7.18116228E8	0.0
7.26139873E8	286.0
7.34163518E8	347.0
7.42187163E8	221.0
7.50210808E8	337.0
7.58234453E8	178.0
7.66258098E8	309.0
7.74281743E8	344.0
7.82305388E8	217.0
7.90329033E8	0.0
7.98352678E8	0.0
8.06376323E8	241.0
8.14399968E8	0.0
8.22423613E8	0.0
8.30447258E8	0.0
8.38470903E8	169.8
8.46494548E8	164.4
8.54518193E8	173.0
8.62541838E8	0.0
8.70565483E8	251.0
8.771186855E8	306.75
8.81130508E8	304.6
8.86612773E8	12034.459046520846
8.94636418E8	275.125
9.02660063E8	165.0
9.10683708E8	286.0
9.18707353E8	131.0
9.26730998E8	0.0
9.34754643E8	294.9583333333333
9.42778288E8	0.0
9.50801933E8	99.0
9.58825578E8	0.0
9.66849223E8	0.0
9.74872868E8	0.0
9.82896513E8	0.0
9.90920158E8	131.0
9.98943803E8	270.5
1.006967448E9	246.33333333333334
1.014991093E9	259.75
1.023014738E9	143.75
1.031038383E9	0.0
1.039062028E9	167.0
1.047085673E9	317.0
1.055109318E9	241.85714285714286
1.0601597325E9	218.0
1.064171555E9	160.0
1.071156608E9	0.0
1.079180253E9	3.0661895E7
1.087203898E9	6474.958742699134
1.095227543E9	2205.470588235294
1.103251188E9	5141091.157894737
1.111274833E9	4.77370735E7
1.119298478E9	380.0
1.127322123E9	160.0
1.135345768E9	2.2940589666666668E7
1.143369413E9	0.0
1.151393058E9	310.0
1.159416703E9	0.0
1.167440348E9	319.5
1.175463993E9	335.0
1.183487638E9	0.0
1.191511283E9	0.0
1.199534928E9	289.8105496453901
1.207558573E9	812.704597553123
1.215582218E9	399.0
1.223605863E9	325.2857142857143
1.2298109945E9	147.25714285714287
1.233822817E9	3210595.923076923
1.239653153E9	30111.646641722702
1.247676798E9	1.05290617E8
1.255700443E9	9.4666319E7
1.263724088E9	4.4792371E7
1.271747733E9	298.0
1.279771378E9	200.36363636363637
1.287795023E9	409.6
1.295818668E9	289.0
1.303842313E9	2850583.375
1.311865958E9	10144.203567477049
1.319889603E9	139949.29090909092
1.327913248E9	149.0
1.335936893E9	1391917.75
1.343960538E9	0.0
1.351984183E9	2391.1944783568824
1.360007828E9	317.30434782608694
1.368031473E9	191.33333333333334
1.376055118E9	361.66688255613127
1.384078763E9	251.85714285714286
1.389720431E9	159.0
1.3937322535E9	902701.7647058824
1.400126053E9	236.5
1.408149698E9	234.0
1.416173343E9	240.0
1.424196988E9	301.0
1.432220633E9	311.0
1.440244278E9	0.0
1.448267923E9	255.0
1.456291568E9	365.4
1.464315213E9	488.5
1.472338858E9	516.7777777777778
1.480362503E9	0.0
1.488386148E9	181.75
1.496409793E9	1557.2670880922938
1.504433438E9	0.0
1.512457083E9	0.0
1.520480728E9	429.85714285714283
1.528504373E9	178.11111111111111
1.534502554E9	240.90625
1.5385143765E9	335.6
1.544551663E9	144.0
1.552575308E9	0.0
1.560598953E9	0.0
1.568622598E9	211.875
1.576646243E9	324.744966442953
1.584669888E9	0.0
1.592693533E9	0.0
1.600717178E9	334.9
1.608740823E9	0.0
1.616764468E9	4076.0370614903827
1.624788113E9	502.94117647058823
1.632811758E9	100.0
1.640835403E9	0.0
1.648859048E9	215.0
1.656882693E9	317.1875
1.664906338E9	327.4621824036772
1.671900895E9	235.6153846153846
1.6759127175E9	201.97222222222223
1.680953628E9	377.5
1.688977273E9	0.0
1.697000918E9	0.0
1.705024563E9	270.3529411764706
1.713048208E9	239.0
1.721071853E9	220.3846153846154
1.729095498E9	1.2075371E7
1.737119143E9	0.0
1.745142788E9	260.73333333333335
1.753166433E9	329.46153846153845
1.761190078E9	392.0
1.769213723E9	612.6456227103856
1.777237368E9	287.22727272727275
1.785261013E9	246.0
1.793284658E9	0.0
1.801308303E9	255.44444444444446
1.8070005885E9	319.90909090909093
1.811012411E9	209.33333333333334
1.817355593E9	264.0
1.825379238E9	151.0
1.833402883E9	303.0
1.841426528E9	331.88235294117646
1.849450173E9	0.0
1.857473818E9	388.0
1.865497463E9	211.66666666666666
1.873521108E9	288.3333333333333
1.881544753E9	384.7173913043478
1.889568398E9	250.5
1.897592043E9	299.09375
1.905615688E9	0.0
1.913639333E9	0.0
1.921662978E9	161.5185185185185
1.929686623E9	196.06666666666666
1.937710268E9	153.9090909090909
1.942744882E9	0.0
1.9467567045E9	3158699.714285714
1.953757558E9	14513.412382615657
1.961781203E9	190.0
1.969804848E9	194.6
1.977828493E9	275.0
1.985852138E9	307.0
1.993875783E9	488.0869565217391
2.001899428E9	165.8181818181818
2.009923073E9	0.0
2.017946718E9	248.25
2.025970363E9	221.75
2.033994008E9	0.0
2.042017653E9	0.0
2.050041298E9	389.5
2.058064943E9	287.5
2.066088588E9	247.30769230769232
2.0735716965E9	235.58333333333334
2.077583519E9	0.0
2.082135878E9	0.0
2.090159523E9	0.0
2.098183168E9	376.0
2.106206813E9	159.0
2.114230458E9	339.6666666666667
2.122254103E9	0.0
2.130277748E9	268.6666666666667
2.138301393E9	0.0
2.146325038E9	0.0
2.154348683E9	319.5
2.162372328E9	507.0
2.170395973E9	200.5
2.178419618E9	162.0
2.186443263E9	127.0
2.190931198E9	184.0
2.1949430205E9	0.0
2.202490553E9	0.0
2.210514198E9	181.5
2.218537843E9	0.0
2.226561488E9	638.0
2.234585133E9	189.5
2.242608778E9	0.0
2.250632423E9	232.71428571428572
2.258656068E9	382.1333333333333
2.266679713E9	280.0
2.274703358E9	0.0
2.282727003E9	268.0997398091934
2.290750648E9	228.04761904761904
2.2966067495E9	296.8222222222222
2.300618572E9	0.0
2.306797938E9	0.0
2.314821583E9	225.0
2.322845228E9	198.0
2.330868873E9	243.42857142857142
2.338892518E9	1328.4284407964208
2.346916163E9	328.6
2.354939808E9	330.8478260869565
2.362963453E9	197.07142857142858
2.370987098E9	193.0
2.379010743E9	276.0
2.387034388E9	309.75
2.395058033E9	0.0
2.3997560365E9	0.0
2.403767859E9	256.84615384615387
2.411105323E9	1207652.6666666667
2.419128968E9	169.39597315436242
2.427152613E9	837.5646814185429
2.435176258E9	187.24242424242425
2.443199903E9	0.0
2.451223548E9	249.42857142857142
2.459247193E9	749.0813482376119
2.467270838E9	227.35446738534625
2.475294483E9	332.0
2.483318128E9	231.76923076923077
2.4890552565E9	186.4
2.493067079E9	210.8095238095238
2.499365418E9	461.7755102040816
2.507389063E9	471886.3333333333
2.515412708E9	311.6
2.523436353E9	348.45454545454544
2.531459998E9	312.9940119760479
2.539483643E9	268.39622641509436
2.547507288E9	292.2
2.555530933E9	194.0
2.563554578E9	216.64705882352942
2.570802202E9	182.48
2.5748140245E9	0.0
2.579601868E9	157.66666666666666
2.587625513E9	179.5
2.595649158E9	104.0
2.603672803E9	0.0
2.611696448E9	0.0
2.619720093E9	218.9
2.627743738E9	460.0
2.635767383E9	241.58333333333334
2.643791028E9	271.3333333333333
2.6511070695E9	210.7948717948718
2.655118892E9	0.0
2.659838318E9	253.87562189054725
2.667861963E9	258.6
2.675885608E9	350.2962962962963
2.683909253E9	369.5081967213115
2.691932898E9	529.916417386214
2.699956543E9	187.14285714285714
2.707980188E9	275.4
2.7125104575E9	0.0
2.71652228E9	293.0
2.724027478E9	359.5
2.732051123E9	309.0
2.740074768E9	250.4841628959276
2.748098413E9	234.36363636363637
2.756122058E9	572.0
2.764145703E9	196.5
2.772169348E9	338.0176097180336
2.776827121E9	353.3243243243243
