#Mapping quality	mapping quality
0.0	13217.0
1.0	109.0
2.0	253.0
3.0	3093.0
4.0	136.0
5.0	980.0
6.0	407.0
7.0	126.0
8.0	402.0
9.0	107.0
10.0	88.0
11.0	70.0
12.0	162.0
13.0	162.0
14.0	216.0
15.0	15.0
16.0	362.0
17.0	719.0
18.0	192.0
19.0	34.0
20.0	1.0
21.0	143.0
25.0	103.0
26.0	71.0
27.0	469.0
29.0	34.0
30.0	146.0
31.0	67.0
32.0	36.0
33.0	165.0
36.0	6.0
39.0	70.0
40.0	46.0
41.0	118.0
42.0	592.0
43.0	874.0
44.0	494.0
45.0	1689.0
46.0	3.0
47.0	139.0
48.0	6.0
49.0	28.0
50.0	113.0
51.0	164.0
52.0	149.0
53.0	170.0
54.0	509.0
55.0	314.0
56.0	415.0
57.0	597.0
58.0	1785.0
59.0	9865.0
60.0	145115.0
