#Mapping quality	mapping quality
0.0	155013.0
1.0	5495.0
2.0	4968.0
3.0	7500.0
4.0	2646.0
5.0	3984.0
6.0	3637.0
7.0	2142.0
8.0	2257.0
9.0	2360.0
10.0	1648.0
11.0	1419.0
12.0	1421.0
13.0	982.0
14.0	1489.0
15.0	1088.0
16.0	1703.0
17.0	817.0
18.0	1209.0
19.0	491.0
20.0	546.0
21.0	300.0
22.0	802.0
23.0	630.0
24.0	698.0
25.0	509.0
26.0	714.0
27.0	1482.0
28.0	755.0
29.0	412.0
30.0	574.0
31.0	507.0
32.0	397.0
33.0	585.0
34.0	420.0
35.0	321.0
36.0	320.0
37.0	385.0
38.0	96.0
39.0	138.0
40.0	587.0
41.0	598.0
42.0	559.0
43.0	639.0
44.0	559.0
45.0	2367.0
46.0	196.0
47.0	171.0
48.0	254.0
49.0	158.0
50.0	578.0
51.0	316.0
52.0	272.0
53.0	595.0
54.0	564.0
55.0	472.0
56.0	850.0
57.0	1377.0
58.0	1392.0
59.0	113589.0
60.0	168742.0
