#Mapping quality	mapping quality
0.0	66771.0
1.0	2040.0
2.0	2097.0
3.0	4205.0
4.0	1154.0
5.0	2353.0
6.0	1967.0
7.0	878.0
8.0	1048.0
9.0	860.0
10.0	782.0
11.0	482.0
12.0	739.0
13.0	549.0
14.0	697.0
15.0	283.0
16.0	532.0
17.0	1127.0
18.0	390.0
19.0	143.0
20.0	291.0
21.0	300.0
22.0	129.0
23.0	569.0
24.0	390.0
25.0	694.0
26.0	917.0
27.0	292.0
28.0	135.0
29.0	57.0
30.0	491.0
31.0	174.0
32.0	170.0
33.0	193.0
34.0	68.0
35.0	371.0
36.0	93.0
37.0	184.0
38.0	137.0
39.0	288.0
40.0	320.0
41.0	483.0
42.0	740.0
43.0	545.0
44.0	501.0
45.0	1692.0
46.0	314.0
47.0	173.0
48.0	527.0
49.0	184.0
50.0	144.0
51.0	35.0
52.0	438.0
53.0	531.0
54.0	1220.0
55.0	908.0
56.0	1064.0
57.0	993.0
58.0	1036.0
59.0	80627.0
60.0	203863.0
