#Mapping quality	mapping quality
0.0	51234.0
1.0	1514.0
2.0	993.0
3.0	4109.0
4.0	1234.0
5.0	2219.0
6.0	791.0
7.0	908.0
8.0	989.0
9.0	781.0
10.0	833.0
11.0	493.0
12.0	505.0
13.0	599.0
14.0	483.0
15.0	474.0
16.0	695.0
17.0	1081.0
18.0	576.0
19.0	427.0
20.0	369.0
21.0	77.0
22.0	233.0
23.0	136.0
24.0	175.0
25.0	323.0
26.0	427.0
27.0	626.0
28.0	124.0
29.0	302.0
30.0	43.0
31.0	125.0
32.0	59.0
33.0	47.0
34.0	72.0
35.0	40.0
36.0	116.0
37.0	173.0
38.0	31.0
39.0	42.0
40.0	376.0
41.0	420.0
42.0	1309.0
43.0	641.0
44.0	299.0
45.0	2044.0
46.0	183.0
47.0	133.0
48.0	476.0
49.0	75.0
50.0	191.0
51.0	23.0
52.0	103.0
53.0	245.0
54.0	302.0
55.0	128.0
56.0	375.0
57.0	784.0
58.0	1060.0
59.0	59933.0
60.0	155677.0
