#Mapping quality	mapping quality
0.0	142531.0
1.0	5591.0
2.0	4556.0
3.0	6806.0
4.0	2651.0
5.0	4410.0
6.0	2494.0
7.0	1981.0
8.0	1979.0
9.0	1898.0
10.0	1409.0
11.0	1313.0
12.0	1765.0
13.0	1134.0
14.0	1220.0
15.0	1059.0
16.0	1201.0
17.0	1322.0
18.0	1475.0
19.0	656.0
20.0	409.0
21.0	482.0
22.0	751.0
23.0	725.0
24.0	899.0
25.0	822.0
26.0	924.0
27.0	1188.0
28.0	389.0
29.0	295.0
30.0	745.0
31.0	475.0
32.0	124.0
33.0	282.0
34.0	284.0
35.0	415.0
36.0	462.0
37.0	211.0
38.0	150.0
39.0	187.0
40.0	1199.0
41.0	508.0
42.0	497.0
43.0	651.0
44.0	408.0
45.0	2139.0
46.0	352.0
47.0	49.0
48.0	459.0
49.0	120.0
50.0	353.0
51.0	361.0
52.0	154.0
53.0	518.0
54.0	768.0
55.0	242.0
56.0	1149.0
57.0	1516.0
58.0	1446.0
59.0	111049.0
60.0	135072.0
