#Mapping quality	mapping quality
0.0	98340.0
1.0	3075.0
2.0	3100.0
3.0	4650.0
4.0	2934.0
5.0	2897.0
6.0	2024.0
7.0	1627.0
8.0	1592.0
9.0	1055.0
10.0	1265.0
11.0	669.0
12.0	840.0
13.0	1367.0
14.0	1068.0
15.0	947.0
16.0	1053.0
17.0	1396.0
18.0	1011.0
19.0	375.0
20.0	941.0
21.0	412.0
22.0	595.0
23.0	502.0
24.0	828.0
25.0	997.0
26.0	1476.0
27.0	487.0
28.0	330.0
29.0	125.0
30.0	912.0
31.0	147.0
32.0	42.0
33.0	217.0
34.0	554.0
35.0	124.0
36.0	255.0
37.0	376.0
38.0	454.0
39.0	380.0
40.0	1480.0
41.0	679.0
42.0	1883.0
43.0	370.0
44.0	302.0
45.0	1965.0
46.0	944.0
47.0	314.0
48.0	1068.0
49.0	204.0
50.0	712.0
51.0	168.0
52.0	423.0
53.0	832.0
54.0	861.0
55.0	1171.0
56.0	963.0
57.0	1453.0
58.0	1784.0
59.0	95406.0
60.0	412076.0
