#Mapping quality	mapping quality
0.0	74295.0
1.0	2080.0
2.0	2026.0
3.0	4624.0
4.0	1640.0
5.0	2644.0
6.0	1993.0
7.0	955.0
8.0	838.0
9.0	1438.0
10.0	977.0
11.0	552.0
12.0	630.0
13.0	1070.0
14.0	522.0
15.0	378.0
16.0	781.0
17.0	669.0
18.0	1039.0
19.0	269.0
20.0	646.0
21.0	217.0
22.0	397.0
23.0	170.0
24.0	1349.0
25.0	995.0
26.0	454.0
27.0	693.0
28.0	160.0
29.0	90.0
30.0	267.0
31.0	173.0
33.0	116.0
34.0	416.0
35.0	221.0
36.0	251.0
37.0	334.0
38.0	17.0
39.0	369.0
40.0	601.0
41.0	472.0
42.0	481.0
43.0	279.0
44.0	549.0
45.0	1751.0
46.0	191.0
47.0	525.0
48.0	314.0
49.0	373.0
50.0	39.0
51.0	362.0
52.0	207.0
53.0	414.0
54.0	605.0
55.0	411.0
56.0	654.0
57.0	1290.0
58.0	563.0
59.0	84883.0
60.0	208399.0
