#Insert size (bp)	insert size
1.0	1205.0
2.0	188.0
3.0	196.0
4.0	59.0
5.0	872.0
6.0	49.0
7.0	107.0
8.0	27.0
9.0	32.0
10.0	35.0
11.0	41.0
12.0	30.0
13.0	34.0
14.0	30.0
15.0	24.0
16.0	22.0
17.0	24.0
18.0	14.0
19.0	10.0
20.0	10.0
21.0	17.0
22.0	17.0
23.0	13.0
24.0	12.0
25.0	7.0
26.0	7.0
27.0	4.0
28.0	2.0
29.0	7.0
30.0	6.0
31.0	9.0
32.0	11.0
33.0	13.0
34.0	10.0
35.0	10.0
36.0	10.0
37.0	8.0
38.0	6.0
39.0	12.0
40.0	12.0
41.0	14.0
42.0	6.0
43.0	9.0
44.0	15.0
45.0	18.0
46.0	15.0
47.0	83.0
48.0	20.0
49.0	24.0
50.0	18.0
51.0	28.0
52.0	29.0
53.0	12.0
54.0	32.0
55.0	21.0
56.0	25.0
57.0	33.0
58.0	33.0
59.0	21.0
60.0	29.0
61.0	24.0
62.0	32.0
63.0	35.0
64.0	30.0
65.0	25.0
66.0	19.0
67.0	24.0
68.0	30.0
69.0	30.0
70.0	15.0
71.0	21.0
72.0	30.0
73.0	12.0
74.0	16.0
75.0	14.0
76.0	20.0
77.0	17.0
78.0	20.0
79.0	11.0
80.0	22.0
81.0	14.0
82.0	12.0
83.0	11.0
84.0	12.0
85.0	17.0
86.0	18.0
87.0	17.0
88.0	26.0
89.0	19.0
90.0	20.0
91.0	14.0
92.0	27.0
93.0	19.0
94.0	27.0
95.0	55.0
96.0	45.0
97.0	61.0
98.0	58.0
99.0	357.0
100.0	185.0
101.0	77.0
102.0	48.0
103.0	119.0
104.0	157.0
105.0	53.0
106.0	55.0
107.0	59.0
108.0	52.0
109.0	36.0
110.0	54.0
111.0	55.0
112.0	66.0
113.0	46.0
114.0	188.0
115.0	81.0
116.0	81.0
117.0	41.0
118.0	57.0
119.0	41.0
120.0	28.0
121.0	50.0
122.0	43.0
123.0	67.0
124.0	31.0
125.0	37.0
126.0	49.0
127.0	64.0
128.0	93.0
129.0	41.0
130.0	48.0
131.0	92.0
132.0	156.0
133.0	47.0
134.0	43.0
135.0	68.0
136.0	181.0
137.0	146.0
138.0	119.0
139.0	114.0
140.0	80.0
141.0	56.0
142.0	43.0
143.0	55.0
144.0	59.0
145.0	27.0
146.0	28.0
147.0	53.0
148.0	105.0
149.0	63.0
150.0	119.0
151.0	116.0
152.0	59.0
153.0	76.0
154.0	41.0
155.0	444.0
156.0	113.0
157.0	55.0
158.0	90.0
159.0	91.0
160.0	55.0
161.0	67.0
162.0	85.0
163.0	63.0
164.0	105.0
165.0	59.0
166.0	69.0
167.0	71.0
168.0	93.0
169.0	476.0
170.0	44.0
171.0	72.0
172.0	56.0
173.0	81.0
174.0	168.0
175.0	144.0
176.0	147.0
177.0	103.0
178.0	51.0
179.0	90.0
180.0	8738.0
181.0	4825.0
182.0	57.0
183.0	37.0
184.0	43.0
185.0	276.0
186.0	101.0
187.0	6310.0
188.0	79.0
189.0	58.0
190.0	100.0
191.0	5414.0
192.0	47.0
193.0	78.0
194.0	72.0
195.0	109.0
196.0	8938.0
197.0	74.0
198.0	5392.0
199.0	6811.0
200.0	126.0
201.0	71.0
202.0	42.0
203.0	359.0
204.0	54.0
205.0	54.0
206.0	116.0
207.0	136.0
208.0	193.0
209.0	90.0
210.0	85.0
211.0	136.0
212.0	201.0
213.0	167.0
214.0	154.0
215.0	360.0
216.0	36489.0
217.0	28149.0
218.0	28794.0
219.0	28975.0
220.0	24064.0
221.0	22943.0
222.0	35153.0
223.0	37800.0
224.0	7930.0
225.0	16901.0
226.0	25021.0
227.0	27380.0
228.0	11354.0
229.0	33358.0
230.0	28276.0
231.0	21285.0
232.0	9703.0
233.0	24977.0
234.0	54693.0
235.0	52197.0
236.0	40533.0
237.0	29235.0
238.0	39573.0
239.0	39463.0
240.0	93336.0
241.0	672.0
242.0	3382.0
243.0	40.0
244.0	3571.0
245.0	3247.0
246.0	151.0
247.0	51.0
248.0	70.0
249.0	7786.0
250.0	6284.0
251.0	90.0
252.0	187.0
253.0	5359.0
254.0	55.0
255.0	598.0
256.0	4014.0
257.0	396.0
258.0	3847.0
259.0	70.0
260.0	27.0
261.0	97.0
262.0	59.0
263.0	5876.0
264.0	138.0
265.0	54.0
266.0	151.0
267.0	2978.0
268.0	49.0
269.0	172.0
270.0	28141.0
271.0	9952.0
272.0	11363.0
273.0	2530.0
274.0	16923.0
275.0	16377.0
276.0	15821.0
277.0	7210.0
278.0	9385.0
279.0	14692.0
280.0	4142.0
281.0	7022.0
282.0	1892.0
283.0	17911.0
284.0	14368.0
285.0	12988.0
286.0	20326.0
287.0	11687.0
288.0	3347.0
289.0	7540.0
290.0	6152.0
291.0	15627.0
292.0	3812.0
