#Coverage	Number of genomic locations
0.0	3.20926351E9
1.0	20452.0
2.0	11949.0
3.0	1720.0
4.0	3996.0
5.0	278.0
6.0	649.0
7.0	179.0
8.0	701.0
9.0	267.0
10.0	635.0
11.0	184.0
12.0	1348.0
13.0	175.0
14.0	247.0
15.0	633.0
16.0	782.0
17.0	260.0
18.0	332.0
19.0	37.0
20.0	278.0
21.0	315.0
22.0	637.0
23.0	96.0
24.0	616.0
25.0	465.0
26.0	692.0
27.0	52.0
28.0	236.0
29.0	43.0
30.0	415.0
31.0	57.0
32.0	122.0
33.0	216.0
34.0	285.0
35.0	166.0
36.0	258.0
37.0	281.0
38.0	448.0
39.0	272.0
40.0	576.0
41.0	210.0
42.0	499.0
43.0	57.0
44.0	48.0
45.0	6.0
46.0	226.0
47.0	126.0
48.0	278.0
49.0	338.0
50.0	567.0
51.0	411.0
52.0	427.0
53.0	302.0
54.0	248.0
55.0	5.0
56.0	113.0
57.0	202.0
58.0	376.0
59.0	277.0
60.0	290.0
61.0	521.0
62.0	159.0
63.0	274.0
64.0	266.0
65.0	170.0
66.0	588.0
67.0	268.0
68.0	407.0
69.0	193.0
70.0	353.0
71.0	799.0
72.0	349.0
73.0	381.0
74.0	620.0
75.0	729.0
76.0	587.0
77.0	268.0
78.0	425.0
79.0	465.0
80.0	119.0
81.0	451.0
82.0	328.0
83.0	169.0
84.0	317.0
85.0	166.0
86.0	359.0
87.0	525.0
88.0	376.0
89.0	352.0
90.0	290.0
91.0	549.0
92.0	292.0
93.0	280.0
94.0	389.0
95.0	352.0
96.0	671.0
97.0	858.0
98.0	106.0
99.0	220.0
100.0	400.0
101.0	178.0
102.0	305.0
103.0	92.0
104.0	291.0
105.0	47.0
106.0	544.0
107.0	399.0
108.0	155.0
109.0	411.0
110.0	511.0
111.0	372.0
112.0	536.0
113.0	171.0
114.0	220.0
115.0	309.0
116.0	394.0
117.0	258.0
118.0	242.0
119.0	290.0
120.0	302.0
121.0	305.0
122.0	319.0
123.0	189.0
124.0	195.0
125.0	372.0
126.0	253.0
127.0	221.0
128.0	284.0
129.0	580.0
130.0	168.0
131.0	106.0
132.0	458.0
133.0	357.0
134.0	415.0
135.0	317.0
136.0	256.0
137.0	261.0
138.0	234.0
139.0	95.0
140.0	417.0
141.0	441.0
142.0	568.0
143.0	528.0
144.0	481.0
145.0	419.0
146.0	444.0
147.0	235.0
148.0	307.0
149.0	508.0
150.0	334.0
151.0	270.0
152.0	503.0
153.0	852.0
154.0	433.0
155.0	588.0
156.0	342.0
157.0	425.0
158.0	243.0
159.0	548.0
160.0	454.0
161.0	525.0
162.0	357.0
163.0	381.0
164.0	164.0
165.0	247.0
166.0	327.0
167.0	232.0
168.0	248.0
169.0	203.0
170.0	601.0
171.0	714.0
172.0	392.0
173.0	354.0
174.0	206.0
175.0	426.0
176.0	143.0
177.0	152.0
178.0	481.0
179.0	444.0
180.0	533.0
181.0	379.0
182.0	323.0
183.0	267.0
184.0	400.0
185.0	277.0
186.0	260.0
187.0	337.0
188.0	574.0
189.0	436.0
190.0	155.0
191.0	97.0
192.0	303.0
193.0	376.0
194.0	483.0
195.0	219.0
196.0	428.0
197.0	217.0
198.0	496.0
199.0	321.0
200.0	298.0
201.0	621.0
202.0	278.0
203.0	203.0
204.0	154.0
205.0	333.0
206.0	191.0
207.0	153.0
208.0	397.0
209.0	345.0
210.0	252.0
211.0	60.0
212.0	61.0
213.0	76.0
214.0	366.0
215.0	325.0
216.0	570.0
217.0	210.0
218.0	233.0
219.0	293.0
220.0	662.0
221.0	181.0
222.0	310.0
223.0	481.0
224.0	339.0
225.0	438.0
226.0	333.0
227.0	286.0
228.0	414.0
229.0	259.0
230.0	622.0
231.0	184.0
232.0	330.0
233.0	198.0
234.0	438.0
235.0	103.0
236.0	53.0
237.0	36.0
238.0	268.0
239.0	306.0
