#Mapping quality	mapping quality
0.0	66617.0
1.0	1764.0
2.0	1574.0
3.0	4492.0
4.0	905.0
5.0	2762.0
6.0	1881.0
7.0	1115.0
8.0	873.0
9.0	876.0
10.0	528.0
11.0	400.0
12.0	642.0
13.0	624.0
14.0	678.0
15.0	754.0
16.0	617.0
17.0	1064.0
18.0	440.0
19.0	146.0
20.0	176.0
21.0	290.0
22.0	485.0
23.0	367.0
24.0	97.0
25.0	1003.0
26.0	900.0
27.0	431.0
28.0	340.0
29.0	77.0
30.0	623.0
31.0	48.0
32.0	59.0
33.0	107.0
34.0	354.0
35.0	121.0
36.0	175.0
37.0	299.0
38.0	93.0
39.0	17.0
40.0	796.0
41.0	513.0
42.0	557.0
43.0	248.0
44.0	238.0
45.0	2229.0
46.0	266.0
47.0	355.0
48.0	571.0
49.0	165.0
50.0	421.0
51.0	865.0
52.0	852.0
53.0	132.0
54.0	195.0
55.0	371.0
56.0	718.0
57.0	1167.0
58.0	1374.0
59.0	68037.0
60.0	224258.0
