#Mapping quality	mapping quality
0.0	84612.0
1.0	2264.0
2.0	2663.0
3.0	4494.0
4.0	1605.0
5.0	2739.0
6.0	1703.0
7.0	1412.0
8.0	1598.0
9.0	1140.0
10.0	1093.0
11.0	748.0
12.0	780.0
13.0	683.0
14.0	749.0
15.0	569.0
16.0	1279.0
17.0	812.0
18.0	551.0
19.0	578.0
20.0	355.0
21.0	355.0
22.0	488.0
23.0	780.0
24.0	603.0
25.0	298.0
26.0	604.0
27.0	106.0
28.0	456.0
29.0	142.0
30.0	373.0
31.0	509.0
32.0	125.0
33.0	92.0
34.0	117.0
35.0	143.0
36.0	40.0
37.0	294.0
38.0	66.0
39.0	145.0
40.0	731.0
41.0	291.0
42.0	724.0
43.0	206.0
44.0	518.0
45.0	2139.0
46.0	560.0
47.0	198.0
48.0	216.0
49.0	327.0
50.0	295.0
51.0	547.0
52.0	498.0
53.0	207.0
54.0	607.0
55.0	777.0
56.0	844.0
57.0	1087.0
58.0	1772.0
59.0	91625.0
60.0	162465.0
