#Insert size (bp)	insert size
1.0	49.0
2.0	2.0
3.0	10.0
4.0	1.0
5.0	73.0
6.0	3.0
7.0	7.0
8.0	6.0
10.0	5.0
11.0	1.0
12.0	1.0
13.0	1.0
14.0	5.0
15.0	3.0
16.0	1.0
18.0	2.0
19.0	3.0
20.0	2.0
21.0	1.0
24.0	4.0
25.0	1.0
29.0	1.0
30.0	2.0
33.0	1.0
35.0	1.0
39.0	1.0
41.0	2.0
42.0	3.0
43.0	2.0
44.0	3.0
45.0	5.0
46.0	2.0
47.0	2.0
48.0	4.0
49.0	4.0
50.0	1.0
51.0	7.0
52.0	2.0
53.0	4.0
54.0	5.0
55.0	3.0
56.0	4.0
57.0	4.0
59.0	1.0
60.0	3.0
61.0	4.0
62.0	2.0
63.0	2.0
64.0	4.0
65.0	3.0
66.0	3.0
67.0	1.0
68.0	1.0
69.0	3.0
70.0	5.0
71.0	1.0
72.0	1.0
73.0	3.0
74.0	5.0
75.0	2.0
76.0	4.0
77.0	2.0
78.0	3.0
79.0	3.0
80.0	5.0
81.0	7.0
82.0	1.0
83.0	4.0
84.0	3.0
85.0	3.0
86.0	1.0
87.0	4.0
88.0	2.0
89.0	3.0
90.0	5.0
91.0	6.0
92.0	6.0
93.0	1.0
94.0	9.0
95.0	3.0
96.0	7.0
97.0	3.0
98.0	5.0
99.0	16.0
100.0	14.0
101.0	6.0
102.0	4.0
103.0	8.0
104.0	9.0
105.0	10.0
106.0	4.0
107.0	12.0
108.0	4.0
109.0	2.0
110.0	8.0
111.0	10.0
112.0	5.0
113.0	10.0
114.0	5.0
115.0	10.0
116.0	17.0
117.0	7.0
118.0	4.0
119.0	11.0
120.0	5.0
121.0	6.0
122.0	10.0
123.0	6.0
124.0	5.0
125.0	3.0
126.0	7.0
127.0	7.0
128.0	12.0
129.0	3.0
130.0	13.0
131.0	8.0
132.0	20.0
133.0	6.0
134.0	5.0
135.0	13.0
136.0	25.0
137.0	4.0
138.0	38.0
139.0	3.0
140.0	8.0
141.0	20.0
142.0	6.0
143.0	5.0
144.0	6.0
145.0	12.0
146.0	3.0
147.0	9.0
148.0	4.0
149.0	6.0
150.0	7.0
151.0	30.0
152.0	5.0
153.0	4.0
154.0	8.0
155.0	233.0
156.0	14.0
157.0	4.0
158.0	4.0
159.0	19.0
160.0	7.0
161.0	4.0
162.0	8.0
163.0	6.0
164.0	2.0
165.0	7.0
166.0	9.0
167.0	7.0
168.0	12.0
169.0	26.0
170.0	10.0
171.0	10.0
172.0	11.0
173.0	10.0
174.0	12.0
175.0	19.0
176.0	4.0
177.0	8.0
178.0	3.0
179.0	9.0
180.0	124.0
181.0	87.0
182.0	18.0
183.0	8.0
184.0	20.0
185.0	16.0
186.0	9.0
187.0	70.0
188.0	5.0
189.0	9.0
190.0	8.0
191.0	74.0
192.0	8.0
193.0	5.0
194.0	6.0
195.0	13.0
196.0	133.0
197.0	13.0
198.0	99.0
199.0	143.0
200.0	5.0
201.0	10.0
202.0	9.0
203.0	21.0
204.0	11.0
205.0	6.0
206.0	8.0
207.0	50.0
208.0	26.0
209.0	7.0
210.0	8.0
211.0	17.0
212.0	15.0
213.0	16.0
214.0	23.0
215.0	29.0
216.0	748.0
217.0	7208.0
218.0	3631.0
219.0	3499.0
220.0	351.0
221.0	2816.0
222.0	9161.0
223.0	760.0
224.0	246.0
225.0	786.0
226.0	10675.0
227.0	6519.0
228.0	4934.0
229.0	30188.0
230.0	6543.0
231.0	6756.0
232.0	226.0
233.0	824.0
234.0	50459.0
235.0	6918.0
236.0	24111.0
237.0	2648.0
238.0	5440.0
239.0	1610.0
240.0	13555.0
241.0	108.0
242.0	3699.0
243.0	9.0
244.0	111.0
245.0	3733.0
246.0	23.0
247.0	9.0
248.0	55.0
